"","batch_number","extraction_number","sample_number","Extraction_repeated","Tech_rep_lost","species_field","species_confirmed","Latitude","Longitude","Elevation_GPS_notebook","Elevation_map","family","leaf_age","biological_rep","GoPro.file","site","site_revised","date","whole_leaf_FW","tech_rep_1_FW","tech_rep_2_FW","tech_rep_3_FW","tech_rep_4_FW_fixed","tech_rep_4_DW_fixed","whole_leaf_area.cm2.","freshSLA","tech_rep_1_leaf_area","tech_rep_2_leaf_area","tech_rep_3_leaf_area","tech_rep_4_leaf_area","technical_rep_used_for_ovalbumin_calculation","ovalbumin_added.5uL_of_0.5mg.mL_per_cm2.","random_number","notes.1","notes.2","I.don.t.know.why.these.numbers.are.here","Solvent.Wash.Date","Solvent.Wash.Page.Ref","Phenol.Extraction.Date","Phenol.Extraction.Page.Ref","Resuspension.and.Alkylation.Date","Resuspension.and.Alkylation.Page.Ref","Lavapep.Date","Lavapep.Page.Ref","Lavapep.File.Name","Extraction.Notes","Protein.Extract.Concentration..protein.assay..ug.uL.","Protein.Assay..CV","Protein.Extract.Volume..uL.","Extract.Protein.Amount..ug..protein.assay.","Protein.per.FW..mg.g..protein.assay.","Protein.per.DW..mg.g..protein.assay.","Protein.per.Leaf.Area..mg.cm2..protein.assay.","X.Ovalbumin.of.Total.Protein","Digest.Protein.Amount..ug..","Amount.Protease.in.Digest..ug.","uL.Protein.Extract.per.Digest","Date.of.ASPEX","ASPEX.Batch","tech_rep_4_FW_ERROR","tech_rep_4_DW_ERROR","LMA..g.m2.","SLA..cm2.g.","LWC....","leaf_FW_check","LWC","LMA"
"422",30,"30-15","YG132",0,NA,"gremuc","gremuc",-32.78244,150.92318,NA,NA,"Proteaceae","mid",3,"108","Yengo_N","NSW_Yengo_N",140608,NA,"0.09988","0.08682","0.07618","0.10758","0.05948",NA,NA,NA,2.995,NA,NA,2,15,0.854843117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.10758","0.03568",NA,NA,"44.71091281",-0.37046,44.71091281,NA
"426",NA,NA,"YG015",0,NA,"podili","podili",-32.78244,150.92318,NA,NA,"Fabaceae","old",1,"don't use this species","Yengo_N","NSW_Yengo_N",140419,NA,"0.08000","0.08600","0.08000","0.08200","0.04528",NA,NA,NA,NA,NA,NA,2,NA,NA,"Not extracting YG001-YG057","Do not process.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08200","0.0352",NA,NA,"44.7804878",-0.328,44.7804878,NA
"457",25,"25-33","KG019",0,NA,"grespe","grespe",-33.6933,151.14541,NA,NA,"Proteaceae","mid",1,"48","Kuringai_MT_top","NSW_Kuringai_top",140603,NA,"0.07762","0.07286","0.06342","0.08216","0.04498",NA,NA,NA,1.764,NA,NA,2,8.8,0.348989345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08216","0.04498",NA,NA,"45.25316456",-0.29606,45.25316456,NA
"478",29,"29-41","YG181",0,NA,"grebux","grebux",-33.045,150.68326,NA,NA,"Proteaceae","new",2,"155","Yengo_S","NSW_Yengo_S",140620,NA,"0.05264","0.06574","0.06884","0.10678","0.05804",NA,NA,NA,1.977,NA,NA,2,9.9,0.809280471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.10678","0.05526",NA,NA,"45.64525192",-0.294,45.64525192,NA
"492",29,"29-05","YG197",0,NA,"grebux","grebux",-33.045,150.68326,NA,NA,"Proteaceae","new",3,"152","Yengo_S","NSW_Yengo_S",140623,NA,"0.06982","0.05398","0.06350","0.08084","0.04372",NA,NA,NA,1.694,NA,NA,2,8.5,0.729688034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08084","0.08452",NA,NA,"45.91786244",-0.26814,45.91786244,NA
"501",8,"DP080","YG072",0,NA,"eucspa","eucspa",-32.78244,150.92318,NA,NA,"Myrtaceae","old",1,"118","Yengo_N","NSW_Yengo_N",140525,0.46958,"0.11476","0.07306","0.09432","0.47406","0.25580",16.167,34.42863836,3.951030538,2.515356318,3.24730917,16.3212403,2,12.6,0.277525821,NA,NA,NA,"29/09/2015","Siobhan 1, p.96","30/09/2015","Siobhan 1, p.97","13/10/2015","Siobhan 1, p.103","16/11/2015","Katy 1, p.106",NA,NA,3.6,5.139430896,750,2699.497594,36.94905002,NA,1.073206835,NA,50,1,13.9,"23/05/2016","10","0.47406","0.2005","156.7282849","63.80469234","46.04058558",-0.28662,46.04058558,156.7282849
"507",28,"28-05","YG180",0,NA,"grebux","grebux",-33.045,150.68326,NA,NA,"Proteaceae","mid",2,"155","Yengo_S","NSW_Yengo_S",140620,NA,"0.07598","0.05634","0.05914","0.10266","0.05526",NA,NA,NA,1.376,NA,NA,2,6.9,0.60101512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.10266","0.05156",NA,NA,"46.17182934",-0.29412,46.17182934,NA
"522",10,"10-46","T225",0,NA,"eucten","eucten",-42.38268,147.06002,NA,NA,"Myrtaceae","new",3,"281","Tasmania_BO","TAS_Bothwell",150308,0.63926,"0.09810","0.05724","0.08772","0.63926","0.34262",10.573,16.53943622,1.622518693,0.946717329,1.450839345,10.573,1,8.1,0.561134275,NA,NA,NA,"7/12/2015","Katy 1, p.109","8/12/2015","Katy 1, p.110","13/01/2016","Katy 1, p.117","19/01/2016","Katy 1, p.119",NA,NA,5.7,8.17113731,750,4288.301757,43.71357551,NA,2.642990663,NA,50,1,8.7,"20/05/2016","8","0.63926","0.2655","324.0518301","30.85926099","46.40365423",-0.24306,46.40365423,324.0518301
"537",28,"28-16","YG196",0,NA,"grebux","grebux",-33.045,150.68326,NA,NA,"Proteaceae","mid",3,"152","Yengo_S","NSW_Yengo_S",140623,NA,"0.07448","0.07104","0.06484","0.15870","0.08452",NA,NA,NA,2.235,NA,NA,2,11.2,0.636319541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15870","0.0815",NA,NA,"46.74228103",-0.36906,46.74228103,NA
"553",9,"9-33","YG031",0,NA,"melpal","melpal",-32.78244,150.92318,NA,NA,"Myrtaceae","old",1,"don't use this species","Yengo_N","NSW_Yengo_N",140420,NA,"0.09500","0.06700","0.06900","0.06700","0.03550",NA,NA,2.382,1.823,2.022,NA,2,9.1,0.39397535,"9.2ul Ovalbumin added","9.2ul Ovalbumin added. Do not process.",NA,"2/11/2015","Katy 1, p.98","5/11/2015","Katy 1, p.100","6/11/2015","Katy 1, p.101","17/11/2015","Katy 1, p.107",NA,NA,2,1.222797248,750,1499.919585,22.38685947,NA,0.822775417,NA,50,1,25,"23/05/2016","11","0.06700","0.02742",NA,NA,"47.01492537",-0.298,47.01492537,NA
"569",16,"16-13","YG062",0,NA,"acapar","acapar",-32.78244,150.92318,NA,NA,"Fabaceae","old",2,"114","Yengo_N","NSW_Yengo_N",140524,NA,"0.06960","0.05956","0.07286","0.07634","0.04026",NA,NA,NA,2.888,NA,NA,2,14.4,0.048165178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.068703919,750,3755.760768,NA,NA,NA,NA,50,1,10,NA,NA,"0.07634","0.03638",NA,NA,"47.26224784",-0.27836,47.26224784,NA
"585",27,"27-24","KG098",0,NA,"greser","greser",-33.67856,151.14825,NA,NA,"Proteaceae","mid",1,"84","Kuringai_MT_bottom","NSW_Kuringai_bottom",140612,NA,"0.08020","0.08518","0.04692","0.08410","0.04418",NA,NA,NA,2.274,NA,NA,2,11.4,0.550059513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08410","0.04418",NA,NA,"47.46730083",-0.2964,47.46730083,NA
"601",NA,NA,"YG003",0,NA,"gremuc","gremuc",-32.78244,150.92318,NA,NA,"Proteaceae","mid",1,"107","Yengo_N","NSW_Yengo_N",140419,NA,"0.10100","0.09100","0.06600","0.09200","0.04804",NA,NA,NA,NA,NA,NA,2,NA,0.825495982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.09200","0.03048",NA,NA,"47.7826087",-0.35,47.7826087,NA
"605",21,"21-03","KG003",0,NA,"acauli","acauli",-33.6933,151.14541,NA,NA,"Fabaceae","old",1,"95","Kuringai_MT_top","NSW_Kuringai_top",140529,NA,"0.05760","0.05344","0.05078","0.18162","0.09470",NA,NA,NA,1.208,NA,NA,2,6,0.882273615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2.560040717,750,1177.896873,NA,NA,NA,NA,50,1,31.8,NA,NA,"0.18162","0.0947",NA,NA,"47.8581654",-0.34344,47.8581654,NA
"614",21,"21-26","RH020",0,NA,"acaane","acaane",-32.96394,146.16149,NA,NA,"Fabaceae","mid",3,"310","Round_Hill","NSW_Round_Hill",150405,0.67246,"0.06562","0.84200","0.08046","0.44004","0.22896",8.934,13.28554858,0.871797698,11.18643191,1.068955239,5.846172798,1,4.4,0.962579091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.647793287,750,1753.67614,NA,NA,NA,NA,50,1,21.4,NA,NA,"0.44004","0.1295","391.6408356","25.53359887","47.96836651",-0.75566,47.96836651,391.6408356
"644",30,"30-37","KG127",0,NA,"greser","greser",-33.67856,151.14825,NA,NA,"Proteaceae","new",3,"86","Kuringai_MT_bottom","NSW_Kuringai_bottom",140617,NA,"0.04950","0.06120","0.05126","0.08354","0.04320",NA,NA,NA,1.96,NA,NA,2,9.8,0.896088831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08354","0.0432",NA,NA,"48.28824515",-0.2455,48.28824515,NA
"646",27,"27-32","KG126",0,NA,"greser","greser",-33.67856,151.14825,NA,NA,"Proteaceae","mid",3,"86","Kuringai_MT_bottom","NSW_Kuringai_bottom",140617,NA,"0.05556","0.05266","0.05298","0.13566","0.07014",NA,NA,NA,1.592,NA,NA,2,8,0.566780296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.13566","0.07014",NA,NA,"48.29721362",-0.29686,48.29721362,NA
"682",17,"17-13","KG004",0,NA,"acauli","acauli",-33.6933,151.14541,NA,NA,"Fabaceae","mid",1,"95","Kuringai_MT_top","NSW_Kuringai_top",140529,NA,"0.06004","0.05916","0.06404","0.28578","0.14646",NA,NA,NA,1.398,NA,NA,2,7,0.232024745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,5.896429529,750,1404.853098,NA,NA,NA,NA,50,1,26.7,NA,NA,"0.28578","0.14646",NA,NA,"48.75078732",-0.46902,48.75078732,NA
"693",29,"29-38","T231",0,NA,"banmar","banmar",-42.38724,147.05174,NA,NA,"Proteaceae","old",1,"292","Tasmania_BO","TAS_Bothwell",150309,0.7636,"0.10174","0.09438","0.93480","0.46658","0.23786",13.321,17.44499738,1.774854034,1.646458853,16.30758355,8.139486878,1,8.9,0.80591848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.46658","0.20762","292.2297235","34.21965391","49.02053238",-0.8339,49.02053238,292.2297235
"698",28,"28-25","KG099",0,NA,"greser","greser",-33.67856,151.14825,NA,NA,"Proteaceae","new",1,"84","Kuringai_MT_bottom","NSW_Kuringai_bottom",140612,NA,"0.07578","0.04480","0.06454","0.07144","0.03636",NA,NA,NA,1.341,NA,NA,2,6.7,0.666156554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.07144","0.03636",NA,NA,"49.10414334",-0.25656,49.10414334,NA
"725",24,"24-27","KG067",0,NA,"grespe","grespe",-33.6933,151.14541,NA,NA,"Proteaceae","new",3,"43","Kuringai_MT_top","NSW_Kuringai_top",140611,NA,"0.06766","0.06978","0.07082","0.08770","0.04426",NA,NA,NA,2.236,NA,NA,2,11.2,0.270387254,"mark on grevillea young leaf indicates the inside of the gasket","mark on grevillea young leaf indicates the inside of the gasket",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08770","0.04426",NA,NA,"49.53249715",-0.29596,49.53249715,NA
"730",30,"30-23","KG114",0,NA,"greser","greser",-33.67856,151.14825,NA,NA,"Proteaceae","mid",2,"87","Kuringai_MT_bottom","NSW_Kuringai_bottom",140613,NA,"0.10312","0.06454","0.07700","0.13858","0.06986",NA,NA,NA,1.984,NA,NA,2,9.9,0.870190803,"pen marks (2) at outside of gasket edges with extra space","pen marks (2) at outside of gasket edges with extra space",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.13858","0.06986",NA,NA,"49.58868524",-0.38324,49.58868524,NA
"732",30,"30-38","KG115",0,NA,"greser","greser",-33.67856,151.14825,NA,NA,"Proteaceae","new",2,"87","Kuringai_MT_bottom","NSW_Kuringai_bottom",140613,NA,"0.05834","0.05668","0.05572","0.08784","0.04426",NA,NA,NA,2.013,NA,NA,2,10.1,0.896488554,"pen marks at inside gasket edge","pen marks at inside gasket edge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08784","0.04426",NA,NA,"49.6129326",-0.25858,49.6129326,NA
"738",31,"31-39","T279",0,NA,"banmar","banmar",-42.1161,148.33585,NA,NA,"Proteaceae","mid",2,"245","Tasmania_FY","TAS_Freycinet",150311,0.15292,"0.06112","0.06004","0.05346","0.09552","0.04810",3.114,20.3635888,1.244622548,1.222629872,1.088637457,1.945130003,1,6.2,0.994793903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.09552","0.0897","247.2842429","40.43929319","49.6440536",-0.11722,49.6440536,247.2842429
"740",NA,NA,"YG011",0,NA,"acapar","acapar",-32.78244,150.92318,NA,NA,"Fabaceae","old",1,"117","Yengo_N","NSW_Yengo_N",140419,NA,"0.06400","0.04400","0.05900","0.09100","0.04578",NA,NA,NA,NA,NA,NA,2,NA,NA,"Not extracting YG001-YG057","Not extracting YG001-YG057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.09100","0.04254",NA,NA,"49.69230769",-0.258,49.69230769,NA
"743",24,"24-46","KG113",0,NA,"greser","greser",-33.67856,151.14825,NA,NA,"Proteaceae","old",2,"87","Kuringai_MT_bottom","NSW_Kuringai_bottom",140613,NA,"0.09594","0.08430","0.06832","0.15286","0.07680",NA,NA,NA,3.109,NA,NA,2,15.5,0.219021426,"pen marks (2) at inside of gasket edges","pen marks (2) at inside of gasket edges",NA,"9/08/2016","Katy 1, p. 190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15286","0.0768",NA,NA,"49.75794845",-0.40142,49.75794845,NA
"744",20,"20-30","KG006",0,NA,"acauli","acauli",-33.6933,151.14541,NA,NA,"Fabaceae","old",2,"49","Kuringai_MT_top","NSW_Kuringai_top",140603,NA,"0.08018","0.07558","0.09480","0.31900","0.16016",NA,NA,NA,1.666,NA,NA,2,8.3,0.808338819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0.95411414,750,2622.342437,NA,NA,NA,NA,50,1,14.3,NA,NA,"0.31900","0.16016",NA,NA,"49.79310345",-0.56956,49.79310345,NA
"780",25,"25-11","T092",0,NA,"teltru","teltru",-42.88515,147.22187,1057,1118,"Proteaceae","mid",1,"196","Tasmania_SP","TAS_Mt_Wellington",150303,0.43628,"0.09160","0.71960","0.06452","0.20508","0.10158",5.433,12.45301183,1.140695883,8.961187311,0.803468323,2.553863666,1,5.7,0.311122098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.20508","0.07386","397.7502847","25.1414025","50.46811001",-0.64452,50.46811001,397.7502847
"783",31,"31-37","KG020",0,NA,"grespe","grespe",-33.6933,151.14541,NA,NA,"Proteaceae","new",1,"48","Kuringai_MT_top","NSW_Kuringai_top",140603,NA,"0.07858","0.05466","0.07170","0.08436","0.04174",NA,NA,NA,1.495,NA,NA,2,7.5,0.992627745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08436","0.04174",NA,NA,"50.52157421",-0.2893,50.52157421,NA
"802",25,"25-26","YG061",0,NA,"gremuc","gremuc",-32.78244,150.92318,NA,NA,"Proteaceae","old",2,"109","Yengo_N","NSW_Yengo_N",140524,NA,"0.07338","0.06314","0.06464","0.07406","0.03638",NA,NA,NA,2.755,NA,NA,2,13.8,0.336776591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.07406","0.04384",NA,NA,"50.87766676",-0.27522,50.87766676,NA
"803",29,"29-09","KG058",0,NA,"grespe","grespe",-33.6933,151.14541,NA,NA,"Proteaceae","mid",2,"42","Kuringai_MT_top","NSW_Kuringai_top",140604,NA,"0.06426","0.05366","0.05034","0.11828","0.05810",NA,NA,NA,1.897,NA,NA,2,9.5,0.733144313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.11828","0.0581",NA,NA,"50.87926953",-0.28654,50.87926953,NA
"811",27,"27-46","YG060",0,NA,"gremuc","gremuc",-32.78244,150.92318,NA,NA,"Proteaceae","mid",2,"109","Yengo_N","NSW_Yengo_N",140524,NA,"0.08506","0.08000","0.07172","0.08952","0.04384",NA,NA,NA,3.616,NA,NA,2,18.1,0.591670051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08952","0.0368",NA,NA,"51.02770331",-0.3263,51.02770331,NA
"813",20,"20-21","YG063",0,NA,"acapar","acapar",-32.78244,150.92318,NA,NA,"Fabaceae","new",2,"114","Yengo_N","NSW_Yengo_N",140524,NA,"0.06420","0.81920","0.06768","0.05602","0.02742",NA,NA,NA,2.424,NA,NA,2,12.1,0.780565984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,2.848650649,750,6395.865056,NA,NA,NA,NA,50,1,5.9,NA,NA,"0.05602","0.04026",NA,NA,"51.05319529",-1.0071,51.05319529,NA
"822",17,"17-04","YG099",0,NA,"acapar","acapar",-32.78244,150.92318,NA,NA,"Fabaceae","old",3,"119","Yengo_N","NSW_Yengo_N",140607,NA,"0.07462","0.08560","0.07834","0.10406","0.05082",NA,NA,NA,3.733,3.305,NA,3,16.5,0.197915654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8.696790549,750,5241.557982,NA,NA,NA,NA,50,1,7.2,NA,NA,"0.10406","0.4505",NA,NA,"51.1627907",-0.34262,51.1627907,NA
"826",20,"20-05","YG101",0,NA,"acapar","acapar",-32.78244,150.92318,NA,NA,"Fabaceae","mid",3,"119","Yengo_N","NSW_Yengo_N",140607,NA,"0.08468","0.10796","0.87720","0.09452","0.04606",NA,NA,NA,NA,3.204,NA,3,16,0.708317819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,6.598435765,750,7027.366887,NA,NA,NA,NA,50,1,5.3,NA,NA,"0.09452","0.02884",NA,NA,"51.26957258",-1.16436,51.26957258,NA
"829",22,"22-43","KG059",0,NA,"grespe","grespe",-33.6933,151.14541,NA,NA,"Proteaceae","new",2,"42","Kuringai_MT_top","NSW_Kuringai_top",140604,NA,"0.07196","0.08538","0.08140","0.10666","0.05196",NA,NA,NA,3.099,NA,NA,2,15.5,0.076199036,"for LICOR whole leaf went in chamber and weighed 0.03402","for LICOR whole leaf went in chamber and weighed 0.03402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,4.342489826,750,4274.368089,NA,NA,NA,NA,50,1,8.8,NA,NA,"0.10666","0.05196",NA,NA,"51.28445528",-0.3454,51.28445528,NA
"830",25,"25-25","YG131",0,NA,"gremuc","gremuc",-32.78244,150.92318,NA,NA,"Proteaceae","new",3,"108","Yengo_N","NSW_Yengo_N",140608,NA,"0.08328","0.08018","0.06262","0.07328","0.03568",NA,NA,NA,3.081,NA,NA,2,15.4,0.332355931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.07328","0.0453",NA,NA,"51.31004367",-0.29936,51.31004367,NA
"835",13,"13-08","QL138",0,NA,"eucpla","eucpla",-18.43758,146.13636,NA,NA,"Myrtaceae","old",3,"355","S_Cardwell_QLD","QLD_Cardwell_S",150809,6.32,"0.10074","0.06204","0.09398","6.40158","3.11236",175.312,27.73924051,2.794451089,1.720942481,2.606933823,177.5749672,1,14,0.882415391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,12.581358,750,3289.988423,NA,NA,NA,NA,50,1,11.4,"31/05/2016","14","6.40158","3.11236","175.2701999","57.05476463","51.38137772",-0.33834,51.38137772,175.2701999
"837",25,"25-35","QL161",0,NA,"grebai","grebai",-17.91588,146.06968,NA,NA,"Proteaceae","mid",2,"376","Mission_Beach_QLD","QLD_Mission_Beach",150811,1.83,"0.06726","0.10200","0.07282","1.76192","0.85612",53.458,29.21202186,1.96480059,2.97962623,2.127219432,51.46924555,1,9.8,0.358719516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.76192","0.85612","166.3362248","60.11919538","51.40982564",-0.174,51.40982564,166.3362248
"848",29,"29-35","KG057",0,NA,"grespe","grespe",-33.6933,151.14541,NA,NA,"Proteaceae","old",2,"42","Kuringai_MT_top","NSW_Kuringai_top",140604,NA,"0.05816","0.05892","0.05012","0.08588","0.04162",NA,NA,NA,2.13,NA,NA,2,10.7,0.793211352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08588","0.04162",NA,NA,"51.53702841",-0.25308,51.53702841,NA
"851",NA,NA,"YG002",0,NA,"gremuc","gremuc",-32.78244,150.92318,NA,NA,"Proteaceae","new",1,"107","Yengo_N","NSW_Yengo_N",140419,NA,"0.05700","0.05400","0.06100","0.06300","0.03048",NA,NA,NA,NA,NA,NA,2,NA,0.287242425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.06300","0.0279",NA,NA,"51.61904762",-0.235,51.61904762,NA
"856",21,"21-10","KG033",0,NA,"acauli","acauli",-33.6933,151.14541,NA,NA,"Fabaceae","old",3,"37","Kuringai_MT_top","NSW_Kuringai_top",140604,NA,"0.05728","0.06718","0.06062","0.31008","0.14962",NA,NA,NA,1.589,NA,NA,2,7.9,0.897578848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0.965093752,750,2134.468952,NA,NA,NA,NA,50,1,17.6,NA,NA,"0.31008","0.14962",NA,NA,"51.74793602",-0.49516,51.74793602,NA
"867",17,"17-07","YG064",0,NA,"acapar","acapar",-32.78244,150.92318,NA,NA,"Fabaceae","mid",2,"114","Yengo_N","NSW_Yengo_N",140524,NA,"0.06856","0.06282","0.06674","0.06424","0.03090",NA,NA,NA,2.779,NA,NA,2,13.9,0.202533753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,5.975253758,750,4236.84715,NA,NA,NA,NA,50,1,8.9,NA,NA,"0.06424","0.02742",NA,NA,"51.89912827",-0.26236,51.89912827,NA
"876",28,"28-01","KG018",0,NA,"grespe","grespe",-33.6933,151.14541,NA,NA,"Proteaceae","old",1,"48","Kuringai_MT_top","NSW_Kuringai_top",140603,NA,"0.05362","0.06142","0.04748","0.06928","0.03328",NA,NA,NA,1.706,NA,NA,2,8.5,0.59616457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6928.00000","0.03328",NA,NA,"51.9630485",-0.2318,51.9630485,NA
"886",NA,NA,"YG004",0,NA,"gremuc","gremuc",-32.78244,150.92318,NA,NA,"Proteaceae","old",1,"107","Yengo_N","NSW_Yengo_N",140419,NA,"0.08200","0.07600","0.06100","0.06900","0.03306",NA,NA,NA,NA,NA,NA,2,NA,0.188069618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.06900","0.04804",NA,NA,"52.08695652",-0.288,52.08695652,NA
"889",18,"18-15","KG007",0,NA,"acauli","acauli",-33.6933,151.14541,NA,NA,"Fabaceae","mid",2,"49","Kuringai_MT_top","NSW_Kuringai_top",140603,NA,"0.09418","0.09330","0.09614","0.21296","0.10196",NA,NA,NA,2.178,NA,NA,2,10.9,0.431264782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,2.368476045,750,4920.638437,NA,NA,NA,NA,50,1,7.6,NA,NA,"0.21296","0.10196",NA,NA,"52.12246431",-0.49658,52.12246431,NA
"896",24,"24-05","KG125",0,NA,"greser","greser",-33.67856,151.14825,NA,NA,"Proteaceae","old",3,"86","Kuringai_MT_bottom","NSW_Kuringai_bottom",140617,NA,"0.06324","0.05522","0.06072","0.15136","0.07214",NA,NA,NA,1.579,NA,NA,2,7.9,0.241144033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15136","0.07214",NA,NA,"52.33879493",-0.33054,52.33879493,NA
