sample,tavg,prec,bin_arch,sum,bin_arch_name
RH119,19.4208602905273,233.952713012695,_1.3.1,9645.359404748,NA
RH119,19.4208602905273,233.952713012695,_17,652.656815581,hormone_metabolism
RH119,19.4208602905273,233.952713012695,_8.1+8.2,870.964011305,TCA/_org_transformation
RH119,19.4208602905273,233.952713012695,_1.1.2,2830.180295288,PSI
RH119,19.4208602905273,233.952713012695,_20.2,442.609835492,abiotic_stress
RH119,19.4208602905273,233.952713012695,_2,3733.648178359,NA
RH119,19.4208602905273,233.952713012695,_1.3,7770.607756584,Calvin_cycle
RH119,19.4208602905273,233.952713012695,_30,487.308461979,signalling
RH119,19.4208602905273,233.952713012695,_20.2.1,1376.990688525,HSPs
RH119,19.4208602905273,233.952713012695,_26.9,195.25849489,NA
RH119,19.4208602905273,233.952713012695,_1.1.1,10459.016398552,PSII
RH119,19.4208602905273,233.952713012695,_27,778.689643278,RNA
RH119,19.4208602905273,233.952713012695,_16,902.718251076,secondary_metabolism
RH119,19.4208602905273,233.952713012695,_11,NA,lipid_metabolism
RH120,19.4208602905273,233.952713012695,_22,12.26268391,polyamine_metabolism
RH120,19.4208602905273,233.952713012695,_20.2.1,2316.634438443,HSPs
RH120,19.4208602905273,233.952713012695,_8.1+8.2,857.550774156,TCA/_org_transformation
RH120,19.4208602905273,233.952713012695,_1.2,1143.941043143,Photorespiration
RH120,19.4208602905273,233.952713012695,_29.6,767.677597705,protein_folding
RH120,19.4208602905273,233.952713012695,_4,1284.107759571,glycolysis
RH120,19.4208602905273,233.952713012695,_1.3.1+1.3.2,10122.744154025,Rubisco
RH120,19.4208602905273,233.952713012695,_1.1.1,7858.464871022,PSII
RH120,19.4208602905273,233.952713012695,_28,668.666742313,DNA
RH120,19.4208602905273,233.952713012695,_1.1.4,5336.501130232,ATP_synthase_chloroplastic
RH120,19.4208602905273,233.952713012695,_8.2,478.671976988,NA
RH120,19.4208602905273,233.952713012695,_16,1128.618714014,secondary_metabolism
RH120,19.4208602905273,233.952713012695,_1.1.2,2244.035998502,PSI
RH120,19.4208602905273,233.952713012695,_11,NA,lipid_metabolism
RH120,19.4208602905273,233.952713012695,_29,5951.768942389,protein
RH120,19.4208602905273,233.952713012695,_21,2139.681709192,NA
RH120,19.4208602905273,233.952713012695,_1.1.3,604.357210911,Cytochrome_b6f
RH120,19.4208602905273,233.952713012695,_8.1,378.878797168,NA
RH120,19.4208602905273,233.952713012695,_17,207.167171757,hormone_metabolism
RH120,19.4208602905273,233.952713012695,NA,5007.308061655,NA
RH120,19.4208602905273,233.952713012695,_1.3,8383.192197964,Calvin_cycle
RH120,19.4208602905273,233.952713012695,_1.3.1,7749.114589898,NA
RH120,19.4208602905273,233.952713012695,_30,600.787913808,signalling
RH120,19.4208602905273,233.952713012695,_1.1.1+1.1.2,10102.500869524,Photosystems
RH120,19.4208602905273,233.952713012695,_20.2,796.126797043,abiotic_stress
RH120,19.4208602905273,233.952713012695,_1.3.2,2373.629564127,NA
RH120,19.4208602905273,233.952713012695,_1.1,441.373444211,Light_reactions
RH120,19.4208602905273,233.952713012695,_21+26.9,2229.736897964,redox
RH120,19.4208602905273,233.952713012695,_9,786.908193439,mitochondrial_electron_transport/ATP_synthesis
RH120,19.4208602905273,233.952713012695,_27,819.473084945,RNA
RH120,19.4208602905273,233.952713012695,_26.9,90.055188772,NA
RH120,19.4208602905273,233.952713012695,_2,3902.576228225,NA
RH120,19.4208602905273,233.952713012695,_3,NA,NA
RH121,19.4208602905273,233.952713012695,_28,450.239207076,DNA
RH121,19.4208602905273,233.952713012695,_11,203.108292727,lipid_metabolism
RH121,19.4208602905273,233.952713012695,_20.2.1,1072.688970122,HSPs
RH121,19.4208602905273,233.952713012695,_17,221.794172117,hormone_metabolism
RH121,19.4208602905273,233.952713012695,_1.3,7531.660825135,Calvin_cycle
RH121,19.4208602905273,233.952713012695,_22,5.045222938,polyamine_metabolism
RH121,19.4208602905273,233.952713012695,_29.6,490.270655537,protein_folding
RH121,19.4208602905273,233.952713012695,_1.1,286.790560801,Light_reactions
RH121,19.4208602905273,233.952713012695,_1.3.1+1.3.2,12102.469234739,Rubisco
RH121,19.4208602905273,233.952713012695,_8.2,302.434312035,NA
RH121,19.4208602905273,233.952713012695,_29,3707.192307639,protein
RH121,19.4208602905273,233.952713012695,_27,792.646842095,RNA
RH121,19.4208602905273,233.952713012695,_4,961.005139272,glycolysis
RH121,19.4208602905273,233.952713012695,_26.9,157.895733376,NA
RH121,19.4208602905273,233.952713012695,_21+26.9,2417.712217547,redox
RH121,19.4208602905273,233.952713012695,_1.2,1270.68638479,Photorespiration
RH121,19.4208602905273,233.952713012695,_20.2,683.863468866,abiotic_stress
RH121,19.4208602905273,233.952713012695,_1.1.4,4226.227845777,ATP_synthase_chloroplastic
RH121,19.4208602905273,233.952713012695,_1.1.1,10624.356214146,PSII
RH121,19.4208602905273,233.952713012695,_30,350.03913619,signalling
RH121,19.4208602905273,233.952713012695,_3,5879.766274174,NA
RH121,19.4208602905273,233.952713012695,_1.3.2,4764.651623756,NA
RH121,19.4208602905273,233.952713012695,_1.1.2,2550.442267379,PSI
RH121,19.4208602905273,233.952713012695,_1.1.1+1.1.2,13174.798481525,Photosystems
RH121,19.4208602905273,233.952713012695,_16,577.619342999,secondary_metabolism
RH121,19.4208602905273,233.952713012695,_1.3.1,7337.817610983,NA
RH121,19.4208602905273,233.952713012695,_1.1.3,661.440047941,Cytochrome_b6f
RH121,19.4208602905273,233.952713012695,_8.1+8.2,633.408363644,TCA/_org_transformation
RH121,19.4208602905273,233.952713012695,_9,483.574898459,mitochondrial_electron_transport/ATP_synthesis
RH121,19.4208602905273,233.952713012695,_21,2259.816484171,NA
RH121,19.4208602905273,233.952713012695,_2,2969.020574069,NA
RH121,19.4208602905273,233.952713012695,_8.1,330.974051609,NA
RH121,19.4208602905273,233.952713012695,NA,4347.219414881,NA
RH122,19.4208602905273,233.952713012695,_1.3.1,3937.807429948,NA
RH122,19.4208602905273,233.952713012695,_3,6754.486354144,NA
RH122,19.4208602905273,233.952713012695,_21+26.9,2694.559303016,redox
RH122,19.4208602905273,233.952713012695,_2,NA,NA
RH122,19.4208602905273,233.952713012695,_1.1,309.975455201,Light_reactions
RH122,19.4208602905273,233.952713012695,_1.3.1+1.3.2,6568.212925115,Rubisco
RH122,19.4208602905273,233.952713012695,_30,539.140167778,signalling
RH122,19.4208602905273,233.952713012695,_1.1.1,13735.775704263,PSII
RH122,19.4208602905273,233.952713012695,_26.9,135.490901408,NA
RH122,19.4208602905273,233.952713012695,_27,1605.428317858,RNA
RH122,19.4208602905273,233.952713012695,_8.2,334.044364521,NA
RH122,19.4208602905273,233.952713012695,_9,602.982057285,mitochondrial_electron_transport/ATP_synthesis
RH122,19.4208602905273,233.952713012695,_20.2,566.792411805,abiotic_stress
RH122,19.4208602905273,233.952713012695,NA,3775.377215295,NA
RH122,19.4208602905273,233.952713012695,_28,673.302456673,DNA
RH122,19.4208602905273,233.952713012695,_4,1152.315822926,glycolysis
RH122,19.4208602905273,233.952713012695,_8.1+8.2,750.452148746,TCA/_org_transformation
RH122,19.4208602905273,233.952713012695,_11,333.414216076,lipid_metabolism
RH122,19.4208602905273,233.952713012695,_21,2559.068401608,NA
RH122,19.4208602905273,233.952713012695,_1.1.2,3095.73927823,PSI
RH122,19.4208602905273,233.952713012695,_1.3.2,2630.405495167,NA
RH122,19.4208602905273,233.952713012695,_1.1.4,4167.519201945,ATP_synthase_chloroplastic
RH122,19.4208602905273,233.952713012695,_1.3,6227.197451195,Calvin_cycle
RH122,19.4208602905273,233.952713012695,_8.1,416.407784225,NA
RH122,19.4208602905273,233.952713012695,_29.6,545.167527963,protein_folding
RH122,19.4208602905273,233.952713012695,_1.1.1+1.1.2,16831.514982493,Photosystems
RH122,19.4208602905273,233.952713012695,_1.1.3,786.590324761,Cytochrome_b6f
RH122,19.4208602905273,233.952713012695,_16,828.253512736,secondary_metabolism
RH122,19.4208602905273,233.952713012695,_20.2.1,1147.328348178,HSPs
RH122,19.4208602905273,233.952713012695,_17,319.254610531,hormone_metabolism
RH122,19.4208602905273,233.952713012695,_1.2,1042.661296062,Photorespiration
RH122,19.4208602905273,233.952713012695,_22,9.499833515,polyamine_metabolism
RH122,19.4208602905273,233.952713012695,_29,4437.392434013,protein
RH123,19.4208602905273,233.952713012695,_1.3.2,5425.546218857,NA
RH123,19.4208602905273,233.952713012695,_27,857.513458348,RNA
RH123,19.4208602905273,233.952713012695,NA,5227.32360251,NA
RH123,19.4208602905273,233.952713012695,_1.1.3,735.832000216,Cytochrome_b6f
RH123,19.4208602905273,233.952713012695,_29,6585.380078404,protein
RH123,19.4208602905273,233.952713012695,_1.1,530.423680616,Light_reactions
RH123,19.4208602905273,233.952713012695,_20.2,602.146368524,abiotic_stress
RH123,19.4208602905273,233.952713012695,_1.2,1357.696896191,Photorespiration
RH123,19.4208602905273,233.952713012695,_2,4394.448948172,NA
RH123,19.4208602905273,233.952713012695,_4,1601.311891348,glycolysis
RH123,19.4208602905273,233.952713012695,_1.1.1+1.1.2,7875.223647039,Photosystems
RH123,19.4208602905273,233.952713012695,_8.1,522.104288132,NA
RH123,19.4208602905273,233.952713012695,_1.3.1+1.3.2,11791.521267254,Rubisco
RH123,19.4208602905273,233.952713012695,_22,14.072432244,polyamine_metabolism
RH123,19.4208602905273,233.952713012695,_26.9,87.48582597,NA
RH123,19.4208602905273,233.952713012695,_11,NA,lipid_metabolism
RH123,19.4208602905273,233.952713012695,_21,2327.04364049,NA
RH123,19.4208602905273,233.952713012695,_1.1.4,4151.820068388,ATP_synthase_chloroplastic
RH123,19.4208602905273,233.952713012695,_1.3.1,6365.975048397,NA
RH123,19.4208602905273,233.952713012695,_29.6,800.94122103,protein_folding
RH123,19.4208602905273,233.952713012695,_16,1600.791046679,secondary_metabolism
RH123,19.4208602905273,233.952713012695,_1.1.2,1957.974963096,PSI
RH123,19.4208602905273,233.952713012695,_21+26.9,2414.52946646,redox
RH123,19.4208602905273,233.952713012695,_28,420.738689522,DNA
RH123,19.4208602905273,233.952713012695,_9,674.497328109,mitochondrial_electron_transport/ATP_synthesis
RH123,19.4208602905273,233.952713012695,_1.1.1,5917.248683943,PSII
RH123,19.4208602905273,233.952713012695,_20.2.1,1883.429935622,HSPs
RH123,19.4208602905273,233.952713012695,_1.3,6945.439015325,Calvin_cycle
RH123,19.4208602905273,233.952713012695,_8.2,548.392342065,NA
RH123,19.4208602905273,233.952713012695,_3,6157.826542279,NA
RH123,19.4208602905273,233.952713012695,_30,670.519286339,signalling
RH123,19.4208602905273,233.952713012695,_17,244.435878923,hormone_metabolism
RH123,19.4208602905273,233.952713012695,_8.1+8.2,1070.496630197,TCA/_org_transformation
RH124,19.4208602905273,233.952713012695,_1.1.1,11380.310316791,PSII
RH124,19.4208602905273,233.952713012695,_3,8187.502469603,NA
RH124,19.4208602905273,233.952713012695,_8.2,432.984639981,NA
RH124,19.4208602905273,233.952713012695,_8.1,512.652619268,NA
RH124,19.4208602905273,233.952713012695,_1.1,539.774782349,Light_reactions
RH124,19.4208602905273,233.952713012695,_1.3.1,5231.679570435,NA
RH124,19.4208602905273,233.952713012695,_1.2,1767.773107257,Photorespiration
RH124,19.4208602905273,233.952713012695,_8.1+8.2,945.637259249,TCA/_org_transformation
RH124,19.4208602905273,233.952713012695,_30,606.098970545,signalling
RH124,19.4208602905273,233.952713012695,_9,843.557208729,mitochondrial_electron_transport/ATP_synthesis
RH124,19.4208602905273,233.952713012695,_1.1.1+1.1.2,14377.259997647,Photosystems
RH124,19.4208602905273,233.952713012695,_17,235.235304602,hormone_metabolism
RH124,19.4208602905273,233.952713012695,_29.6,692.226310187,protein_folding
RH124,19.4208602905273,233.952713012695,_21,3498.859338523,NA
RH124,19.4208602905273,233.952713012695,_11,344.934352861,lipid_metabolism
RH124,19.4208602905273,233.952713012695,_1.1.2,2996.949680856,PSI
RH124,19.4208602905273,233.952713012695,_1.3,10058.007692712,Calvin_cycle
RH124,19.4208602905273,233.952713012695,_21+26.9,3625.62386793,redox
RH124,19.4208602905273,233.952713012695,_22,9.88177378,polyamine_metabolism
RH124,19.4208602905273,233.952713012695,_16,948.195531792,secondary_metabolism
RH124,19.4208602905273,233.952713012695,_20.2,779.493553263,abiotic_stress
RH124,19.4208602905273,233.952713012695,_27,1117.928805522,RNA
RH124,19.4208602905273,233.952713012695,_20.2.1,1684.498725554,HSPs
RH124,19.4208602905273,233.952713012695,_26.9,126.764529407,NA
RH124,19.4208602905273,233.952713012695,_1.3.2,4707.36881056,NA
RH124,19.4208602905273,233.952713012695,_2,4865.084680331,NA
RH124,19.4208602905273,233.952713012695,_29,5911.345520259,protein
RH124,19.4208602905273,233.952713012695,_4,1435.683520971,glycolysis
RH124,19.4208602905273,233.952713012695,_1.1.4,6269.402132915,ATP_synthase_chloroplastic
RH124,19.4208602905273,233.952713012695,_28,795.143438654,DNA
RH124,19.4208602905273,233.952713012695,_1.1.3,1095.163947814,Cytochrome_b6f
RH124,19.4208602905273,233.952713012695,_1.3.1+1.3.2,9939.048380995,Rubisco
RH124,19.4208602905273,233.952713012695,NA,5711.855779143,NA
RH125,19.4208602905273,233.952713012695,_1.1.3,743.173120317,Cytochrome_b6f
RH125,19.4208602905273,233.952713012695,_21,3084.09024407,NA
RH125,19.4208602905273,233.952713012695,_1.3.1+1.3.2,12776.330216034,Rubisco
RH125,19.4208602905273,233.952713012695,_1.1.1+1.1.2,18861.6657017,Photosystems
RH125,19.4208602905273,233.952713012695,_8.1,478.41306791,NA
RH125,19.4208602905273,233.952713012695,_27,2214.072298393,RNA
RH125,19.4208602905273,233.952713012695,_20.2.1,1450.399584292,HSPs
RH125,19.4208602905273,233.952713012695,_4,1780.223549536,glycolysis
RH125,19.4208602905273,233.952713012695,_26.9,171.041207824,NA
RH125,19.4208602905273,233.952713012695,_11,365.404643655,lipid_metabolism
RH125,19.4208602905273,233.952713012695,_16,968.413798431,secondary_metabolism
RH125,19.4208602905273,233.952713012695,_29,4408.488607645,protein
RH125,19.4208602905273,233.952713012695,_1.1,277.334741793,Light_reactions
RH125,19.4208602905273,233.952713012695,_1.2,1532.048157363,Photorespiration
RH125,19.4208602905273,233.952713012695,_17,342.432379809,hormone_metabolism
RH125,19.4208602905273,233.952713012695,_28,719.070941039,DNA
RH125,19.4208602905273,233.952713012695,_8.2,497.670794754,NA
RH125,19.4208602905273,233.952713012695,_8.1+8.2,976.083862664,TCA/_org_transformation
RH125,19.4208602905273,233.952713012695,_1.1.2,4192.37550617,PSI
RH125,19.4208602905273,233.952713012695,_1.3,11024.271760581,Calvin_cycle
RH125,19.4208602905273,233.952713012695,_21+26.9,3255.131451894,redox
RH125,19.4208602905273,233.952713012695,NA,4786.670637399,NA
RH125,19.4208602905273,233.952713012695,_29.6,780.167042216,protein_folding
RH125,19.4208602905273,233.952713012695,_9,793.211724638,mitochondrial_electron_transport/ATP_synthesis
RH125,19.4208602905273,233.952713012695,_1.1.4,6061.53143418,ATP_synthase_chloroplastic
RH125,19.4208602905273,233.952713012695,_22,7.012691799,polyamine_metabolism
RH125,19.4208602905273,233.952713012695,_1.3.1,8158.793058883,NA
RH125,19.4208602905273,233.952713012695,_1.1.1,14669.29019553,PSII
RH125,19.4208602905273,233.952713012695,_30,575.752467145,signalling
RH125,19.4208602905273,233.952713012695,_1.3.2,4617.537157151,NA
RH125,19.4208602905273,233.952713012695,_3,8336.471940128,NA
RH125,19.4208602905273,233.952713012695,_2,4513.053056434,NA
RH125,19.4208602905273,233.952713012695,_20.2,818.732922586,abiotic_stress
T013,5.15580463409424,1148.72729492188,_3,NA,NA
T013,5.15580463409424,1148.72729492188,_20.2,428.611272558,abiotic_stress
T013,5.15580463409424,1148.72729492188,_4,1189.443759985,glycolysis
T013,5.15580463409424,1148.72729492188,NA,4490.679178151,NA
T013,5.15580463409424,1148.72729492188,_1.3.1+1.3.2,5955.117809761,Rubisco
T013,5.15580463409424,1148.72729492188,_1.1.3,751.304366695,Cytochrome_b6f
T013,5.15580463409424,1148.72729492188,_1.1.2,1779.349371877,PSI
T013,5.15580463409424,1148.72729492188,_28,361.38061678,DNA
T013,5.15580463409424,1148.72729492188,_1.3.2,1494.63500614,NA
T013,5.15580463409424,1148.72729492188,_27,925.794584811,RNA
T013,5.15580463409424,1148.72729492188,_26.9,107.534240546,NA
T013,5.15580463409424,1148.72729492188,_1.1.4,5658.097912258,ATP_synthase_chloroplastic
T013,5.15580463409424,1148.72729492188,_1.1.1+1.1.2,6533.807086855,Photosystems
T013,5.15580463409424,1148.72729492188,_2,3400.652072927,NA
T013,5.15580463409424,1148.72729492188,_1.1.1,4754.457714978,PSII
T013,5.15580463409424,1148.72729492188,_16,1073.363674153,secondary_metabolism
T013,5.15580463409424,1148.72729492188,_8.1+8.2,996.492448955,TCA/_org_transformation
T013,5.15580463409424,1148.72729492188,_29,7162.196936056,protein
T013,5.15580463409424,1148.72729492188,_30,537.586967984,signalling
T013,5.15580463409424,1148.72729492188,_1.1,302.814463905,Light_reactions
T013,5.15580463409424,1148.72729492188,_9,846.453468339,mitochondrial_electron_transport/ATP_synthesis
T013,5.15580463409424,1148.72729492188,_20.2.1,2341.981924068,HSPs
T013,5.15580463409424,1148.72729492188,_22,5.625971209,polyamine_metabolism
T013,5.15580463409424,1148.72729492188,_29.6,1087.320636996,protein_folding
T013,5.15580463409424,1148.72729492188,_21+26.9,2312.904169694,redox
T013,5.15580463409424,1148.72729492188,_1.3,4869.339312105,Calvin_cycle
T013,5.15580463409424,1148.72729492188,_8.1,529.863556661,NA
T013,5.15580463409424,1148.72729492188,_21,2205.369929148,NA
T013,5.15580463409424,1148.72729492188,_17,571.401256128,hormone_metabolism
T013,5.15580463409424,1148.72729492188,_1.3.1,4460.482803621,NA
T013,5.15580463409424,1148.72729492188,_1.2,1013.629024622,Photorespiration
T013,5.15580463409424,1148.72729492188,_11,NA,lipid_metabolism
T013,5.15580463409424,1148.72729492188,_8.2,466.628892294,NA
T014,5.15580463409424,1148.72729492188,_8.1+8.2,654.202097751,TCA/_org_transformation
T014,5.15580463409424,1148.72729492188,_30,428.920265068,signalling
T014,5.15580463409424,1148.72729492188,_29,4549.96184564,protein
T014,5.15580463409424,1148.72729492188,_1.1.1+1.1.2,7968.366581043,Photosystems
T014,5.15580463409424,1148.72729492188,_21,1762.428286318,NA
T014,5.15580463409424,1148.72729492188,_1.3.1+1.3.2,4969.624586498,Rubisco
T014,5.15580463409424,1148.72729492188,_20.2.1,1420.82109109,HSPs
T014,5.15580463409424,1148.72729492188,_1.1.1,6058.251604598,PSII
T014,5.15580463409424,1148.72729492188,_1.1.3,712.835581002,Cytochrome_b6f
T014,5.15580463409424,1148.72729492188,_21+26.9,1844.367323035,redox
T014,5.15580463409424,1148.72729492188,_27,602.967922467,RNA
T014,5.15580463409424,1148.72729492188,_3,4252.376351511,NA
T014,5.15580463409424,1148.72729492188,_8.2,244.919836583,NA
T014,5.15580463409424,1148.72729492188,_17,302.494955327,hormone_metabolism
T014,5.15580463409424,1148.72729492188,_1.1,371.203612215,Light_reactions
T014,5.15580463409424,1148.72729492188,_11,229.158328257,lipid_metabolism
T014,5.15580463409424,1148.72729492188,_28,281.564810986,DNA
T014,5.15580463409424,1148.72729492188,_1.3.2,2341.31167925,NA
T014,5.15580463409424,1148.72729492188,_16,387.881928925,secondary_metabolism
T014,5.15580463409424,1148.72729492188,_22,2.762986272,polyamine_metabolism
T014,5.15580463409424,1148.72729492188,_1.3,4281.253005081,Calvin_cycle
T014,5.15580463409424,1148.72729492188,_2,NA,NA
T014,5.15580463409424,1148.72729492188,_1.2,720.891180362,Photorespiration
T014,5.15580463409424,1148.72729492188,NA,3108.491099119,NA
T014,5.15580463409424,1148.72729492188,_20.2,390.674789488,abiotic_stress
T014,5.15580463409424,1148.72729492188,_26.9,81.939036717,NA
T014,5.15580463409424,1148.72729492188,_8.1,409.282261168,NA
T014,5.15580463409424,1148.72729492188,_1.3.1,2628.312907248,NA
T014,5.15580463409424,1148.72729492188,_4,732.797908974,glycolysis
T014,5.15580463409424,1148.72729492188,_1.1.2,1910.114976445,PSI
T014,5.15580463409424,1148.72729492188,_9,721.972330632,mitochondrial_electron_transport/ATP_synthesis
T014,5.15580463409424,1148.72729492188,_1.1.4,4416.774879627,ATP_synthase_chloroplastic
T014,5.15580463409424,1148.72729492188,_29.6,562.27297905,protein_folding
T015,5.15580463409424,1148.72729492188,_21,2193.490936749,NA
T015,5.15580463409424,1148.72729492188,_1.3.1+1.3.2,8560.363811331,Rubisco
T015,5.15580463409424,1148.72729492188,_1.1.3,1148.658530049,Cytochrome_b6f
T015,5.15580463409424,1148.72729492188,_20.2,510.813563309,abiotic_stress
T015,5.15580463409424,1148.72729492188,_1.1,472.25626433,Light_reactions
T015,5.15580463409424,1148.72729492188,_1.1.1,7116.587537959,PSII
T015,5.15580463409424,1148.72729492188,_8.1,527.621094524,NA
T015,5.15580463409424,1148.72729492188,_1.3.2,3376.02430052,NA
T015,5.15580463409424,1148.72729492188,_16,540.360669971,secondary_metabolism
T015,5.15580463409424,1148.72729492188,_26.9,109.748266212,NA
T015,5.15580463409424,1148.72729492188,_8.2,328.705388576,NA
T015,5.15580463409424,1148.72729492188,_27,855.779061635,RNA
T015,5.15580463409424,1148.72729492188,NA,4075.550562513,NA
T015,5.15580463409424,1148.72729492188,_29.6,730.95505863,protein_folding
T015,5.15580463409424,1148.72729492188,_1.3,5393.193170755,Calvin_cycle
T015,5.15580463409424,1148.72729492188,_1.3.1,5184.339510811,NA
T015,5.15580463409424,1148.72729492188,_4,897.596816396,glycolysis
T015,5.15580463409424,1148.72729492188,_22,3.748594713,polyamine_metabolism
T015,5.15580463409424,1148.72729492188,_3,NA,NA
T015,5.15580463409424,1148.72729492188,_17,472.908674702,hormone_metabolism
T015,5.15580463409424,1148.72729492188,_21+26.9,2303.239202961,redox
T015,5.15580463409424,1148.72729492188,_1.1.4,5582.229276327,ATP_synthase_chloroplastic
T015,5.15580463409424,1148.72729492188,_8.1+8.2,856.3264831,TCA/_org_transformation
T015,5.15580463409424,1148.72729492188,_1.1.1+1.1.2,9407.475444883,Photosystems
T015,5.15580463409424,1148.72729492188,_30,417.620501847,signalling
T015,5.15580463409424,1148.72729492188,_20.2.1,1573.173654074,HSPs
T015,5.15580463409424,1148.72729492188,_29,5714.413253106,protein
T015,5.15580463409424,1148.72729492188,_2,NA,NA
T015,5.15580463409424,1148.72729492188,_9,833.762639554,mitochondrial_electron_transport/ATP_synthesis
T015,5.15580463409424,1148.72729492188,_28,287.060010927,DNA
T015,5.15580463409424,1148.72729492188,_1.2,1039.078592037,Photorespiration
T015,5.15580463409424,1148.72729492188,_11,354.198899314,lipid_metabolism
T015,5.15580463409424,1148.72729492188,_1.1.2,2290.887906924,PSI
T017,5.15580463409424,1148.72729492188,_28,397.919876366,DNA
T017,5.15580463409424,1148.72729492188,_1.3.2,8494.1129933,NA
T017,5.15580463409424,1148.72729492188,_17,655.587485292,hormone_metabolism
T017,5.15580463409424,1148.72729492188,_1.1.1,8505.092007641,PSII
T017,5.15580463409424,1148.72729492188,_8.1+8.2,1268.907837188,TCA/_org_transformation
T017,5.15580463409424,1148.72729492188,_20.2.1,3424.399053291,HSPs
T017,5.15580463409424,1148.72729492188,_1.3,9933.948103482,Calvin_cycle
T017,5.15580463409424,1148.72729492188,_1.1.3,865.922212327,Cytochrome_b6f
T017,5.15580463409424,1148.72729492188,_2,4391.623842327,NA
T017,5.15580463409424,1148.72729492188,_30,590.07835432,signalling
T017,5.15580463409424,1148.72729492188,_1.1.4,10148.272382458,ATP_synthase_chloroplastic
T017,5.15580463409424,1148.72729492188,_4,1735.078154231,glycolysis
T017,5.15580463409424,1148.72729492188,_1.3.1,12244.751118429,NA
T017,5.15580463409424,1148.72729492188,_22,5.800019887,polyamine_metabolism
T017,5.15580463409424,1148.72729492188,_27,1036.521907221,RNA
T017,5.15580463409424,1148.72729492188,_29.6,1794.028571912,protein_folding
T017,5.15580463409424,1148.72729492188,_1.1.2,2741.628646278,PSI
T017,5.15580463409424,1148.72729492188,NA,7598.319947542,NA
T017,5.15580463409424,1148.72729492188,_11,718.368494243,lipid_metabolism
T017,5.15580463409424,1148.72729492188,_16,1079.901250995,secondary_metabolism
T017,5.15580463409424,1148.72729492188,_8.2,612.190173979,NA
T017,5.15580463409424,1148.72729492188,_21+26.9,3214.080701665,redox
T017,5.15580463409424,1148.72729492188,_21,3122.12866744,NA
T017,5.15580463409424,1148.72729492188,_1.3.1+1.3.2,20738.864111729,Rubisco
T017,5.15580463409424,1148.72729492188,_1.2,1844.829657125,Photorespiration
T017,5.15580463409424,1148.72729492188,_29,9434.213935101,protein
T017,5.15580463409424,1148.72729492188,_8.1,656.717663209,NA
T017,5.15580463409424,1148.72729492188,_20.2,775.018334822,abiotic_stress
T017,5.15580463409424,1148.72729492188,_1.1.1+1.1.2,11246.720653919,Photosystems
T017,5.15580463409424,1148.72729492188,_9,1238.761390522,mitochondrial_electron_transport/ATP_synthesis
T017,5.15580463409424,1148.72729492188,_26.9,91.952034225,NA
T017,5.15580463409424,1148.72729492188,_1.1,463.026261214,Light_reactions
T017,5.15580463409424,1148.72729492188,_3,6927.811586847,NA
T018,5.15580463409424,1148.72729492188,_1.1.4,4455.38898077,ATP_synthase_chloroplastic
T018,5.15580463409424,1148.72729492188,_1.3.1,3398.554078521,NA
T018,5.15580463409424,1148.72729492188,_1.2,839.700080214,Photorespiration
T018,5.15580463409424,1148.72729492188,_4,845.534288894,glycolysis
T018,5.15580463409424,1148.72729492188,_11,245.579772113,lipid_metabolism
T018,5.15580463409424,1148.72729492188,_20.2.1,1457.138054066,HSPs
T018,5.15580463409424,1148.72729492188,_29.6,571.178164232,protein_folding
T018,5.15580463409424,1148.72729492188,_26.9,99.582260407,NA
T018,5.15580463409424,1148.72729492188,_30,313.415716923,signalling
T018,5.15580463409424,1148.72729492188,_1.1.2,1562.177175186,PSI
T018,5.15580463409424,1148.72729492188,_1.1.1,5771.328960746,PSII
T018,5.15580463409424,1148.72729492188,_1.1.3,659.643882759,Cytochrome_b6f
T018,5.15580463409424,1148.72729492188,_1.3.2,3013.16226561,NA
T018,5.15580463409424,1148.72729492188,_1.1.1+1.1.2,7333.506135932,Photosystems
T018,5.15580463409424,1148.72729492188,_20.2,326.038447776,abiotic_stress
T018,5.15580463409424,1148.72729492188,_21,1829.94862846,NA
T018,5.15580463409424,1148.72729492188,_1.3,4961.347421608,Calvin_cycle
T018,5.15580463409424,1148.72729492188,_8.1+8.2,727.683744703,TCA/_org_transformation
T018,5.15580463409424,1148.72729492188,NA,3719.449639725,NA
T018,5.15580463409424,1148.72729492188,_1.1,244.44674418,Light_reactions
T018,5.15580463409424,1148.72729492188,_28,249.503410583,DNA
T018,5.15580463409424,1148.72729492188,_21+26.9,1929.530888867,redox
T018,5.15580463409424,1148.72729492188,_27,570.768729383,RNA
T018,5.15580463409424,1148.72729492188,_8.1,448.840371053,NA
T018,5.15580463409424,1148.72729492188,_8.2,278.84337365,NA
T018,5.15580463409424,1148.72729492188,_1.3.1+1.3.2,6411.716344131,Rubisco
T018,5.15580463409424,1148.72729492188,_3,NA,NA
T018,5.15580463409424,1148.72729492188,_16,412.630433339,secondary_metabolism
T018,5.15580463409424,1148.72729492188,_17,398.714956406,hormone_metabolism
T018,5.15580463409424,1148.72729492188,_29,4551.072497737,protein
T018,5.15580463409424,1148.72729492188,_2,2672.396089636,NA
T018,5.15580463409424,1148.72729492188,_22,3.038369023,polyamine_metabolism
T018,5.15580463409424,1148.72729492188,_9,760.233099861,mitochondrial_electron_transport/ATP_synthesis
