"","BINCODE","NAME"
"839","_16.2.1.10_","secondary metabolism.phenylpropanoids.lignin biosynthesis.CAD"
"840","_29.4_","protein.postranslational modification"
"841","_29.5.11.5_","protein.degradation.ubiquitin.ubiquitin protease"
"842","_29.5.3_","protein.degradation.cysteine protease"
"843","_29.4_","protein.postranslational modification"
"844","_29.6_","protein.folding"
"845","_33.1_","development.storage proteins"
"846","_21.6_","redox.dismutases and catalases"
"847","_29.5.5_","protein.degradation.serine protease"
"848","_1.1.2.2_","PS.lightreaction.photosystem I.PSI polypeptide subunits"
"849","_28.99_","DNA.unspecified"
"850","_9.6_","mitochondrial electron transport / ATP synthesis.cytochrome c"
"851","_34.16_","transport.ABC transporters and multidrug resistance systems"
"852","_5.10_","fermentation.aldehyde dehydrogenase"
"853","_29.2.1.2.1.4_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S4"
"854","_35.2_","not assigned.unknown"
"855","_35.1.2_","not assigned.no ontology.agenet domain-containing protein"
"856","_35.2_","not assigned.unknown"
"857","_8.1.3_","TCA / org transformation.TCA.aconitase"
"858","_28.99_","DNA.unspecified"
"859","_35.1_","not assigned.no ontology"
"860","_35.2_","not assigned.unknown"
"861","_16.1.1.2_","secondary metabolism.isoprenoids.non-mevalonate pathway.DXR"
"862","_18.4.5_","Co-factor and vitamine metabolism.pantothenate.pantothenate kinase (PANK)"
"863","_7.1.2_","OPP.oxidative PP.6-phosphogluconolactonase"
"864","_29.4_, _29.4.1.52_","protein.postranslational modification, protein.postranslational modification.kinase.receptor like cytoplasmatic kinase II"
"865","_29.8_","protein.assembly and cofactor ligation"
"866","_16.2.1.6_","secondary metabolism.phenylpropanoids.lignin biosynthesis.CCoAOMT"
"867","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"868","_29.1_","protein.aa activation"
"869","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"870","_35.1_","not assigned.no ontology"
"871","_35.1_","not assigned.no ontology"
"872","_12.3.1_","N-metabolism.N-degradation.glutamate dehydrogenase"
"873","_23.3.3_","nucleotide metabolism.salvage.NUDIX hydrolases"
"874","_29.1.21_","protein.aa activation.histidine-tRNA ligase"
"875","_22.1.4_","polyamine metabolism.synthesis.agmatine deiminase"
"876","_16.5.1.1.1.3_","secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.methylthioalkylmalate isomerase large subunit (MAM-IL)"
"877","_30.5_","signalling.G-proteins"
"878","_29.2.3_","protein.synthesis.initiation"
"879","_1.3.4_","PS.calvin cycle.GAP"
"880","_3.4.3_","minor CHO metabolism.myo-inositol.InsP Synthases"
"881","_29.5.5_","protein.degradation.serine protease"
"882","_5.10_","fermentation.aldehyde dehydrogenase"
"883","_16.2.1.7_","secondary metabolism.phenylpropanoids.lignin biosynthesis.CCR1"
"884","_3.5_","minor CHO metabolism.others"
"885","_35.1_","not assigned.no ontology"
"886","_21.1_","redox.thioredoxin"
"887","_29.5.5_","protein.degradation.serine protease"
"888","_34.2_","transport.sugars"
"889","_10.1.3_","cell wall.precursor synthesis.AXS"
"890","_29.1.6_","protein.aa activation.lysine-tRNA ligase"
"891","_26.28_","misc.GDSL-motif lipase"
"892","_27.1_","RNA.processing"
"893","_29.3.3_","protein.targeting.chloroplast"
"894","_29.5_","protein.degradation"
"895","_29.3.3_","protein.targeting.chloroplast"
"896","_24.2_","Biodegradation of Xenobiotics.lactoylglutathione lyase"
"897","_29.1.20_","protein.aa activation.phenylalanine-tRNA ligase"
"898","_21.1.1_","redox.thioredoxin.PDIL"
"899","_35.2_","not assigned.unknown"
"900","_20.2.1_","stress.abiotic.heat"
"901","_4.2.8_","glycolysis.plastid branch.glyceraldehyde 3-phosphate dehydrogenase (GAP-DH)"
"902","_35.1_","not assigned.no ontology"
"903","_31.4_","cell.vesicle transport"
"904","_35.2_","not assigned.unknown"
"905","_35.1_","not assigned.no ontology"
"906","_13.1.1.2.1_","amino acid metabolism.synthesis.central amino acid metabolism.aspartate.aspartate aminotransferase"
"907","_35.2_","not assigned.unknown"
"908","_31.1.1.2_","cell.organisation.cytoskeleton.mikrotubuli"
"909","_26.11_","misc.alcohol dehydrogenases"
"910","_9.1.2_","mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear"
"911","_29.5_","protein.degradation"
"912","_29.5_","protein.degradation"
"913","_26.28_","misc.GDSL-motif lipase"
"914","_35.1_","not assigned.no ontology"
"915","_34.8_, _34.14_","transport.metabolite transporters at the envelope membrane, transport.unspecified cations"
"916","_27.3.26_","RNA.regulation of transcription.MYB-related transcription factor family"
"917","_34.1_","transport.p- and v-ATPases"
"918","_21.2.2_","redox.ascorbate and glutathione.glutathione"
"919","_27.1.2_","RNA.processing.RNA helicase"
"920","_34.9_, _34.21_, _34.99_","transport.metabolite transporters at the mitochondrial membrane, transport.calcium, transport.misc"
"921","_35.2_","not assigned.unknown"
"922","_1.1.2.1_","PS.lightreaction.photosystem I.LHC-I"
"923","_11.9.3.1_","lipid metabolism.lipid degradation.lysophospholipases.phospholipase D"
"924","_29.5.4_","protein.degradation.aspartate protease"
"925","_1.1.5.2_","PS.lightreaction.other electron carrier (ox/red).ferredoxin"
"926","_26.3.3_","misc.gluco-, galacto- and mannosidases.alpha-mannosidase"
"927","_16.8.2_","secondary metabolism.flavonoids.chalcones"
"928","_1.2.5_","PS.photorespiration.serine hydroxymethyltransferase"
"929","_16.8.3.3_","secondary metabolism.flavonoids.dihydroflavonols.flavonoid 3-monooxygenase"
"930","_19.11_","tetrapyrrole synthesis.magnesium protoporphyrin IX methyltransferase"
"931","_35.1_","not assigned.no ontology"
"932","_10.8.2_","cell wall.pectin*esterases.acetyl esterase"
"933","_1.2.4.1_, _25_","PS.photorespiration.glycine cleavage.P subunit, C1-metabolism"
"934","_27.4_","RNA.RNA binding"
"935","_35.2_","not assigned.unknown"
"936","_16.1.1.5_","secondary metabolism.isoprenoids.non-mevalonate pathway.MCS"
"937","_35.1.5_","not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein"
"938","_11.8.8_","lipid metabolism.exotics (steroids, squalene etc).squalene synthase"
"939","_29.5.7_","protein.degradation.metalloprotease"
"940","_1.1.2.2_","PS.lightreaction.photosystem I.PSI polypeptide subunits"
"941","_10.1.5_","cell wall.precursor synthesis.UXS"
"942","_29.1.21_","protein.aa activation.histidine-tRNA ligase"
"943","_31.4_","cell.vesicle transport"
"944","_20.2.2_","stress.abiotic.cold"
"945","_34.19.1_","transport.Major Intrinsic Proteins.PIP"
"946","_35.1_","not assigned.no ontology"
"947","_31.2_","cell.division"
"948","_6.1_","gluconeogenesis / glyoxylate cycle.citrate synthase"
"949","_29.7.4_","protein.glycosylation.UDP-glucose glycoprotein glucosyltransferase"
"950","_29.5.5_","protein.degradation.serine protease"
"951","_34.16_","transport.ABC transporters and multidrug resistance systems"
"952","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"953","_27.3.99_","RNA.regulation of transcription.unclassified"
"954","_29.2.3_","protein.synthesis.initiation"
"955","_4.2.2_","glycolysis.plastid branch.phosphoglucomutase (PGM)"
"956","_35.1_","not assigned.no ontology"
"957","_9.2.1.2_","mitochondrial electron transport / ATP synthesis.NADH-DH.type II.external"
"958","_8.1.4_, _8.2.4_","TCA / org transformation.TCA.IDH, TCA / org transformation.other organic acid transformatons.IDH"
"959","_35.2_","not assigned.unknown"
"960","_16.2.1.2_","secondary metabolism.phenylpropanoids.lignin biosynthesis.C4H"
"961","_29.2.4_","protein.synthesis.elongation"
"962","_4.1.8_","glycolysis.cytosolic branch.glyceraldehyde 3-phosphate dehydrogenase (GAP-DH)"
"963","_29.3.99_","protein.targeting.unknown"
"964","_26.10_","misc.cytochrome P450"
"965","_27.3.11_","RNA.regulation of transcription.C2H2 zinc finger family"
"966","_29.5_","protein.degradation"
"967","_29.2.1.2.2.81_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.P1"
"968","_33.99_","development.unspecified"
"969","_29.2.1.1.1.1.5_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S5"
"970","_19.10_","tetrapyrrole synthesis.magnesium chelatase"
"971","_13.1.1.1.1_","amino acid metabolism.synthesis.central amino acid metabolism.GABA.Glutamate decarboxylase"
"972","_11.1.8_","lipid metabolism.FA synthesis and FA elongation.acyl coa ligase"
"973","_10.5.5_","cell wall.cell wall proteins.RGP"
"974","_31.1_","cell.organisation"
"975","_23.4.99_","nucleotide metabolism.phosphotransfer and pyrophosphatases.misc"
"976","_35.2_","not assigned.unknown"
"977","_28.1_","DNA.synthesis/chromatin structure"
"978","_27.4_","RNA.RNA binding"
"979","_21.2.1.5_","redox.ascorbate and glutathione.ascorbate.L-Galactono-1,4-lactone dehydrogenase"
"980","_17.1.1_, _26.2_","hormone metabolism.abscisic acid.synthesis-degradation, misc.UDP glucosyl and glucoronyl transferases"
"981","_21.2_, _21.2.1_","redox.ascorbate and glutathione, redox.ascorbate and glutathione.ascorbate"
"982","_13.1.2.3.21_","amino acid metabolism.synthesis.glutamate family.arginine.ornithine carbamoyltransferase"
"983","_21.2.2_","redox.ascorbate and glutathione.glutathione"
"984","_30.5_","signalling.G-proteins"
"985","_8.1.9_","TCA / org transformation.TCA.malate DH"
"986","_27.4_","RNA.RNA binding"
"987","_35.2_","not assigned.unknown"
"988","_12.2.2_","N-metabolism.ammonia metabolism.glutamine synthetase"
"989","_26.1_","misc.misc2"
"990","_11.1.9_","lipid metabolism.FA synthesis and FA elongation.long chain fatty acid CoA ligase"
"991","_29.1.40_","protein.aa activation.bifunctional aminoacyl-tRNA synthetase"
"992","_29.3.1_","protein.targeting.nucleus"
"993","_11.5.3_","lipid metabolism.glyceral metabolism.FAD-dependent glycerol-3-phosphate dehydrogenase"
"994","_2.2.1.1_","major CHO metabolism.degradation.sucrose.fructokinase"
"995","_9.5_","mitochondrial electron transport / ATP synthesis.cytochrome c reductase"
"996","_27.4_","RNA.RNA binding"
"997","_35.1_","not assigned.no ontology"
"998","_21.1_","redox.thioredoxin"
"999","_3.5_, _16.8.2_","minor CHO metabolism.others, secondary metabolism.flavonoids.chalcones"
"1000","_35.2_","not assigned.unknown"
"1001","_35.2_","not assigned.unknown"
"1002","_28.2_, _31.1.1.3_","DNA.repair, cell.organisation.cytoskeleton.Myosin"
"1003","_29.4_","protein.postranslational modification"
"1004","_16.1.1.7_","secondary metabolism.isoprenoids.non-mevalonate pathway.HDR"
"1005","_20.2.1_","stress.abiotic.heat"
"1006","_29.2.1.1.1.2.22_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L22"
"1007","_16.1.4.21_","secondary metabolism.isoprenoids.carotenoids.violaxanthin de-epoxidase"
"1008","_1.1.2.2_","PS.lightreaction.photosystem I.PSI polypeptide subunits"
"1009","_29.6_","protein.folding"
"1010","_29.2.1.2.2.28_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L28"
"1011","_29.6_","protein.folding"
"1012","_26.30_","misc. other Ferredoxins and Rieske domain"
"1013","_29.1.1_","protein.aa activation.tyrosine-tRNA ligase"
"1014","_26.22_","misc.short chain dehydrogenase/reductase (SDR)"
"1015","_11.8.7_","lipid metabolism.exotics (steroids, squalene etc).trans-2-enoyl-CoA reductase (NADPH)"
"1016","_22.1.6_","polyamine metabolism.synthesis.spermidine synthase"
"1017","_29.2.1.2.2.7_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L7"
"1018","_1.1.40_","PS.lightreaction.cyclic electron flow-chlororespiration"
"1019","_29.2.1.1.3.2.1712_","protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L7/L12"
"1020","_7.1.3_","OPP.oxidative PP.6-phosphogluconate dehydrogenase"
"1021","_1.1.6_","PS.lightreaction.NADH DH"
"1022","_35.2_","not assigned.unknown"
"1023","_31.3.1_","cell.cycle.peptidylprolyl isomerase"
"1024","_35.2_","not assigned.unknown"
"1025","_29.3.99_","protein.targeting.unknown"
"1026","_26.10_","misc.cytochrome P450"
"1027","_11.9.3.1_","lipid metabolism.lipid degradation.lysophospholipases.phospholipase D"
"1028","_13.2.4.3_","amino acid metabolism.degradation.branched chain group.valine"
"1029","_1.1.1.2_","PS.lightreaction.photosystem II.PSII polypeptide subunits"
"1030","_27.1_","RNA.processing"
"1031","_29.5.11_, _29.5.11.5_","protein.degradation.ubiquitin, protein.degradation.ubiquitin.ubiquitin protease"
"1032","_31.4_","cell.vesicle transport"
"1033","_26.22_","misc.short chain dehydrogenase/reductase (SDR)"
"1034","_35.1_","not assigned.no ontology"
"1035","_35.1_","not assigned.no ontology"
"1036","_10.1.2_","cell wall.precursor synthesis.UGE"
"1037","_20.2.1_","stress.abiotic.heat"
"1038","_35.2_","not assigned.unknown"
"1039","_7.1.3_","OPP.oxidative PP.6-phosphogluconate dehydrogenase"
"1040","_29.2.1.2.1.8_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S8"
"1041","_8.2.10_","TCA / org transformation.other organic acid transformatons.malic"
"1042","_35.2_","not assigned.unknown"
"1043","_26.17_, _30.5_","misc.dynamin, signalling.G-proteins"
"1044","_13_","amino acid metabolism"
"1045","_21.2.2_","redox.ascorbate and glutathione.glutathione"
"1046","_35.2_","not assigned.unknown"
"1047","_29.2.1.1.1.2.5_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L5"
"1048","_20.2.99_","stress.abiotic.unspecified"
"1049","_8.1.1.2_","TCA / org transformation.TCA.pyruvate DH.E2"
"1050","_29.2.1.2.2.18_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L18"
"1051","_9.9_","mitochondrial electron transport / ATP synthesis.F1-ATPase"
"1052","_29.5_","protein.degradation"
"1053","_35.1.19_","not assigned.no ontology.C2 domain-containing protein"
"1054","_15_","metal handling"
"1055","_29.6_","protein.folding"
"1056","_29.3.4.2_","protein.targeting.secretory pathway.golgi"
"1057","_8.1.3_","TCA / org transformation.TCA.aconitase"
"1058","_35.1_","not assigned.no ontology"
"1059","_27.3.99_","RNA.regulation of transcription.unclassified"
"1060","_29.2.1.1.1.2.6_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L6"
"1061","_9.7_","mitochondrial electron transport / ATP synthesis.cytochrome c oxidase"
"1062","_1.1.2.2_","PS.lightreaction.photosystem I.PSI polypeptide subunits"
"1063","_29.2.4_","protein.synthesis.elongation"
"1064","_35.1_","not assigned.no ontology"
"1065","_35.2_","not assigned.unknown"
"1066","_35.1_","not assigned.no ontology"
"1067","_35.2_","not assigned.unknown"
"1068","_34.9_","transport.metabolite transporters at the mitochondrial membrane"
"1069","_35.2_","not assigned.unknown"
"1070","_35.2_","not assigned.unknown"
"1071","_11.3_","lipid metabolism.Phospholipid synthesis"
"1072","_35.1_","not assigned.no ontology"
"1073","_19.40_","tetrapyrrole synthesis.regulation"
"1074","_35.1.41_","not assigned.no ontology.hydroxyproline rich proteins"
"1075","_30.3_","signalling.calcium"
"1076","_27.3.67_, _27.3.99_","RNA.regulation of transcription.putative transcription regulator, RNA.regulation of transcription.unclassified"
"1077","_1.1.3.4_","PS.lightreaction.cytochrome b6/f.apocytochrome f (CYF)"
"1078","_9.9_","mitochondrial electron transport / ATP synthesis.F1-ATPase"
"1079","_15.2_","metal handling.binding, chelation and storage"
"1080","_34.16_","transport.ABC transporters and multidrug resistance systems"
"1081","_31.1_","cell.organisation"
"1082","_7.3_","OPP.electron transfer"
"1083","_29.4_","protein.postranslational modification"
"1084","_26.1_","misc.misc2"
"1085","_13.1.1.3.1_","amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine aminotransferase"
"1086","_10.1_, _26.2_","cell wall.precursor synthesis, misc.UDP glucosyl and glucoronyl transferases"
"1087","_27.4_","RNA.RNA binding"
"1088","_29.4_","protein.postranslational modification"
"1089","_7.1.3_","OPP.oxidative PP.6-phosphogluconate dehydrogenase"
"1090","_29.5.5_","protein.degradation.serine protease"
"1091","_29.3.4.99_","protein.targeting.secretory pathway.unspecified"
"1092","_34.20_","transport.porins"
"1093","_29.3.3_","protein.targeting.chloroplast"
"1094","_1.1.1.2_","PS.lightreaction.photosystem II.PSII polypeptide subunits"
"1095","_18_","Co-factor and vitamine metabolism"
"1096","_3.5_","minor CHO metabolism.others"
"1097","_29.5.5_","protein.degradation.serine protease"
"1098","_21.1_","redox.thioredoxin"
"1099","_23.2_","nucleotide metabolism.degradation"
"1100","_29.3.1_","protein.targeting.nucleus"
"1101","_23.4.1_","nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase"
"1102","_29.5_","protein.degradation"
"1103","_26.10_","misc.cytochrome P450"
"1104","_35.2_","not assigned.unknown"
"1105","_29.4_","protein.postranslational modification"
"1106","_34.1_","transport.p- and v-ATPases"
"1107","_33.2_","development.late embryogenesis abundant"
"1108","_29.6_","protein.folding"
"1109","_1.1.5.4_","PS.lightreaction.other electron carrier (ox/red).ferredoxin oxireductase"
"1110","_1.2.3_, _13.1.1.3.11_, _13.1.5.2.3_","PS.photorespiration.aminotransferases peroxisomal, amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine-glyoxylate aminotransferase, amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.serine glyoxylate aminotransferase"
"1111","_29.5.5_","protein.degradation.serine protease"
"1112","_16.1.2.7_","secondary metabolism.isoprenoids.mevalonate pathway.isopentenyl pyrophosphate:dimethyllallyl pyrophosphate isomerase"
"1113","_29.1.5_","protein.aa activation.isoleucine-tRNA ligase"
"1114","_16.1.4.2_","secondary metabolism.isoprenoids.carotenoids.phytoene dehydrogenase"
"1115","_35.2_","not assigned.unknown"
"1116","_9.1.1.5_","mitochondrial electron transport / ATP synthesis.NADH-DH.complex I.carbonic anhydrase"
"1117","_26.1_","misc.misc2"
"1118","_11.1.1.2.4_","lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation.heteromeric Complex.Biotin Carboxylase"
"1119","_13.1.1.2.1_","amino acid metabolism.synthesis.central amino acid metabolism.aspartate.aspartate aminotransferase"
"1120","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"1121","_29.3.2_","protein.targeting.mitochondria"
"1122","_34.20_","transport.porins"
"1123","_35.1_","not assigned.no ontology"
"1124","_35.1_","not assigned.no ontology"
"1125","_26.7_","misc.oxidases - copper, flavone etc"
"1126","_9.1.1_","mitochondrial electron transport / ATP synthesis.NADH-DH.complex I"
"1127","_23.1.2.31_","nucleotide metabolism.synthesis.purine.GMP synthetase"
"1128","_29.1.17_","protein.aa activation.glutamate-tRNA ligase"
"1129","_2.1.2.2_","major CHO metabolism.synthesis.starch.starch synthase"
"1130","_35.2_","not assigned.unknown"
"1131","_35.2_","not assigned.unknown"
"1132","_35.2_","not assigned.unknown"
"1133","_35.2_","not assigned.unknown"
"1134","_35.1_","not assigned.no ontology"
"1135","_1.1.1.2_","PS.lightreaction.photosystem II.PSII polypeptide subunits"
"1136","_13.1.5.1.1_","amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoglycerate dehydrogenase"
"1137","_4.1.5_","glycolysis.cytosolic branch.pyrophosphate-fructose-6-P phosphotransferase"
"1138","_11.9.3.2_, _11.9.4.5_","lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase, lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase"
"1139","_17.2.2_, _17.5.3_, _27.3.39_","hormone metabolism.auxin.signal transduction, hormone metabolism.ethylene.induced-regulated-responsive-activated, RNA.regulation of transcription.AtSR Transcription Factor family"
"1140","_30.11_","signalling.light"
"1141","_31.4_","cell.vesicle transport"
"1142","_26.7_","misc.oxidases - copper, flavone etc"
"1143","_29.1.18_","protein.aa activation.glutamine-tRNA ligase"
"1144","_9.7_","mitochondrial electron transport / ATP synthesis.cytochrome c oxidase"
"1145","_20.2.1_","stress.abiotic.heat"
"1146","_26.22_","misc.short chain dehydrogenase/reductase (SDR)"
"1147","_11.9.3_","lipid metabolism.lipid degradation.lysophospholipases"
"1148","_13.1.3.5.5_","amino acid metabolism.synthesis.aspartate family.lysine.diaminopimelate decarboxylase"
"1149","_27.3.67_, _27.3.82_","RNA.regulation of transcription.putative transcription regulator, RNA.regulation of transcription.plant TF (pbf2)"
"1150","_5.3_, _26.11_","fermentation.ADH, misc.alcohol dehydrogenases"
"1151","_18.2_","Co-factor and vitamine metabolism.thiamine"
"1152","_35.1_","not assigned.no ontology"
"1153","_27.1.1_","RNA.processing.splicing"
"1154","_30.5_","signalling.G-proteins"
"1155","_17.2.3_","hormone metabolism.auxin.induced-regulated-responsive-activated"
"1156","_35.2_","not assigned.unknown"
"1157","_29.6_","protein.folding"
"1158","_30.3_","signalling.calcium"
"1159","_20.2.1_","stress.abiotic.heat"
"1160","_8.1.1.1_","TCA / org transformation.TCA.pyruvate DH.E1"
"1161","_35.1_","not assigned.no ontology"
"1162","_29.1_","protein.aa activation"
"1163","_1.1.40_","PS.lightreaction.cyclic electron flow-chlororespiration"
"1164","_13.1.6.1.6_","amino acid metabolism.synthesis.aromatic aa.chorismate.5-enolpyruvylshikimate-3-phosphate synthase"
"1165","_26.3_","misc.gluco-, galacto- and mannosidases"
"1166","_13.1.5.1.3_","amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoserine phosphatase"
"1167","_16.2.1.1_","secondary metabolism.phenylpropanoids.lignin biosynthesis.PAL"
"1168","_27.3.99_","RNA.regulation of transcription.unclassified"
"1169","_13.2.4.4_","amino acid metabolism.degradation.branched chain group.leucine"
"1170","_16.2.1.10_","secondary metabolism.phenylpropanoids.lignin biosynthesis.CAD"
"1171","_30.5_","signalling.G-proteins"
"1172","_27.4_","RNA.RNA binding"
"1173","_3.5_","minor CHO metabolism.others"
"1174","_13.1.6.5.2_","amino acid metabolism.synthesis.aromatic aa.tryptophan.anthranilate phosphoribosyltransferase"
"1175","_13.1.4.1.2_","amino acid metabolism.synthesis.branched chain group.common.ketol-acid reductoisomerase"
"1176","_16.1.2.7_","secondary metabolism.isoprenoids.mevalonate pathway.isopentenyl pyrophosphate:dimethyllallyl pyrophosphate isomerase"
"1177","_29.5.9_","protein.degradation.AAA type"
"1178","_16.2.1.1_","secondary metabolism.phenylpropanoids.lignin biosynthesis.PAL"
"1179","_35.1.21_","not assigned.no ontology.epsin N-terminal homology (ENTH) domain-containing protein"
"1180","_26.1_","misc.misc2"
"1181","_11.10.3_","lipid metabolism.glycolipid synthesis.UDP-sulfoquinovose synthase"
"1182","_23.1.2.20_","nucleotide metabolism.synthesis.purine.adenylosuccinate synthase"
"1183","_29.5.3_","protein.degradation.cysteine protease"
"1184","_30.5_","signalling.G-proteins"
"1185","_33.99_","development.unspecified"
"1186","_4.1.3_","glycolysis.cytosolic branch.glucose-6-phosphate isomerase"
"1187","_28.1_","DNA.synthesis/chromatin structure"
"1188","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"1189","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"1190","_29.2.3_","protein.synthesis.initiation"
"1191","_13.1.4.4.1_","amino acid metabolism.synthesis.branched chain group.leucine specific.2-isopropylmalate synthase"
"1192","_23.3.1.3_","nucleotide metabolism.salvage.phosphoribosyltransferases.upp"
"1193","_35.2_","not assigned.unknown"
"1194","_1.1.6_","PS.lightreaction.NADH DH"
"1195","_27.2_, _31.1_","RNA.transcription, cell.organisation"
"1196","_26.2_","misc.UDP glucosyl and glucoronyl transferases"
"1197","_35.1_","not assigned.no ontology"
"1198","_35.1_","not assigned.no ontology"
"1199","_29.4_","protein.postranslational modification"
"1200","_35.2_","not assigned.unknown"
"1201","_9.1.2_","mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear"
"1202","_8.1.7_","TCA / org transformation.TCA.succinate dehydrogenase"
"1203","_1.1.2.1_","PS.lightreaction.photosystem I.LHC-I"
"1204","_35.2_","not assigned.unknown"
"1205","_17.7.1.2_","hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase"
"1206","_21.2.2_","redox.ascorbate and glutathione.glutathione"
"1207","_29.5.5_","protein.degradation.serine protease"
"1208","_29.3.1_","protein.targeting.nucleus"
"1209","_26.13_","misc.acid and other phosphatases"
"1210","_1.1.5.2_","PS.lightreaction.other electron carrier (ox/red).ferredoxin"
"1211","_34.16_","transport.ABC transporters and multidrug resistance systems"
"1212","_35.2_","not assigned.unknown"
"1213","_26.10_","misc.cytochrome P450"
"1214","_1.1.2.1_","PS.lightreaction.photosystem I.LHC-I"
"1215","_33.99_","development.unspecified"
"1216","_4.1.14_","glycolysis.cytosolic branch.pyruvate kinase (PK)"
"1217","_11.1.2_","lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Transacylase"
"1218","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"1219","_13.1.3.4_","amino acid metabolism.synthesis.aspartate family.methionine"
"1220","_16.2_","secondary metabolism.phenylpropanoids"
"1221","_8.3_","TCA / org transformation.carbonic anhydrases"
"1222","_16.2_","secondary metabolism.phenylpropanoids"
"1223","_31.1_","cell.organisation"
"1224","_35.2_","not assigned.unknown"
"1225","_35.2_","not assigned.unknown"
"1226","_21.4_","redox.glutaredoxins"
"1227","_35.2_","not assigned.unknown"
"1228","_11.1.9_","lipid metabolism.FA synthesis and FA elongation.long chain fatty acid CoA ligase"
"1229","_19.12_","tetrapyrrole synthesis.magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase"
"1230","_3.1.1.1_, _3.1.1.2_","minor CHO metabolism.raffinose family.galactinol synthases.known, minor CHO metabolism.raffinose family.galactinol synthases.putative"
"1231","_16.8.1.1_","secondary metabolism.flavonoids.anthocyanins.leucocyanidin dioxygenase"
"1232","_29.5.5_","protein.degradation.serine protease"
"1233","_18_","Co-factor and vitamine metabolism"
"1234","_30.2.17_","signalling.receptor kinases.DUF 26"
"1235","_27.4_","RNA.RNA binding"
"1236","_34.3_","transport.amino acids"
"1237","_13.1.7.1_","amino acid metabolism.synthesis.histidine.ATP phosphoribosyl transferase"
"1238","_34.16_","transport.ABC transporters and multidrug resistance systems"
"1239","_29.8_","protein.assembly and cofactor ligation"
"1240","_26.10_","misc.cytochrome P450"
"1241","_29.2.1.2.1.18_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S18"
"1242","_35.1_","not assigned.no ontology"
"1243","_13.1.4.1.1_","amino acid metabolism.synthesis.branched chain group.common.acetolactate synthase"
"1244","_35.1.41_","not assigned.no ontology.hydroxyproline rich proteins"
"1245","_23.4.10_","nucleotide metabolism.phosphotransfer and pyrophosphatases.nucleoside diphosphate kinase"
"1246","_20.2.1_","stress.abiotic.heat"
"1247","_29.7_","protein.glycosylation"
"1248","_26.9_","misc.glutathione S transferases"
"1249","_27.1.1_, _27.4_","RNA.processing.splicing, RNA.RNA binding"
"1250","_21.1_","redox.thioredoxin"
"1251","_35.1_","not assigned.no ontology"
"1252","_29.3.2_","protein.targeting.mitochondria"
"1253","_27.3.22_","RNA.regulation of transcription.HB,Homeobox transcription factor family"
"1254","_26.13_","misc.acid and other phosphatases"
"1255","_21.2.1_","redox.ascorbate and glutathione.ascorbate"
"1256","_19.7_","tetrapyrrole synthesis.uroporphyrinogen decarboxylase"
"1257","_4.2.3_","glycolysis.plastid branch.glucose-6-phosphate isomerase"
"1258","_2.1.1.3_","major CHO metabolism.synthesis.sucrose.FBPase"
"1259","_19.10_","tetrapyrrole synthesis.magnesium chelatase"
"1260","_35.2_","not assigned.unknown"
"1261","_20.2.1_","stress.abiotic.heat"
"1262","_3.1.2.2_","minor CHO metabolism.raffinose family.raffinose synthases.putative"
"1263","_17.2.3_","hormone metabolism.auxin.induced-regulated-responsive-activated"
"1264","_35.2_","not assigned.unknown"
