Protein,MW
Eucgr.F02962.1.p,38005.35524
Eucgr.F00353.1.p,53280.78444
Eucgr.F03282.1.p,52305.44054
Eucgr.F00246.1.p,17735.42044
Eucgr.F02626.1.p,35440.36494
Eucgr.F01217.3.p,46011.40904
Eucgr.F04472.1.p,45537.78694
Eucgr.F03319.1.p,19724.74164
Eucgr.F01777.1.p,66698.93284
Eucgr.F01955.2.p,26469.37544
Eucgr.F03253.1.p,43246.21464
Eucgr.F04402.1.p,54403.98024
Eucgr.F00368.1.p,28265.07054
Eucgr.F00938.1.p,100535.21304
Eucgr.F04398.1.p,27255.96344
Eucgr.F02253.1.p,29782.67544
Eucgr.F03673.1.p,80557.55654
Eucgr.F01620.1.p,89784.01014
Eucgr.F03083.1.p,24148.12464
Eucgr.F04061.1.p,64312.38604
Eucgr.F04488.1.p,82488.48414
Eucgr.F00208.1.p,82073.88754
Eucgr.A00474.2.p,22433.94594
Eucgr.F00372.1.p,58767.23674
Eucgr.F01823.2.p,67443.39694
Eucgr.F04030.1.p,68697.53374
Eucgr.F03557.1.p,55498.60344
Eucgr.F01067.3.p,22099.49854
Eucgr.F02788.1.p,10818.61594
Eucgr.H00986.1.p,9726.43104
Eucgr.F03005.1.p,102451.33264
Eucgr.H00955.2.p,31795.24514
Eucgr.F03054.1.p,25102.39034
Eucgr.F03965.2.p,43462.62754
Eucgr.F00129.1.p,44065.99584
Eucgr.F04110.2.p,43614.97884
Eucgr.F02905.2.p,50315.82724
Eucgr.F03935.1.p,274762.81454
Eucgr.F01672.1.p,17953.23734
Eucgr.F02884.1.p,21068.17124
Eucgr.F04428.1.p,50711.86244
Eucgr.F02035.1.p,22977.10134
Eucgr.B00043.1.p,88220.18214
Eucgr.F04009.1.p,7722.91844
Eucgr.F02754.1.p,20610.94794
Eucgr.F02123.2.p,52975.24104
Eucgr.F03139.1.p,37798.79184
Eucgr.F00243.1.p,27359.98414
Eucgr.F02479.1.p,27296.21414
Eucgr.F00722.2.p,32902.57904
Eucgr.F02848.1.p,113771.84914
Eucgr.F03186.6.p,14259.16854
Eucgr.F03816.1.p,25898.60864
Eucgr.F04208.1.p,44559.01114
Eucgr.F02537.1.p,14290.32364
Eucgr.F02894.1.p,38813.74644
Eucgr.F01118.1.p,33388.27084
Eucgr.F03661.4.p,38433.93144
Eucgr.F03173.2.p,32781.15894
Eucgr.F02901.1.p,46690.50394
Eucgr.F03856.1.p,68927.39084
Eucgr.F03639.1.p,76240.74244
Eucgr.F01586.1.p,29865.57724
Eucgr.F03531.1.p,86956.52084
Eucgr.F03261.1.p,17192.84874
Eucgr.F00118.3.p,32943.87264
Eucgr.F03307.1.p,56973.97254
Eucgr.F00969.2.p,31502.87634
Eucgr.F02773.1.p,55817.50124
Eucgr.F04169.1.p,35677.04554
Eucgr.F02483.1.p,59129.11034
Eucgr.F04417.1.p,21656.22344
Eucgr.F02656.2.p,38881.67914
Eucgr.F02733.1.p,26561.91974
Eucgr.F01066.1.p,97583.13164
Eucgr.F03445.1.p,37294.62594
Eucgr.F02872.1.p,39255.36194
Eucgr.F04466.1.p,45015.24514
Eucgr.F01219.1.p,47930.64484
Eucgr.F02457.3.p,25565.30264
Eucgr.H00913.2.p,74303.62254
Eucgr.F00206.1.p,80379.19344
Eucgr.F03933.1.p,43549.00304
Eucgr.F04458.3.p,34740.06634
Eucgr.F02978.1.p,12296.10364
Eucgr.F01715.2.p,30015.70604
Eucgr.F02711.1.p,37245.67394
Eucgr.F02260.3.p,19672.79144
Eucgr.F03746.2.p,30790.71604
Eucgr.F03719.1.p,24610.18814
Eucgr.F02353.1.p,31765.69544
Eucgr.F01561.2.p,62667.65244
Eucgr.F01221.4.p,47477.25114
Eucgr.F01889.1.p,25264.25104
Eucgr.F02718.1.p,27255.88084
Eucgr.F00173.1.p,57948.46354
Eucgr.F01375.3.p,21590.46074
Eucgr.F02918.1.p,49704.79564
Eucgr.B00034.1.p,29363.00074
Eucgr.F02729.1.p,28173.44094
Eucgr.F03707.1.p,33775.71824
Eucgr.F02130.1.p,28342.12474
Eucgr.F02955.1.p,41472.02984
Eucgr.F03755.1.p,10410.94084
Eucgr.F03101.1.p,16833.76464
Eucgr.F01098.1.p,43152.00544
Eucgr.F04149.1.p,26489.55854
Eucgr.F00458.1.p,37019.45984
Eucgr.B00038.1.p,21243.86244
Eucgr.F03251.1.p,36054.83174
Eucgr.F01776.1.p,57186.60294
Eucgr.F02349.1.p,47602.51254
Eucgr.F02429.1.p,31712.23214
Eucgr.F01231.1.p,85030.06964
Eucgr.F02696.2.p,44480.98664
Eucgr.F02151.3.p,50410.64764
Eucgr.F00328.4.p,29895.96454
Eucgr.F00228.1.p,29317.38754
Eucgr.F01612.1.p,39971.02474
Eucgr.F01822.1.p,29163.96094
Eucgr.F02507.1.p,56625.23864
Eucgr.F01428.1.p,25452.67514
Eucgr.F03416.2.p,19789.01274
Eucgr.F03585.1.p,79541.19654
Eucgr.F03039.1.p,17805.52624
Eucgr.F03333.1.p,64776.15194
Eucgr.F03862.1.p,88073.91714
Eucgr.F03862.2.p,76830.55464
Eucgr.F02264.1.p,9440.89184
Eucgr.F03840.1.p,111595.51804
Eucgr.F04480.1.p,230938.39684
Eucgr.F00742.1.p,63855.25554
Eucgr.F04463.1.p,42234.98554
Eucgr.F00306.2.p,39288.79624
Eucgr.F01663.1.p,50076.38314
Eucgr.F01151.1.p,37569.11494
Eucgr.F02985.1.p,32151.15754
Eucgr.F04344.1.p,48225.90954
Eucgr.F04344.2.p,42864.62184
Eucgr.F01657.1.p,10590.51374
Eucgr.F02551.1.p,26804.35694
Eucgr.F01178.1.p,29210.32234
Eucgr.F00370.2.p,37091.87044
Eucgr.F04198.1.p,38453.53324
Eucgr.F02835.1.p,41279.30434
Eucgr.F02992.1.p,31437.34054
Eucgr.F03537.1.p,57355.16284
Eucgr.F03180.1.p,45682.33094
Eucgr.F02797.2.p,61509.62524
Eucgr.F04345.1.p,49380.20564
Eucgr.F01666.1.p,18237.89184
Eucgr.F00601.3.p,12051.48174
Eucgr.F04474.1.p,56931.40344
Eucgr.F04120.1.p,35406.55634
Eucgr.F00011.1.p,36687.94984
Eucgr.F03073.1.p,163207.20294
Eucgr.F00366.2.p,58456.68604
Eucgr.F01793.1.p,48243.07784
Eucgr.F01604.3.p,12956.98054
Eucgr.F02475.1.p,25338.26524
Eucgr.F03852.1.p,24633.65994
Eucgr.F02830.1.p,36021.86484
Eucgr.F01637.2.p,53848.77384
Eucgr.F01167.2.p,21191.46894
Eucgr.F01883.1.p,29637.73294
Eucgr.F04448.1.p,17297.88834
Eucgr.F03099.1.p,22405.64054
Eucgr.F01770.1.p,96544.77284
Eucgr.F02379.1.p,112451.55044
Eucgr.F01206.1.p,76453.16334
Eucgr.F03614.1.p,43039.62854
Eucgr.H00916.2.p,74824.90574
Eucgr.F03196.1.p,31572.63214
Eucgr.F04015.1.p,106484.11994
Eucgr.F01854.1.p,12815.79314
Eucgr.F04425.1.p,121177.26844
Eucgr.F03433.1.p,52485.14344
Eucgr.F02744.1.p,37231.79604
Eucgr.F02744.2.p,37769.51934
Eucgr.F00034.1.p,42073.98184
Eucgr.F03718.2.p,51930.11384
Eucgr.F03916.1.p,40824.44544
Eucgr.F03085.1.p,54644.93934
Eucgr.F02818.3.p,34317.16134
Eucgr.F01243.1.p,15565.86924
Eucgr.F01222.2.p,46916.44124
Eucgr.F01476.1.p,50160.85934
Eucgr.F01185.1.p,51762.57304
Eucgr.F02960.1.p,15810.95174
Eucgr.F03796.1.p,46384.03894
Eucgr.F03722.1.p,55752.63634
Eucgr.F03036.1.p,34259.75674
Eucgr.F02017.1.p,38264.77084
Eucgr.F01001.1.p,13991.14224
Eucgr.F00470.1.p,49649.91454
Eucgr.F03551.2.p,37684.75134
Eucgr.F01713.3.p,96865.83904
Eucgr.F00184.2.p,51798.07954
Eucgr.F02900.1.p,55893.07694
Eucgr.F01462.2.p,93985.22124
Eucgr.F03012.1.p,80768.90674
Eucgr.F00484.1.p,252531.57824
Eucgr.F03543.1.p,60713.69614
Eucgr.F04099.1.p,30331.86844
Eucgr.F02923.1.p,61172.11484
Eucgr.F03161.3.p,59847.35384
Eucgr.F01600.1.p,44481.19104
Eucgr.F01880.1.p,41025.14814
Eucgr.F03510.1.p,44061.05424
Eucgr.F01775.1.p,57056.49944
Eucgr.F02850.1.p,56881.08424
Eucgr.F02001.1.p,209158.86454
Eucgr.F02482.1.p,29451.03724
Eucgr.F03462.1.p,44136.34654
Eucgr.F01905.1.p,23398.61314
Eucgr.F02310.1.p,51945.75804
Eucgr.F01180.1.p,41164.23814
Eucgr.F02557.1.p,36443.48524
Eucgr.F02506.1.p,54805.38064
Eucgr.F01406.2.p,25764.94724
Eucgr.F04028.1.p,49801.21644
Eucgr.F01089.1.p,50621.48034
Eucgr.F02759.1.p,23554.96874
Eucgr.F03988.1.p,33404.37014
Eucgr.L01778.1.p,19305.22974
Eucgr.L00852.1.p,76723.03684
Eucgr.L01893.1.p,46814.80744
Eucgr.L02707.1.p,81537.93744
Eucgr.B02479.2.p,44248.63644
Eucgr.B03154.1.p,44852.18494
Eucgr.B03694.1.p,35715.16894
Eucgr.B01088.1.p,23238.75674
Eucgr.B02312.1.p,69209.53594
Eucgr.B02294.2.p,18031.96224
Eucgr.B01965.2.p,19953.98504
Eucgr.B00132.2.p,51813.97114
Eucgr.B03590.1.p,75318.28674
Eucgr.B00459.1.p,38882.77344
Eucgr.B00336.1.p,35094.38754
Eucgr.B03800.2.p,130637.67634
Eucgr.B02212.1.p,12427.26084
Eucgr.B02212.5.p,12351.22434
Eucgr.B03717.2.p,38185.75694
Eucgr.B03079.1.p,44818.53504
Eucgr.B03074.1.p,29143.24894
Eucgr.B00317.1.p,56956.42584
Eucgr.B00425.1.p,20096.37684
Eucgr.L00266.1.p,113086.28774
Eucgr.B01156.4.p,25702.83364
Eucgr.B00421.1.p,26421.95004
Eucgr.B03593.2.p,64392.84114
Eucgr.B00101.1.p,23545.83684
Eucgr.B03019.1.p,42058.59074
Eucgr.B00704.1.p,48856.17404
Eucgr.B03494.1.p,28386.45484
Eucgr.B03307.3.p,46684.86554
Eucgr.B03289.1.p,16277.22924
Eucgr.B00593.1.p,25815.31104
Eucgr.B02012.1.p,66702.58204
Eucgr.B00303.2.p,18265.03014
Eucgr.B02473.1.p,49466.27224
Eucgr.B03577.1.p,51320.01264
Eucgr.B03239.1.p,59162.21554
Eucgr.B03043.1.p,33749.86384
Eucgr.B03442.1.p,13708.19184
Eucgr.B02495.1.p,82242.46844
Eucgr.B03891.1.p,37266.16554
Eucgr.B03013.1.p,20014.07914
Eucgr.B01253.1.p,27866.12184
Eucgr.B02620.1.p,8614.16684
Eucgr.B00357.1.p,58192.58984
Eucgr.B01090.1.p,57007.22184
Eucgr.B03943.1.p,73945.72264
Eucgr.B00872.1.p,25877.77804
Eucgr.B02352.1.p,45227.47844
Eucgr.B01600.2.p,14616.70324
Eucgr.B02489.1.p,26618.35294
Eucgr.B02080.2.p,58435.91554
Eucgr.B03008.1.p,17011.51304
Eucgr.B03653.2.p,58804.52694
Eucgr.B03902.1.p,43359.87554
Eucgr.B01008.8.p,13824.06854
Eucgr.B02608.2.p,44066.32364
Eucgr.B01087.1.p,37376.23994
Eucgr.B02278.2.p,95637.69804
Eucgr.B00177.1.p,40219.27284
Eucgr.B02584.1.p,25590.83394
Eucgr.B01997.1.p,53519.49574
Eucgr.B02273.5.p,71981.66104
Eucgr.B02001.1.p,61439.60074
Eucgr.B00436.2.p,62014.12964
Eucgr.B03771.1.p,27335.40644
Eucgr.B03272.1.p,42670.36154
Eucgr.B02323.1.p,89720.09874
Eucgr.B02878.1.p,59622.94844
Eucgr.B02226.1.p,121198.39534
Eucgr.B00195.1.p,47776.82154
Eucgr.B02251.1.p,33198.22874
Eucgr.B01108.2.p,57458.54294
Eucgr.B02285.1.p,50379.69704
Eucgr.B00426.1.p,15971.32764
Eucgr.B01380.1.p,28354.27364
Eucgr.B01361.1.p,156512.63914
Eucgr.B02106.1.p,37529.63294
Eucgr.B01163.2.p,47930.33534
Eucgr.B00129.1.p,95283.00684
Eucgr.B03987.1.p,38222.72444
Eucgr.B03603.1.p,31922.28494
Eucgr.B02855.1.p,36139.99174
Eucgr.B02610.1.p,67872.06694
Eucgr.B00501.1.p,40375.15894
Eucgr.B01112.1.p,20823.66844
Eucgr.B02940.3.p,57360.45454
Eucgr.B02929.1.p,67142.58124
Eucgr.B00589.1.p,35712.16524
Eucgr.B02162.1.p,14980.01824
Eucgr.B00856.1.p,36121.93484
Eucgr.B02236.4.p,24963.70464
Eucgr.B01311.1.p,14199.08694
Eucgr.B00386.1.p,23958.56514
Eucgr.B02112.1.p,30908.61844
Eucgr.B03754.1.p,10635.40674
Eucgr.B03411.2.p,10750.48844
Eucgr.B01450.1.p,38169.74674
Eucgr.B00672.1.p,24647.95954
Eucgr.B03031.1.p,65678.33524
Eucgr.B03792.2.p,31576.57524
Eucgr.B02576.1.p,66812.05614
Eucgr.B03195.1.p,47208.72604
Eucgr.B01439.1.p,33578.28594
Eucgr.B02864.1.p,43017.99424
Eucgr.B02222.1.p,39776.91274
Eucgr.B02587.1.p,48667.36604
Eucgr.B00851.1.p,28729.99024
Eucgr.B02289.1.p,9614.08704
Eucgr.B04032.1.p,46349.99854
Eucgr.B02568.1.p,36911.43964
Eucgr.B00417.1.p,31636.92264
Eucgr.B01155.1.p,26698.63294
Eucgr.B00415.1.p,28197.33624
Eucgr.B03720.1.p,44165.86284
Eucgr.B01262.2.p,14622.62204
Eucgr.B00582.1.p,55993.69184
Eucgr.B03357.1.p,83708.39884
Eucgr.B01475.2.p,38376.61224
Eucgr.B01266.3.p,30029.93274
Eucgr.B01695.4.p,25519.48444
Eucgr.B03924.1.p,60704.80914
Eucgr.B03349.2.p,59027.14584
Eucgr.B02376.1.p,18061.39344
Eucgr.B03320.1.p,42018.32394
Eucgr.B02310.1.p,47862.52604
Eucgr.B01448.1.p,50360.92604
Eucgr.B01498.1.p,34973.10414
Eucgr.B03168.1.p,73205.11564
Eucgr.B00852.2.p,56879.15444
Eucgr.B02309.1.p,61062.55914
Eucgr.B00172.1.p,21256.82214
Eucgr.B01499.1.p,34831.93114
Eucgr.B01018.2.p,22087.87704
Eucgr.B03560.1.p,30171.21324
Eucgr.B02642.1.p,36062.52054
Eucgr.B00532.5.p,27165.69974
Eucgr.B00602.1.p,45002.80904
Eucgr.B03004.1.p,90671.59004
Eucgr.B03530.3.p,37492.64634
Eucgr.B02444.1.p,24379.23544
Eucgr.B03010.1.p,18362.41084
Eucgr.B01453.3.p,50123.96094
Eucgr.B03379.1.p,43382.70484
Eucgr.B00604.1.p,19161.25734
Eucgr.B03313.2.p,42931.03334
Eucgr.B02304.1.p,34844.80534
Eucgr.B00427.4.p,31426.81684
Eucgr.B01007.1.p,30160.97914
Eucgr.B02456.2.p,27271.91454
Eucgr.B03570.1.p,69647.92234
Eucgr.B00991.1.p,146545.35704
Eucgr.B03507.2.p,12220.76954
Eucgr.B00637.1.p,58063.31654
Eucgr.B03241.1.p,79863.60774
Eucgr.B00512.1.p,54182.47714
Eucgr.B03711.1.p,47793.58184
Eucgr.B03060.1.p,106889.60574
Eucgr.B03460.3.p,34107.31314
Eucgr.B03930.2.p,22340.40504
Eucgr.B00659.1.p,43587.45564
Eucgr.B01407.2.p,45657.73874
Eucgr.B01418.1.p,47140.10444
Eucgr.B01425.1.p,29060.48884
Eucgr.B03691.1.p,78057.07234
Eucgr.B01579.1.p,35904.40814
Eucgr.B01579.4.p,35815.18034
Eucgr.B00859.5.p,58632.88034
Eucgr.B02306.1.p,56715.25994
Eucgr.B00131.1.p,26492.68614
Eucgr.B02592.1.p,48916.89454
Eucgr.B02588.1.p,8834.22074
Eucgr.B01001.1.p,24236.59684
Eucgr.B00605.3.p,38446.80624
Eucgr.B01017.1.p,23687.52384
Eucgr.B00242.1.p,90183.71624
Eucgr.B03285.1.p,49317.05844
Eucgr.B03914.1.p,50103.26954
Eucgr.B03534.1.p,76675.10484
Eucgr.B03573.1.p,18688.67044
Eucgr.B00553.1.p,17524.69964
Eucgr.B03696.1.p,41515.92254
Eucgr.B01896.3.p,19202.35164
Eucgr.B00299.1.p,45599.28914
Eucgr.B02546.1.p,16894.32304
Eucgr.B01969.1.p,38356.27864
Eucgr.B01122.4.p,38068.79234
Eucgr.B01429.2.p,49635.25454
Eucgr.B00995.2.p,35064.71744
Eucgr.L00271.3.p,79393.32304
Eucgr.B01908.1.p,20971.70904
Eucgr.B00144.1.p,36683.10624
Eucgr.B03759.1.p,52067.23924
Eucgr.B00511.2.p,43459.99934
Eucgr.B02646.1.p,42839.16064
Eucgr.B03067.1.p,119528.90214
Eucgr.B02380.3.p,41762.42874
Eucgr.B02389.3.p,26393.27574
Eucgr.B03576.1.p,24433.53784
Eucgr.B04013.1.p,110883.65224
Eucgr.B02879.1.p,32530.29364
Eucgr.B00335.1.p,19283.10614
Eucgr.B03747.1.p,14353.50704
Eucgr.B01462.1.p,50298.16074
Eucgr.B02893.1.p,80034.75474
Eucgr.B01030.1.p,27879.02364
Eucgr.B02591.1.p,31447.27714
Eucgr.B01217.1.p,37319.54874
Eucgr.B01994.1.p,46066.72694
Eucgr.B03437.1.p,40745.76814
Eucgr.B02942.2.p,63456.71994
Eucgr.B03110.1.p,90603.23944
Eucgr.B02697.2.p,205627.72244
Eucgr.B02532.1.p,69316.15834
Eucgr.B02936.2.p,64484.51624
Eucgr.B03604.2.p,49559.08364
Eucgr.B03367.1.p,65462.62644
Eucgr.B00316.1.p,51792.73504
Eucgr.B02600.1.p,71426.07694
Eucgr.B01424.1.p,36485.16564
Eucgr.B00638.1.p,28559.36634
Eucgr.B02223.3.p,21560.59824
Eucgr.B03845.1.p,82215.87934
Eucgr.B01990.4.p,71378.69684
Eucgr.B00630.1.p,32807.81264
Eucgr.B01003.1.p,38613.25474
Eucgr.B01003.3.p,38205.81544
Eucgr.B00523.1.p,32461.51354
Eucgr.B04030.3.p,55095.13434
Eucgr.B02628.1.p,12422.43664
Eucgr.B02180.2.p,54366.93244
Eucgr.B03677.1.p,95876.64204
Eucgr.B01760.1.p,15309.99114
Eucgr.B01189.1.p,14721.43304
Eucgr.B00732.1.p,21987.49264
Eucgr.B01915.1.p,27450.74804
Eucgr.B02909.1.p,10366.01014
Eucgr.B03621.1.p,67407.94484
Eucgr.B01996.1.p,46078.63094
Eucgr.B01628.1.p,46516.93844
Eucgr.B03657.1.p,53593.95204
Eucgr.B02183.2.p,19294.21724
Eucgr.B00420.1.p,27214.91574
Eucgr.B02499.1.p,30329.30404
Eucgr.B03850.2.p,24500.10514
Eucgr.B03574.2.p,24519.66004
Eucgr.B02637.1.p,35722.35794
Eucgr.B03178.1.p,23238.29294
Eucgr.B02252.1.p,21752.00064
Eucgr.B03166.3.p,108336.31604
Eucgr.B00660.1.p,75002.65834
Eucgr.B03234.1.p,35319.35654
Eucgr.B01152.1.p,32014.75704
Eucgr.B01123.1.p,26025.52274
Eucgr.B02118.2.p,42608.47564
Eucgr.B02431.1.p,116762.13014
Eucgr.B02267.1.p,50573.03154
Eucgr.B03309.1.p,17701.63204
Eucgr.L03176.1.p,20097.32414
Eucgr.L01804.1.p,37295.73304
Eucgr.L02144.1.p,16231.09584
Eucgr.I01715.1.p,82292.37894
Eucgr.I01133.2.p,16425.39534
Eucgr.I02364.2.p,24756.28034
Eucgr.I01609.1.p,32304.75974
Eucgr.I01913.1.p,17367.33134
Eucgr.I02023.5.p,44506.92074
Eucgr.I02271.1.p,29656.26154
Eucgr.I00440.3.p,26939.14504
Eucgr.I00377.1.p,69676.99574
Eucgr.I00844.1.p,39998.73464
Eucgr.I01128.1.p,26320.78704
Eucgr.I00649.1.p,11003.55864
Eucgr.I01495.1.p,33684.03434
Eucgr.I02606.1.p,57744.19914
Eucgr.I01709.1.p,82144.04064
Eucgr.I00711.1.p,29704.72564
Eucgr.I01092.2.p,99290.74394
Eucgr.I01760.1.p,11176.90874
Eucgr.I00009.2.p,46552.64624
Eucgr.I01027.1.p,79485.89754
Eucgr.I02677.1.p,27613.59324
Eucgr.I01814.1.p,31870.64984
Eucgr.I01333.1.p,34660.82474
Eucgr.I01598.1.p,29459.32514
Eucgr.I00664.2.p,45178.03914
Eucgr.I02457.1.p,16908.70094
Eucgr.I02744.1.p,14325.18384
Eucgr.I00215.1.p,42390.15464
Eucgr.I00301.1.p,50653.43594
Eucgr.I02726.1.p,31791.59884
Eucgr.I01626.2.p,29314.97034
Eucgr.I01331.1.p,13930.65504
Eucgr.I01668.3.p,48571.47154
Eucgr.I02418.1.p,24041.58704
Eucgr.I02775.1.p,56455.19284
Eucgr.I01429.2.p,29872.88424
Eucgr.I01732.1.p,101090.03574
Eucgr.I00699.1.p,20484.89394
Eucgr.I01035.1.p,54943.52334
Eucgr.I00241.1.p,41695.77954
Eucgr.I01129.1.p,71138.90564
Eucgr.I00200.2.p,17956.58904
Eucgr.I01939.2.p,49492.62784
Eucgr.I01551.5.p,108118.61284
Eucgr.I02739.1.p,184995.55394
Eucgr.I00554.4.p,17760.15804
Eucgr.I01163.1.p,33110.84584
Eucgr.I00570.1.p,38724.88104
Eucgr.I01987.1.p,37152.72354
Eucgr.I01564.1.p,42863.04504
Eucgr.I01098.1.p,47810.56554
Eucgr.I01665.1.p,130049.85044
Eucgr.I00692.2.p,51254.04584
Eucgr.I01312.1.p,52800.26454
Eucgr.I01132.1.p,27922.48274
Eucgr.I00053.1.p,76982.24204
Eucgr.I02068.1.p,291464.03244
Eucgr.I01611.1.p,21417.04484
Eucgr.I02676.1.p,24507.35634
Eucgr.I02334.1.p,27178.90084
Eucgr.I00662.1.p,59067.12114
Eucgr.I00580.1.p,57107.52094
Eucgr.I01037.1.p,53578.77214
Eucgr.I01649.1.p,37161.94264
Eucgr.I00245.1.p,10362.73094
Eucgr.I00594.1.p,73676.65064
Eucgr.I01643.1.p,20766.68054
Eucgr.I01395.1.p,11158.96314
Eucgr.I02452.1.p,68872.81804
Eucgr.I02307.2.p,98229.06434
Eucgr.I02137.3.p,33695.09934
Eucgr.I01263.1.p,98606.73624
Eucgr.I01803.2.p,23086.69984
Eucgr.I02505.1.p,74305.45664
Eucgr.I00553.1.p,33082.66894
Eucgr.I02403.2.p,45212.73754
Eucgr.I02466.1.p,22391.54304
Eucgr.I01779.6.p,20666.72234
Eucgr.I01282.3.p,11868.89654
Eucgr.I01764.1.p,11145.84894
Eucgr.I02024.1.p,15933.23144
Eucgr.I00708.1.p,14171.26854
Eucgr.I01189.1.p,40453.07714
Eucgr.I00424.1.p,20417.26044
Eucgr.I01388.1.p,56010.17904
Eucgr.I02360.1.p,28264.54774
Eucgr.I02169.1.p,59581.80724
Eucgr.I02468.1.p,73181.46244
Eucgr.I00724.1.p,25715.13764
Eucgr.I00719.1.p,85138.26314
Eucgr.I01720.1.p,33178.68884
Eucgr.I01878.1.p,32865.90344
Eucgr.I02771.1.p,76032.82934
Eucgr.I00206.1.p,155351.11814
Eucgr.I01408.1.p,31522.90704
Eucgr.I01938.2.p,20917.28534
Eucgr.I02289.2.p,19876.78164
Eucgr.I00535.2.p,15406.06854
Eucgr.I01565.1.p,52713.84934
Eucgr.I02232.1.p,40091.05614
Eucgr.I00242.1.p,46497.56784
Eucgr.I01241.1.p,52120.04524
Eucgr.I02616.1.p,44256.28484
Eucgr.I02163.1.p,59306.44994
Eucgr.I00205.1.p,18748.46354
Eucgr.I01040.1.p,54861.65394
Eucgr.I02583.1.p,73296.08014
Eucgr.I02041.1.p,45979.23154
Eucgr.I00224.1.p,68073.23154
Eucgr.I00055.1.p,65885.68054
Eucgr.I00375.2.p,75623.09304
Eucgr.I01306.3.p,83047.41284
Eucgr.I01666.2.p,57572.93004
Eucgr.I00747.1.p,57239.91924
Eucgr.I01911.2.p,104762.51034
Eucgr.I02231.1.p,46548.83554
Eucgr.I02742.1.p,42896.68304
Eucgr.I01560.1.p,19628.38674
Eucgr.I01368.1.p,39757.99254
Eucgr.I01880.5.p,33786.51794
Eucgr.I01728.2.p,43089.52164
Eucgr.I01182.2.p,41203.60774
Eucgr.I02611.3.p,66537.55844
Eucgr.E02953.1.p,48927.16274
Eucgr.I02715.2.p,30596.40034
Eucgr.I00240.1.p,41727.77834
Eucgr.I02316.2.p,34669.70304
Eucgr.E02952.1.p,29817.41754
Eucgr.I01557.1.p,36877.04294
Eucgr.I01647.1.p,22419.44394
Eucgr.I00441.1.p,20849.21204
Eucgr.I02092.2.p,53490.12524
Eucgr.I01600.1.p,114462.18064
Eucgr.I01510.2.p,39612.71854
Eucgr.I01738.1.p,44639.55174
Eucgr.I02469.1.p,73780.04214
Eucgr.I01073.1.p,42588.74224
Eucgr.I01376.1.p,27474.26754
Eucgr.I01144.2.p,62898.13924
Eucgr.I01025.1.p,34940.41364
Eucgr.I01025.2.p,26320.39484
Eucgr.I02078.1.p,40189.09424
Eucgr.I01925.1.p,40613.39054
Eucgr.I00417.1.p,31446.19424
Eucgr.I01757.1.p,91841.33014
Eucgr.I02141.1.p,40086.00704
Eucgr.I00545.1.p,142541.10984
Eucgr.I01041.1.p,52116.29104
Eucgr.I00697.1.p,17017.31354
Eucgr.I01423.1.p,42227.83494
Eucgr.I01691.3.p,59446.86204
Eucgr.I00395.3.p,51832.60464
Eucgr.I02615.1.p,9937.49304
Eucgr.I02637.2.p,141673.05754
Eucgr.I00787.1.p,41355.26514
Eucgr.I01187.1.p,32122.47644
Eucgr.I01374.1.p,33505.94224
Eucgr.I02663.1.p,38321.99494
Eucgr.I01402.1.p,81201.27824
Eucgr.I02806.1.p,34010.01704
Eucgr.I01801.3.p,34265.45604
Eucgr.I01801.4.p,34291.58304
Eucgr.I02018.1.p,29379.14574
Eucgr.I02322.1.p,17515.61574
Eucgr.I00431.1.p,64797.36184
Eucgr.I02716.1.p,30644.30544
Eucgr.I00651.1.p,50031.47124
Eucgr.I00879.1.p,39532.14434
Eucgr.I02693.1.p,51443.98264
Eucgr.I01790.1.p,41674.06744
Eucgr.I02267.1.p,15884.81374
Eucgr.I01039.3.p,51003.90854
Eucgr.I01418.1.p,17399.66654
Eucgr.I02621.1.p,48410.57894
Eucgr.I01139.2.p,75323.86904
Eucgr.I02340.1.p,40809.08744
Eucgr.I01103.1.p,55969.38504
Eucgr.I01541.1.p,48991.57364
Eucgr.I02171.1.p,104769.81214
Eucgr.I02515.1.p,44456.25204
Eucgr.I02629.1.p,12194.82524
Eucgr.I00922.1.p,72918.99444
Eucgr.I02417.1.p,29643.80994
Eucgr.I01454.1.p,60891.20234
Eucgr.I01161.1.p,33798.26434
Eucgr.I02655.1.p,51872.64064
Eucgr.I01155.1.p,18420.13194
Eucgr.I00930.1.p,35576.44154
Eucgr.I00195.2.p,44649.46014
Eucgr.I01492.1.p,108911.28954
Eucgr.I01143.2.p,76286.71834
Eucgr.I01816.1.p,50115.77264
Eucgr.I02388.1.p,66085.74454
Eucgr.E02951.1.p,54279.65544
Eucgr.I01332.1.p,34615.92924
Eucgr.I00883.1.p,50512.63464
Eucgr.I01243.2.p,74475.45884
Eucgr.I02782.1.p,47507.82694
Eucgr.I01959.2.p,58775.24264
Eucgr.I01599.1.p,30500.87464
Eucgr.I00323.1.p,37359.94114
Eucgr.I01792.1.p,46371.03424
Eucgr.I01198.1.p,32000.86914
Eucgr.I01982.1.p,108848.22934
Eucgr.I02810.1.p,37894.11754
Eucgr.I01100.1.p,39452.80424
Eucgr.I01326.1.p,35601.73274
Eucgr.I01326.2.p,33367.17964
Eucgr.I01298.1.p,54489.23264
Eucgr.L03253.1.p,27145.65044
Eucgr.L01908.1.p,12761.29914
Eucgr.K01196.1.p,76186.34634
