licor_number,file_name,licor_date,licor_remarks,sample,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa
MQ2,MQ2/svs_licor2_150809_.xls,150809,corint3 new,QL114,6465,0,6.436413291,0.059977903,207.1959004,0.859429156,1.450727313,26.00689888,6,1.42,0.5,2.556,21.69252777,26.00689888,20.04434013,399.4814453,389.3221436,17.68602753,18.95108795,68.98258209,73.91682434,399.8901672,1498.948608,0.277321249,101.5724716,6.752797127,-0.090661488,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.666483612,0.000859429,299.1568989,294.8425278,239.8317713,1.812746067,3.375636156,33.23376997,14.28268202,23.84971333,2.968043183,0.058602758,1.924908843,1.043134341,0.036747839,21.04539971,0.532196547,56.88392744,385.9226295,0.009487095
MQ2,MQ2/svs_licor2_150809_.xls,150809,corint3 new,QL114,6759.499999,0,23.15542369,0.059486273,1102.869681,0.865595179,1.472275022,26.28507614,6,1.42,0.5,2.556,21.75489426,26.28507614,20.05248451,1809.270142,1772.227173,18.01609612,19.28974533,70.00327301,74.9521637,399.9051208,1499.572144,0.155179039,101.5733719,-2.159007072,-0.0903216,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.666508535,0.000865595,299.4350761,294.9048943,239.931537,1.780160931,3.431599498,33.78444009,14.49469476,24.0199852,2.998571864,0.058133325,1.959324476,1.039247388,0.036452507,112.0221922,0.622307172,56.92935803,1759.997196,0.007489918
MQ2,MQ2/svs_licor2_150809_.xls,150809,corint3 old,QL116,7578.499999,0,7.555548065,0.113594738,275.9456486,1.205330363,1.098081546,24.26211548,6,1.42,0.5,2.556,21.49407959,24.26211548,20.02933502,399.1925049,392.3048706,18.1275959,19.14186478,71.57176208,75.57632446,699.3755493,1499.907349,0.416467965,101.5771179,7.288284302,-0.114955686,1,-0.219565243,2.737391472,1,0,0.159999996,111115,1.165625916,0.00120533,297.4121155,294.6440796,239.9851698,1.84864889,3.042457002,29.95218869,10.81032391,22.87809754,2.798984103,0.108761134,1.944375456,0.854608647,0.068394058,28.02976368,0.703395928,64.57422835,388.3142642,0.012564403
MQ2,MQ2/svs_licor2_150809_.xls,150809,corint3 old,QL116,7759,0,14.05974019,0.074299014,1452.226049,0.911561257,1.250434396,24.91636086,6,1.42,0.5,2.556,21.4632206,24.91636086,20.03136635,1808.666138,1795.199951,18.06939888,18.83672142,71.47850037,74.51385498,699.359436,1498.865845,0.204228863,101.5793686,-3.506472826,-0.101861641,1,-0.219565243,2.737391472,1,0,0.159999996,111115,1.16559906,0.000911561,298.0663609,294.6132206,239.8185292,1.906334429,3.163856664,31.14664629,12.30992487,23.18979073,2.85227582,0.072200262,1.913422268,0.938853551,0.045309144,147.5162052,0.80894947,60.6094977,1787.774032,0.004766563
MQ1,MQ1/svs_licor1_150823_.xls,150823,corpoc2 mid,QL398,6910.5,0,2.395782991,0.031968892,269.3291901,0.423292704,1.302643852,28.65092468,6,1.42,0.5,2.556,25.32671165,28.65092468,23.419487,400.7380676,397.6598511,25.7714653,26.26628113,79.85142517,81.38458252,499.7912598,1498.917114,0.241966307,100.4559174,7.539073467,0.119166739,0.013905864,0.004459372,0.021834845,0.007502681,1,-0.219565243,2.737391472,0.832985433,0.000423293,301.8009247,298.4767117,-2.522335488,-0.706336977,3.94124722,39.23359939,12.96731826,26.98881817,3.5768098,0.031573983,2.638603368,0.938206433,0.019768844,27.05571087,0.677285347,66.25145534,396.3944728,0.004004196
MQ1,MQ1/svs_licor1_150823_.xls,150823,corpoc2 mid,QL398,7161.999999,0,9.6173436,0.03137903,1423.450029,0.40370883,1.265424263,28.51568413,6,1.42,0.5,2.556,25.18143845,28.51568413,23.26079559,1966.610229,1954.116943,25.86165428,26.33356667,80.81564331,82.29032898,499.7678528,1499.704956,0.159068719,100.4423523,13.6297226,0.139230043,0.067553587,0.001666461,0.078303866,0.003596874,0.666666687,-0.219565243,2.737391472,0.832946421,0.000403709,301.6656841,298.3314385,-1.207673736,-0.681523738,3.910429643,38.93207948,12.59851281,26.84856129,3.547448634,0.030998474,2.645005381,0.902443253,0.019407881,142.9746692,0.72843646,66.95383031,1949.03736,0.003303774
MQ1,MQ1/svs_licor1_150823_.xls,150823,corpoc2 new,QL397,9558.499999,0,8.146819425,0.046319954,1506.011831,0.700111361,1.492146153,29.63093567,6,1.42,0.5,2.556,26.56756401,29.63093567,24.65787315,1844.107056,1832.787109,25.8662796,26.6842823,74.41980743,76.77327728,499.8243103,1500.235229,0.226279587,100.3893356,16.4529953,0.252823442,0.046874892,0.003922827,0.045352295,0.002396807,1,-0.219565243,2.737391472,0.833040517,0.000700111,302.7809357,299.717564,-0.83919019,-0.798169038,4.170963524,41.54787458,14.86359228,28.09924984,3.816851833,0.045495483,2.678817371,1.138034462,0.028507619,151.1875272,0.821705818,63.62104725,1828.484211,0.002834639
MQ1,MQ1/svs_licor1_150823_.xls,150823,corpoc2 new,QL397,9769.499999,0,1.597787848,0.040100039,328.0040791,0.572127383,1.404839805,29.48877335,6,1.42,0.5,2.556,26.47276115,29.48877335,24.57394218,403.2393188,401.0457153,26.54992676,27.21807289,76.80604553,78.73890686,499.7905273,1499.960693,0.150107294,100.3779221,8.665959358,0.215815917,0.071350776,0.001030158,0.062437948,0.001105445,1,-0.219565243,2.737391472,0.832984212,0.000572127,302.6387734,299.6227612,-0.397024754,-0.719604363,4.136933405,41.21357883,13.99550594,27.98076725,3.790586973,0.039480643,2.7320936,1.058493373,0.024730313,32.9243679,0.817872044,65.38155026,400.2018133,0.002610329
MQ1,MQ1/svs_licor1_150823_.xls,150823,corpoc2 old,QL399,8895.999999,0,7.495239394,0.080577214,1644.152015,1.204961914,1.495636213,29.7375679,6,1.42,0.5,2.556,26.6061821,29.7375679,24.6996727,1848.139648,1839.805054,25.89435005,26.90058708,74.34448242,77.23345947,699.1679077,1499.026367,0.311418355,100.4071884,14.97934437,0.250471771,0.117507279,0.010727049,0.107418925,0.010618874,0.666666687,-0.219565243,2.737391472,1.165279846,0.001204962,302.8875679,299.7561821,-3.540617848,-1.101636979,4.196648528,41.79629561,14.89570853,28.171875,3.833029522,0.07811467,2.701012315,1.132017207,0.049037098,165.0846811,0.893655559,64.22140493,1835.846301,0.002621978
MQ1,MQ1/svs_licor1_150823_.xls,150823,corpoc2 old,QL399,9084.999999,0,0.452340376,0.07960327,383.7836545,1.153920558,1.449055811,29.66895103,6,1.42,0.5,2.556,26.48257637,29.66895103,24.56053734,403.5798035,402.4792175,25.85419273,27.20179749,74.76621246,78.66326141,499.7897949,1500.338257,0.112016946,100.3995743,8.431474686,0.214389592,0.051628944,0.00183121,0.031308427,0.001020113,1,-0.219565243,2.737391472,0.832982992,0.001153921,302.818951,299.6325764,-0.360642829,-1.045023504,4.1801047,41.63468549,14.432888,28.0757637,3.811632917,0.077199008,2.731048888,1.080584029,0.048459778,38.53171554,0.953548998,65.18313109,402.2403053,0.000733019
MQ1,MQ1/svs_licor1_150823_.xls,150823,corpoc3 mid,QL401,11297.5,0,15.06762536,0.038598094,1150.069909,0.516893539,1.31521104,29.91366005,6,1.42,0.5,2.556,26.73112488,29.91366005,24.84112549,1838.944214,1814.917358,28.39155006,29.14486504,80.85587311,83.00122833,399.6963501,1499.027466,0.218439475,100.3317566,16.5030365,0.188110158,0.067150913,0.001691109,0.043903854,0.001577614,1,-0.219565243,2.737391472,0.666160584,0.000516894,303.0636601,299.8811249,-0.567208643,-0.717078355,4.239366545,42.25348672,13.10862168,28.32239247,3.866748751,0.038023896,2.924155505,0.942593246,0.023815864,115.3885342,0.633676186,68.30631813,1806.959105,0.005695835
MQ1,MQ1/svs_licor1_150823_.xls,150823,corpoc3 mid,QL401,11441.5,0,2.518927357,0.0346585,273.334409,0.469702487,1.328656332,30.00960541,6,1.42,0.5,2.556,26.81255341,30.00960541,24.89170837,402.3991699,398.3368225,28.56158829,29.24609375,80.94676208,82.88672638,399.674408,1499.458374,0.135541186,100.3260345,8.918179512,0.150205895,0.077797674,0.001835551,0.046517137,0.010988153,1,-0.219565243,2.737391472,0.666124013,0.000469702,303.1596054,299.9625534,-3.647378123,-0.731145299,4.262800942,42.48947906,13.24338531,28.41107941,3.886737483,0.034194829,2.934144611,0.952592872,0.021412948,27.42255735,0.686189158,68.10433245,397.0064031,0.004321086
MQ1,MQ1/svs_licor1_150823_.xls,150823,corpoc3 new,QL400,10629.5,0,9.160545845,0.01330348,691.8281733,0.185957109,1.360624302,29.75746727,6,1.42,0.5,2.556,26.55294609,29.75746727,24.6374054,1841.023926,1826.76001,28.03597641,28.30727386,80.70573425,81.48670197,399.6200562,1500.728027,0.189306453,100.356987,16.62307549,0.225760832,0.053122394,0.00725931,0.092901871,0.00723211,1,-0.219565243,2.737391472,0.666033427,0.000185957,302.9074673,299.7029461,-2.42460115,-0.569641156,4.201457016,41.86511714,13.55784328,28.15520668,3.829311275,0.013234596,2.840832715,0.98847856,0.008277784,69.42979099,0.378718698,66.61162955,1821.921694,0.003349205
MQ1,MQ1/svs_licor1_150823_.xls,150823,corpoc3 new,QL400,10790,0,1.138500308,0.015185887,272.6625818,0.211153586,1.35422891,29.79859543,6,1.42,0.5,2.556,26.57448578,29.79859543,24.68608665,402.5915833,400.7553101,28.16321182,28.47119141,80.96629333,81.85169983,399.6533508,1500.011841,0.103053614,100.3534241,8.706935883,0.202184483,0.028867008,0.004859683,0.052539803,0.00497686,1,-0.219565243,2.737391472,0.666088918,0.000211154,302.9485954,299.7244858,-1.661758144,-0.576565025,4.211410456,41.96578735,13.49459594,28.18654061,3.836303622,0.015096197,2.857181546,0.979122076,0.00944314,27.36262371,0.680371725,66.86683589,400.1539895,0.001902465
MQ1,MQ1/svs_licor1_150823_.xls,150823,corpoc3 old,QL402,12215.5,0,7.449063395,0.037431274,1464.675167,0.518992132,1.359543618,30.38929367,6,1.42,0.5,2.556,27.34405518,30.38929367,25.42593765,1836.615845,1824.01416,29.12092781,29.87664413,79.98891449,82.0647049,399.7423706,1498.963745,0.302454978,100.3160248,17.74610901,0.230672732,0.066285051,0.005835952,0.046158075,0.005415698,1,-0.219565243,2.737391472,0.666237284,0.000518992,303.5392937,300.4940552,-1.848824962,-0.715990716,4.356649792,43.42925072,13.55260659,28.86667443,3.990849165,0.036891024,2.997106173,0.993742991,0.023104827,146.9303904,0.802995503,68.0740501,1820.079796,0.002786075
MQ1,MQ1/svs_licor1_150823_.xls,150823,corpoc3 old,QL402,12352,0,0.651902787,0.035216252,362.7514114,0.480465131,1.33665665,30.30723,6,1.42,0.5,2.556,27.28010178,30.30723,25.34948921,402.4231873,401.1552124,29.20371628,29.90341949,80.51119995,82.44020081,399.6816711,1500.870972,0.173629567,100.308197,9.307414055,0.189074218,0.055110641,0.002042329,0.081780538,0.002570939,1,-0.219565243,2.737391472,0.666136119,0.000480465,303.45723,300.4301018,-0.885347941,-0.681925222,4.336214744,43.22891721,13.32549772,28.79366589,3.974003546,0.034737641,2.999558093,0.974445453,0.021753525,36.38694004,0.904266977,68.43946333,400.8108975,0.00111314
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter1 mid,QL449,4790,0,4.605477617,0.039746279,203.2755956,0.631465556,1.563727661,29.51664925,6,1.42,0.5,2.556,24.93388176,29.51664925,23.22467041,408.621521,398.8946228,24.49452972,25.726511,77.55566406,81.4564209,299.6247559,1499.998535,0.165178418,100.2801895,7.652750015,-0.240160108,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499374593,0.000631466,302.6666493,298.0838818,239.9997596,1.867631582,4.143587059,41.32009602,15.59358502,27.22526551,3.626787747,0.03913768,2.579859398,1.046928349,0.02451501,20.38451525,0.509597232,61.55039585,396.4621522,0.007149963
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter1 mid,QL449,5007,0,17.65730114,0.03826002,1021.009782,0.572785779,1.473813457,28.96299171,6,1.42,0.5,2.556,24.70644379,28.96299171,23.0187645,1840.56604,1803.144165,24.20741463,25.3252182,77.68634796,81.27360535,299.6661682,1499.561768,0.196214572,100.2698059,-0.765182137,-0.228143901,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499443614,0.000572786,302.1129917,297.8564438,239.9298769,1.945917647,4.013168171,40.02369541,14.69847721,26.83471775,3.54456209,0.037695763,2.539354713,1.005207376,0.023609905,102.3764527,0.566238575,62.59498361,1793.818126,0.006161486
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter1 new,QL448,3459.999999,0,2.706173182,0.042817936,294.035273,0.623837949,1.440142249,27.96383858,6,1.42,0.5,2.556,23.10134315,27.96383858,21.35995102,410.796875,404.8717957,22.1804924,23.40053368,78.40338135,82.71596527,299.6159973,1503.358887,0.247280434,100.2842484,6.702028275,-0.229521021,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499359996,0.000623838,301.1138386,296.2513432,240.5374159,1.854687288,3.786847182,37.76113639,14.36060271,25.53259087,3.282052314,0.042112471,2.346704932,0.935347382,0.02638278,29.48710635,0.726242915,61.41655475,403.4424789,0.004119641
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter1 new,QL448,3673.999999,0,11.57029683,0.039529109,1307.754784,0.565425609,1.412315069,27.83785439,6,1.42,0.5,2.556,23.10169601,27.83785439,21.33527184,1843.758301,1818.530029,22.29563332,23.40138817,78.80905151,82.71759796,299.6290894,1500.240479,0.18821314,100.2847061,-3.154960155,-0.226346523,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499381816,0.000565426,300.9878544,296.251696,240.0384706,1.897048757,3.759116404,37.48444354,14.08305537,25.4697752,3.269829993,0.038927093,2.346801335,0.923028658,0.024382814,131.1478042,0.719127407,61.84008661,1812.418957,0.003947808
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter1 old,QL450,5682.999999,0,0.269663697,0.027176962,385.336295,0.294159457,1.06420701,26.67094231,6,1.42,0.5,2.556,23.67831039,26.67094231,21.93482971,409.071991,408.2915039,23.8243885,24.39905548,81.3164978,83.27793121,299.6332703,1501.238281,0.175195217,100.2645874,7.04395628,-0.240194708,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499388784,0.000294159,299.8209423,296.8283104,240.198119,2.281105423,3.51056824,35.01304231,10.61398683,25.17462635,3.212932393,0.02689104,2.446361231,0.766571162,0.016832356,38.63558463,0.943777402,69.08622352,408.1490759,0.000456452
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter1 old,QL450,5916.999999,0,3.762667876,0.029707341,1598.727438,0.310033664,1.02716596,26.48826218,6,1.42,0.5,2.556,23.43037796,26.48826218,21.6921463,1840.999268,1832.327759,23.79123878,24.39687729,82.41507721,84.51306152,299.6538086,1499.564331,0.052057605,100.2513809,-2.866126776,-0.239699751,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499423014,0.000310034,299.6382622,296.580378,239.930287,2.262302071,3.472986598,34.64278064,10.24590335,24.95932007,3.171974084,0.029366032,2.445820638,0.726153446,0.018384132,160.2746333,0.872511716,69.87463442,1830.340434,0.001436427
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter2 mid,QL452,6751.499999,0,0.647373123,0.074169327,1779.146679,1.070916496,1.441502698,28.59190941,6,1.42,0.5,2.556,24.06552696,28.59190941,22.28916931,1841.492554,1836.258301,22.71506882,24.80638695,75.7175827,82.68871307,299.6246948,1500.080688,0.182201892,100.2270355,-1.157536268,-0.259590358,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499374491,0.001070916,301.7419094,297.215527,240.0129041,1.655054713,3.927773324,39.18876084,14.38237389,26.32871819,3.44045247,0.072077793,2.486270625,0.954181845,0.045231976,178.3185973,0.968897828,63.15574848,1835.916379,0.000222697
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter2 mid,QL452,6930.499999,0,-0.604649005,0.071526889,414.5465358,0.987764755,1.377622824,28.28745079,6,1.42,0.5,2.556,23.81354904,28.28745079,22.06131363,409.6250916,410.0248718,22.8312149,24.76023483,77.25447083,83.78173828,299.6259766,1500.873779,0.070076048,100.2121048,8.081781387,-0.266984105,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499376628,0.000987765,301.4374508,296.963549,240.1397986,1.709363071,3.858898071,38.50730487,13.74707004,26.05049992,3.384354722,0.069579774,2.481275248,0.903079474,0.043658201,41.54258089,1.01102778,64.13745828,410.3442287,-0.000945076
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter2 new,QL451,6147.499999,0,2.994169732,0.095977207,1762.145219,0.738036501,0.777031938,25.34427071,6,1.42,0.5,2.556,23.49097443,25.34427071,21.75940514,1841.733887,1836.514648,23.76003265,24.62382507,82.00418854,84.98543549,500.0251465,1500.115356,0.177198157,100.2483215,-3.484498262,-0.271368414,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833375244,0.000738037,298.4942707,296.6409744,240.018451,2.207596537,3.24552907,32.37489687,7.751071797,24.41762257,3.070937222,0.092503714,2.468497132,0.60244009,0.058117172,176.6521004,0.959505126,76.24793693,1834.93322,0.001244183
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter2 new,QL451,6436.999999,0,-0.029477136,0.09646205,403.8513432,0.791717424,0.829541009,25.37769699,6,1.42,0.5,2.556,23.58552742,25.37769699,21.88834953,409.444519,408.8553162,22.62120628,24.1683712,77.61736298,82.92595673,299.6123657,1499.183105,0.197220922,100.2320251,7.336280823,-0.253187865,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499353943,0.000791717,298.527697,296.7355274,239.8692908,2.185761038,3.251985797,32.44457841,8.276207207,24.48161221,3.08272406,0.092954016,2.422444789,0.660279271,0.058401569,40.47883797,0.987761018,74.70285082,408.8708851,-5.39E-05
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter2 old,QL453,7590.999999,0,-0.306968054,0.009016643,454.8388476,0.152085821,1.642010111,28.90862846,6,1.42,0.5,2.556,23.86642075,28.90862846,22.02392006,411.4450684,411.9343262,23.24419212,23.5415802,78.38210297,79.38493347,299.6195679,1500.246094,0.201222435,100.1864548,5.685301781,-0.222705394,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499365947,0.000152086,302.0586285,297.0164208,240.039369,2.061343454,4.000557571,39.93112222,16.38954202,26.38752461,3.45241314,0.008984947,2.358547461,1.093865679,0.005618431,45.56869165,1.10415379,57.75918034,412.0964572,-0.000430244
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter2 old,QL453,7849.999999,0,0.26596419,0.008705615,1750.336496,0.135289121,1.512854183,28.52625465,6,1.42,0.5,2.556,23.5444088,28.52625465,21.73715591,1845.211182,1844.179077,23.69333458,23.95773315,81.45172882,82.36066437,299.6564636,1499.412598,0.176193118,100.1754456,-5.63716507,-0.230808765,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499427439,0.000135289,301.6762547,296.6944088,239.9060097,2.0802391,3.912830777,39.05977911,15.10204596,26.03533173,3.381319426,0.008676065,2.399976594,0.981342833,0.005425188,175.3407384,0.949114171,60.21369269,1844.038603,8.68E-05
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter3 mid,QL455,8652.499999,0,1.251753592,0.019862021,297.4496044,0.318859466,1.567408817,29.11028481,6,1.42,0.5,2.556,24.16284752,29.11028481,22.3602581,410.8448486,408.0778503,24.14215851,24.76481628,79.94135284,82.00315094,299.6473999,1500.824463,0.181203097,100.1461563,6.232051849,-0.289776266,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499412333,0.000318859,302.2602848,297.3128475,240.1319081,1.986462253,4.047509979,40.41602922,15.65121294,26.63656617,3.503469252,0.019708869,2.480101162,1.02336809,0.012331712,29.78843457,0.728904066,60.27881206,407.4167128,0.001852016
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter3 mid,QL455,8884.499999,0,11.19678167,0.025739226,1081.097921,0.402328604,1.529396529,29.05425072,6,1.42,0.5,2.556,24.18051529,29.05425072,22.3903389,1843.584595,1819.699463,24.23015404,25.01558113,80.14147949,82.73928833,299.6566772,1499.884155,0.311337531,100.1383438,-3.47738409,-0.292514175,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499427795,0.000402329,302.2042507,297.3305153,239.9814588,1.951689183,4.034415393,40.2884174,15.27283627,26.61738301,3.499513206,0.025482613,2.505018864,0.994494342,0.015949491,108.2593553,0.594107952,61.20236741,1813.78567,0.003778118
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter3 new,QL454,8238.999999,0,2.492642029,0.013089364,1490.887887,0.209500196,1.559672964,28.84675789,6,1.42,0.5,2.556,23.80595016,28.84675789,21.9732132,1845.513062,1839.749634,23.81840515,24.22777176,80.5871582,81.97220612,299.620636,1501.53186,0.288313895,100.1567383,-5.611261845,-0.252649516,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499367727,0.0002095,301.9967579,296.9559502,240.2450916,2.034719327,3.986247559,39.8000936,15.57232184,26.32635403,3.43997238,0.013022674,2.426574596,1.013397784,0.008145137,149.3224679,0.810375422,59.78557998,1838.433098,0.000810604
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter3 new,QL454,8380.499999,0,-0.489485805,0.012977208,461.2035566,0.219139728,1.644299546,29.28244972,6,1.42,0.5,2.556,23.99165535,29.28244972,22.18588066,411.6453552,412.4445801,23.97263336,24.40076447,80.2011261,81.63345337,299.6174011,1499.868164,0.152169317,100.1475067,5.362264156,-0.255200028,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499362335,0.00021914,302.4324497,297.1416554,239.9789002,1.989013968,4.08797527,40.81954114,16.41877667,26.63705254,3.503569605,0.012911653,2.443675723,1.059893881,0.008075647,46.18838628,1.118219462,58.63131173,412.7031113,-0.000695396
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter3 old,QL456,9249.499999,0,4.225886311,0.012303913,1242.909993,0.195503481,1.546398315,29.08965683,6,1.42,0.5,2.556,24.26796722,29.08965683,22.46934891,1843.162964,1833.982544,24.54995346,24.93169212,80.76377106,82.01960754,299.6226501,1499.783691,0.43648994,100.1250458,-3.9785254,-0.311424971,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499371084,0.000195503,302.2396568,297.4179672,239.9653846,2.065567395,4.04268513,40.37636236,15.44467024,26.67881203,3.512195174,0.012244969,2.496286815,1.015908359,0.00765838,124.4464199,0.677710918,60.64643699,1831.750562,0.001399126
MQ2,MQ2/svs_licor2_150826_.xls,150826,corter3 old,QL456,9418,0,0.540090149,0.014922491,341.7960531,0.237257072,1.548381192,29.22109985,6,1.42,0.5,2.556,24.2535305,29.22109985,22.4666214,410.8757019,409.5994873,24.7577095,25.22086334,81.51435089,83.03927612,299.6065979,1499.737183,0.3263596,100.1208496,6.202433109,-0.320845068,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.49934433,0.000237257,302.3710999,297.4035305,239.9579433,2.023054829,4.073515457,40.68598572,15.46512238,26.73731518,3.524310384,0.014835876,2.525134265,0.999176119,0.009280166,34.22091123,0.834464065,60.92194019,409.3142284,0.000803865
MQ2,MQ2/svs_licor2_150806_.xls,150806,darfer1 mid,QL023,3205.499999,0,5.813886835,0.076443081,253.9029504,1.46055108,1.791322252,25.56428146,6,1.42,0.5,2.556,26.05517578,25.56428146,27.08391571,401.557373,388.7824097,13.14567566,16.02256775,36.2786293,44.2181015,299.7295532,1500.09375,0.193237409,93.42518616,2.22199297,-0.127952307,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499549255,0.001460551,298.7142815,299.2051758,240.014994,2.145715858,3.288233627,35.19643644,19.17386869,25.80972862,3.336453993,0.074223263,1.496911375,1.839542618,0.046583996,23.72093041,0.653072115,45.71499599,385.7116948,0.006890686
MQ2,MQ2/svs_licor2_150806_.xls,150806,darfer1 mid,QL023,3438.999999,0,15.78155423,0.064259516,1323.948874,1.220297899,1.773324681,25.19273567,6,1.42,0.5,2.556,25.22164536,25.19273567,26.069561,1809.340332,1773.421753,13.04228497,15.44700623,37.8164444,44.78899765,299.7722778,1500.2229,0.007008267,93.42092896,-11.41836929,-0.106450908,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499620463,0.001220298,298.3427357,298.3716454,240.035658,2.209510737,3.216398353,34.42909837,18.98209214,25.20719052,3.219167224,0.062683609,1.443073672,1.776093552,0.039315858,123.6845337,0.746550487,44.8427301,1765.086425,0.004009367
MQ2,MQ2/svs_licor2_150806_.xls,150806,darfer1 new,QL022,2678.5,0,2.826352337,0.066467928,313.7875012,1.268570657,1.783263832,25.42264175,6,1.42,0.5,2.556,26.01479912,25.42264175,27.09158134,401.0497437,394.3911743,13.31302547,15.81201553,36.83284378,43.74674225,299.7639771,1498.612915,0.237291202,93.43662262,1.814410925,-0.126753017,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499606629,0.001268571,298.5726418,299.1647991,239.7780604,2.257300756,3.26068516,34.89729261,19.08527708,25.71872044,3.318503026,0.064783261,1.477421328,1.841081698,0.040637598,29.31924433,0.795625059,45.30963964,392.8983826,0.003259393
MQ2,MQ2/svs_licor2_150806_.xls,150806,darfer1 new,QL022,2912.499999,0,7.690022246,0.0641899,1540.586138,1.226901667,1.784668851,25.34523201,6,1.42,0.5,2.556,26.05035973,25.34523201,27.08707237,1808.173096,1788.387329,13.21905327,15.63661003,36.49633789,43.17094421,299.7366028,1499.957764,0.052062318,93.4375,-13.23561954,-0.11551401,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499561005,0.001226902,298.495232,299.2003597,239.9932362,2.297216023,3.245714601,34.73674489,19.10013486,25.69779587,3.314387696,0.062617364,1.46104575,1.853341947,0.039274161,143.9485173,0.861438746,44.9757743,1784.325698,0.00193835
MQ2,MQ2/svs_licor2_150806_.xls,150806,darfer1 old,QL024,3644.499999,0,7.550925244,0.143573351,287.5455724,2.25252126,1.508425309,24.76129723,6,1.42,0.5,2.556,25.16166496,24.76129723,26.0734024,401.4336243,384.5830688,12.97881222,17.40966797,37.76364517,50.65583038,299.712616,1498.757446,0.129154369,93.41257477,2.250754595,-0.163397372,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499521027,0.002252521,297.9112972,298.311665,239.8011854,1.718810131,3.13470722,33.55765782,16.14798985,24.9614811,3.172382904,0.135937587,1.626281911,1.546100993,0.085615536,26.86037228,0.747681309,53.24765282,380.5949041,0.010564226
MQ2,MQ2/svs_licor2_150806_.xls,150806,darfer1 old,QL024,3855,0,18.13738687,0.050922017,1144.291035,0.987737052,1.802721649,25.04695702,6,1.42,0.5,2.556,25.1507225,25.04695702,26.07679939,1809.698853,1769.8927,12.88856506,14.83644295,37.52436829,43.19551086,299.7362061,1498.902588,0.090106159,93.40975189,-12.01075077,-0.097616449,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499560344,0.000987737,298.196957,298.3007225,239.8244081,2.339075729,3.188590104,34.13551626,19.29907331,25.09883976,3.198462906,0.049927337,1.385868455,1.812594451,0.031292453,106.8879417,0.646531304,43.17633068,1760.313094,0.004448673
