batch_number,extraction_number,sample_number,species_field,species_confirmed,Latitude,Longitude,Elevation_GPS_notebook,Elevation_map,family,leaf_age,biological_rep,site,site_revised,date,leaf_FW_check,whole_leaf_FW,tech_rep_1_FW,tech_rep_2_FW,tech_rep_3_FW,WRONGtech_rep_4_FW,WRONGtech_rep_4_DW,tech_rep_4_FW,tech_rep_4_DW,whole_leaf_area(cm2),whole_leaf_area_per_whole_leaf_FW(cm2/g),tech_rep_1_leaf_area,tech_rep_2_leaf_area,tech_rep_3_leaf_area,tech_rep_4_leaf_area,technical_rep_used_for_ovalbumin_calculation,ovalbumin_added(5uL_of_0.5mg/mL_per_cm2),random_number,notes,I don't know why these numbers are here,"Protein Extract Concentration (protein assay, ug/uL)",Protein Assay %CV,Protein Extract Volume (uL),"Extract Protein Amount (ug, protein assay)","Protein per FW (mg/g, protein assay)","Protein per DW (mg/g, protein assay)","Protein per Leaf Area (mg/cm2, protein assay)",%Ovalbumin of Total Protein,"Digest Protein Amount (ug)
",Amount Protease in Digest (ug),uL Protein Extract per Digest,Date of ASPEX,ASPEX Batch,LWC,LMA
,,QL409,eucpru,eucpru,-19.04745,138.8575,,,Myrtaceae,sen,1,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.01202,1.95990,0.10104,0.06380,,1.78304,1.25578,1.78304,1.25578,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.295708453,NA
13,13-35,QL410,eucpru,eucpru,-19.04745,138.8575,,,Myrtaceae,new,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.01644,1.40958,0.06678,0.06912,,1.25724,0.6338,1.25724,0.6338,24.286,17.22924559,1.150569021,1.190885455,0,21.66129673,1,5.8,0.982013594,,,2.2,1.394637601,750,1671.853986,,,,,50,1,22.4,,,0.495879864,0.029259559
11,11-29,QL411,eucpru,eucpru,-19.04745,138.8575,,,Myrtaceae,mid,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.01078,2.00322,0.07060,0.08072,,1.84112,1.0032,1.84112,1.0032,37.641,18.7902477,1.326591488,1.516748794,0,34.59510085,1,6.6,0.645896938,,,2.8,2.468647873,750,2133.770109,30.22337264,,1.608460576,,50,1,17.6,17/05/2016,6,0.455114278,0.028998326
12,12-29,QL412,eucpru,eucpru,-19.04745,138.8575,,,Myrtaceae,old,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.01230,1.90286,0.08364,0.07762,,1.72930,0.92184,1.7293,0.92184,32.943,17.31236139,1.448005907,1.343785491,0,29.93826656,1,7.2,0.798499113,,,3.5,4.073922821,750,2620.631596,31.33227638,,1.809821068,,50,1,14.3,20/05/2016,8,0.466928815,0.030791362
,,QL413,eucpru,eucpru,-19.04745,138.8575,,,Myrtaceae,sen,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.01532,1.10812,0.07030,0.08514,,0.93736,0.66718,0.93736,0.66718,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.288235043,NA
13,13-16,QL414,eucpru,eucpru,-19.04745,138.8575,,,Myrtaceae,new,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00706,2.62448,0.06636,0.07904,,2.47202,1.30146,2.47202,1.30146,49.02,18.67798573,1.239471133,1.476307992,0,46.17235429,1,6.2,0.900717789,,,2.2,5.852748548,750,1664.515198,,,,,50,1,22.5,,,0.473523677,0.028186997
8,DP082,QL415,eucpru,eucpru,-19.04745,138.8575,,,Myrtaceae,mid,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00942,2.34824,0.09394,0.10314,,2.14174,1.15186,2.14174,1.15186,45.819,19.5120601,1.832962925,2.012473878,0,41.78975959,1,9.2,0.291084831,,,3.5,3.252064577,750,2628.004414,27.97535037,,1.433746628,,50,1,14.3,23/05/2016,11,0.462184952,0.027563212
13,13-06,QL416,eucpru,eucpru,-19.04745,138.8575,,,Myrtaceae,old,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.01212,3.34836,0.08054,0.06894,,3.18676,1.66542,3.18676,1.66542,64.522,19.26973205,1.551984219,1.328455327,0,61.4080113,1,7.8,0.881629444,,,2.1,3.919131054,750,1570.631151,,,,,50,1,23.9,,,0.477393968,0.027120566
,,QL417,eucpru,eucpru,-19.04745,138.8575,,,Myrtaceae,sen,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.01672,2.76592,0.09724,0.09688,,2.55508,1.54502,2.55508,1.54502,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.395314432,NA
19,19-43,QL418,acahem,acahem,-19.04745,138.8575,,,Mimosaceae,new,1,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00116,0.38664,0.08980,0.05750,0.06554,0.17264,0.09968,0.17264,0.09968,8.463,21.88857852,1.965594351,1.258593265,1.434577436,3.778844196,1,9.8,0.668660177,,,,,,,,,,,,,,,,0.422613531,0.026378436
19,19-37,QL419,acahem,acahem,-19.04745,138.8575,,,Mimosaceae,mid,1,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00092,0.33290,0.06324,0.07142,0.05638,0.14094,0.07824,0.14094,0.07824,8.473,25.45208771,1.609590027,1.817788105,1.434988705,3.587217242,1,8.0,0.652526625,,,,,,,,,,,,,,,,0.444870158,0.021810778
21,21-17,QL420,acahem,acahem,-19.04745,138.8575,,,Mimosaceae,old,1,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00206,0.33054,0.08526,0.08120,0.05268,0.10934,0.06122,0.10934,0.06122,8.285,25.06504508,2.137045743,2.03528166,1.320426575,2.740612029,1,10.7,0.934874369,,,,,,,,,,,,,,,,0.440095116,0.022338076
,,QL421,acahem,acahem,-19.04745,138.8575,,,Mimosaceae,sen,1,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00080,0.21982,0.07810,0.05370,,0.08722,0.06402,0.08722,0.06402,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.265994038,NA
21,21-18,QL422,acahem,acahem,-19.04745,138.8575,,,Mimosaceae,new,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00136,0.22434,0.06474,0.06534,0.05658,0.03632,0.01972,0.03632,0.01972,5.925,26.41080503,1.709835518,1.725682001,1.494323348,0.959240439,1,8.5,0.942109446,,,,,,,,,,,,,,,,0.457048458,0.020557932
21,21-33,QL423,acahem,acahem,-19.04745,138.8575,,,Mimosaceae,mid,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00140,0.29936,0.07654,0.07812,0.05930,0.08400,0.0464,0.084,0.0464,7.877,26.31280064,2.013981761,2.055555986,1.560349078,2.210275254,1,10.1,0.998036437,,,,,,,,,,,,,,,,0.447619048,0.02099286
20,20-27,QL424,acahem,acahem,-19.04745,138.8575,,,Mimosaceae,old,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00044,0.19334,0.05200,0.04862,0.04546,0.04682,0.03126,0.04682,0.03126,5.164,26.70942381,1.388890038,1.298612186,1.214210407,1.250535223,1,6.9,0.790330434,,,,,,,,,,,,,,,,0.332336608,0.024997297
,,QL425,acahem,acahem,-19.04745,138.8575,,,Mimosaceae,sen,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00072,0.23156,0.06446,0.07354,,0.09284,0.05194,0.09284,0.05194,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.440542869,NA
21,21-28,QL426,acahem,acahem,-19.04745,138.8575,,,Mimosaceae,new,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00626,0.91118,0.09126,0.09730,0.08418,0.63218,0.34844,0.63218,0.34844,19.791,21.72018701,1.982184267,2.113374196,1.828405343,13.73106782,1,9.9,0.966786946,,,,,,,,,,,,,,,,0.448827865,0.025376031
16,16-40,QL427,acahem,acahem,-19.04745,138.8575,,,Mimosaceae,mid,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00282,0.62932,0.07946,0.07288,0.07746,0.39670,0.21486,0.3967,0.21486,13.954,22.17313926,1.761877646,1.615978389,1.717531367,8.796084345,1,8.8,0.149993003,,,,,,,,,,,,,,,,0.458381649,0.024426778
21,21-07,QL427,acahem,acahem,-19.04745,138.8575,,,Mimosaceae,mid,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00282,0.62932,0.07946,0.07288,0.07746,0.39670,0.21486,0.3967,0.21486,13.954,22.17313926,1.761877646,1.615978389,1.717531367,8.796084345,2,8.1,,,,,,,,,,,,,,,,,0.458381649,0.024426778
16,16-27,QL428,acahem,acahem,-19.04745,138.8575,,,Mimosaceae,old,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00296,0.47154,0.06702,0.06498,0.07792,0.25866,0.14124,0.25866,0.14124,11.066,23.4677864,1.572811045,1.52493676,1.828609916,6.070177631,1,7.9,0.096203775,,,,,,,,,,,,,,,,0.453954999,0.023267853
,,QL429,acahem,acahem,-19.04745,138.8575,,,Mimosaceae,sen,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00208,0.34936,0.08240,0.07252,,0.19236,0.13792,0.19236,0.13792,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.283011021,NA
27,27-03,QL430,hakcho,hakcho,-19.04745,138.8575,,,Proteaceae,new,1,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00208,0.95766,0.07176,0.08424,0.08666,0.71292,0.45116,0.71292,0.45116,,0,0,0,0,0,1,0.0,0.559880127,,,,,,,,,,,,,,,,0.367166021,NA
22,22-04,QL431,hakcho,hakcho,-19.04745,138.8575,,,Proteaceae,mid,1,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00228,0.83564,0.10488,0.07888,0.09602,0.55358,0.34392,0.55358,0.34392,,0,0,0,0,0,1,0.0,0.005230346,,,,,,,,,,,,,,,,0.378734781,NA
29,29-48,QL432,hakcho,hakcho,-19.04745,138.8575,,,Proteaceae,old,1,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00184,0.51718,0.08224,0.06070,0.07956,0.29284,0.18348,0.29284,0.18348,,0,0,0,0,0,1,0.0,0.88012183,,,,,,,,,,,,,,,,0.373446251,NA
,,QL433,hakcho,hakcho,-19.04745,138.8575,,,Proteaceae,sen,1,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00144,0.32148,0.06828,0.07234,,0.17942,0.1201,0.17942,0.1201,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.33062089,NA
30,30-11,QL434,hakcho,hakcho,-19.04745,138.8575,,,Proteaceae,new,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00258,1.17856,0.08618,0.05292,0.09508,0.94180,0.52456,0.9418,0.52456,,0,0,0,0,0,1,0.0,0.896733841,No bead in tech rep 1,,,,,,,,,,,,,,,0.443023997,NA
31,31-12,QL435,hakcho,hakcho,-19.04745,138.8575,,,Proteaceae,mid,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00502,1.15428,0.08790,0.08170,0.06902,0.91064,0.52848,0.91064,0.52848,,0,0,0,0,0,1,0.0,0.996341112,No bead in tech rep 1,,,,,,,,,,,,,,,0.419660898,NA
25,25-32,QL436,hakcho,hakcho,-19.04745,138.8575,,,Proteaceae,old,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00900,1.80120,0.07812,0.11492,0.09234,1.50682,0.88146,1.50682,0.88146,,0,0,0,0,0,1,0.0,0.412143643,No bead in tech rep 1,,,,,,,,,,,,,,,0.41501971,NA
,,QL437,hakcho,hakcho,-19.04745,138.8575,,,Proteaceae,sen,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00204,0.52008,0.06358,0.06264,,0.39182,0.23724,0.39182,0.23724,,0,0,0,0,0,1,0.0,,No bead in tech rep 1,,,,,,,,,,,,,,,0.394517891,NA
22,22-28,QL438,hakcho,hakcho,-19.04745,138.8575,,,Proteaceae,new,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00410,1.69108,0.07240,0.06880,0.07274,1.47304,0.82398,1.47304,0.82398,,0,0,0,0,0,1,0.0,0.063641267,No bead in tech rep 1,,,,,,,,,,,,,,,0.440626188,NA
23,23-14,QL439,hakcho,hakcho,-19.04745,138.8575,,,Proteaceae,mid,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00374,1.10634,0.05938,0.06688,0.09800,0.87834,0.49606,0.87834,0.49606,,0,0,0,0,0,1,0.0,0.18103124,No bead in tech rep 1,,,,,,,,,,,,,,,0.435230093,NA
24,24-24,QL440,hakcho,hakcho,-19.04745,138.8575,,,Proteaceae,old,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00658,1.67086,0.08210,0.05856,0.10498,1.41864,0.84508,1.41864,0.84508,,0,0,0,0,0,1,0.0,0.298030195,No bead in tech rep 1,,,,,,,,,,,,,,,0.404302712,NA
,,QL441,hakcho,hakcho,-19.04745,138.8575,,,Proteaceae,sen,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.00786,2.30142,0.08050,0.06898,,2.14408,1.27544,2.14408,1.27544,,0,0,0,0,0,1,0.0,,No bead in tech rep 1,,,,,,,,,,,,,,,0.405134137,NA
,,QL442,hakarb,hakarb,-18.71986,138.52217,,,Proteaceae,sen,1,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00142,0.44430,0.09104,0.08398,,0.26786,0.13344,0.26786,0.13344,,0,0,0,0,0,1,0.0,,No bead in tech rep 1,,,,,,,,,,,,,,,0.501829314,NA
,,QL443,hakarb,hakarb,-18.71986,138.52217,,,Proteaceae,sen,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00012,0.35464,0.08658,0.07280,,0.19514,0.14046,0.19514,0.14046,,0,0,0,0,0,1,0.0,,No bead in tech rep 1,,,,,,,,,,,,,,,0.280209081,NA
,,QL444,hakarb,hakarb,-18.71986,138.52217,,,Proteaceae,sen,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00084,0.55724,0.07956,0.06852,,0.40832,0.19588,0.40832,0.19588,,0,0,0,0,0,1,0.0,,No bead in tech rep 1,,,,,,,,,,,,,,,0.520278213,NA
,,QL445,corter,corter,-18.71986,138.52217,,,Myrtaceae,sen,1,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00740,0.79646,0.05908,0.07190,,0.65808,0.3789,0.65808,0.3789,,0,0,0,0,0,1,0.0,,No bead in tech rep 1,,,,,,,,,,,,,,,0.424234136,NA
,,QL446,corter,corter,-18.71986,138.52217,,,Myrtaceae,sen,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00692,1.69810,0.05900,0.07680,,1.55538,0.84118,1.55538,0.84118,,0,0,0,0,0,1,0.0,,No bead in tech rep 1,,,,,,,,,,,,,,,0.459180393,NA
,,QL447,corter,corter,-18.71986,138.52217,,,Myrtaceae,sen,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00812,1.11472,0.07228,0.07134,,0.96298,0.51612,0.96298,0.51612,,0,0,0,0,0,1,0.0,,No bead in tech rep 1,,,,,,,,,,,,,,,0.464038713,NA
9,9-30,QL448,corter,corter,-18.71986,138.52217,,,Myrtaceae,new,1,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.06564,1.18900,0.07008,0.06006,0.07536,0.91786,0.50082,0.91786,0.50082,21.782,18.3195963,1.283837309,1.100274954,1.380564777,16.81482466,1,6.4,0.377524885,No bead in tech rep 1,,2.3,4.292859253,750,1761.195792,25.13121849,,1.371821632,,50,1,21.3,23/05/2016,10,0.454361232,0.029784432
10,10-41,QL449,corter,corter,-18.71986,138.52217,,,Myrtaceae,mid,1,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.01044,0.91988,0.09016,0.06830,0.07864,0.67234,0.33538,0.67234,0.33538,19.795,21.51911119,1.940163065,1.469755294,1.692262904,14.46815922,1,9.7,0.543078315,No bead in tech rep 1,,3.8,3.113075358,750,2813.322998,31.20367123,,1.450044612,,50,1,13.3,17/05/2016,4,0.501175001,0.023180558
11,11-47,QL450,corter,corter,-18.71986,138.52217,,,Myrtaceae,old,1,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00938,1.08226,0.09090,0.07822,0.08692,0.81684,0.39898,0.81684,0.39898,21.617,19.97394341,1.815631456,1.562361854,1.736135162,16.31551594,1,9.1,0.71229515,No bead in tech rep 1,,3.5,4.042825092,750,2601.324436,28.61743054,,1.43273814,,50,1,14.4,17/05/2016,6,0.511556731,0.024454023
13,13-12,QL451,corter,corter,-18.71986,138.52217,,,Myrtaceae,new,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00824,1.34316,0.07410,0.06464,0.08090,1.11528,0.60196,1.11528,0.60196,23.222,17.28907948,1.28112079,1.117566098,1.39868653,19.28216457,1,6.4,0.894987294,No bead in tech rep 1,,3.1,2.771313892,750,2325.889596,,,,,50,1,16.1,,,0.4602611,0.031218487
11,11-25,QL452,corter,corter,-18.71986,138.52217,,,Myrtaceae,mid,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.01694,1.39824,0.06456,0.07506,0.07806,1.16362,0.59702,1.16362,0.59702,24.792,17.73086165,1.144704428,1.330878476,1.384071061,20.63198524,1,5.7,0.633936966,No bead in tech rep 1,,1.9,4.545426337,750,1420.964218,22.00997859,,1.241337224,,50,1,26.4,17/05/2016,6,0.486928722,0.028936624
7,DP008,QL453,corter,corter,-18.71986,138.52217,,,Myrtaceae,old,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00744,1.33424,0.06634,0.08430,0.06350,1.11266,0.57234,1.11266,0.57234,25.572,19.16596714,1.27147026,1.61569103,1.217038914,21.325205,1,6.4,0.033510965,No bead in tech rep 1,,2.1,5.470098929,750,1542.698147,23.25441886,,1.21331831,,50,1,24.3,16/05/2016,3,0.485611058,0.026838663
10,10-44,QL454,corter,corter,-18.71986,138.52217,,,Myrtaceae,new,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.01182,0.81812,0.08540,0.07142,0.08182,0.56766,0.28194,0.56766,0.28194,18.249,22.30601868,1.904933995,1.593095854,1.825078448,12.66223456,1,9.5,0.552227469,No bead in tech rep 1,,4.3,6.702019978,750,3227.89438,37.79735809,,1.694491457,,50,1,11.6,20/05/2016,8,0.503329458,0.022266212
12,12-38,QL455,corter,corter,-18.71986,138.52217,,,Myrtaceae,mid,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.01102,1.03784,0.06026,0.08518,0.07718,0.80420,0.40796,0.8042,0.40796,23.698,22.83396285,1.375974601,1.944996955,1.762325252,18.36307292,1,6.9,0.824946825,No bead in tech rep 1,,2.8,6.170219454,750,2108.880804,34.99636249,,1.532645153,,50,1,17.8,20/05/2016,8,0.492713255,0.022216325
8,DP057,QL456,corter,corter,-18.71986,138.52217,,,Myrtaceae,old,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.01190,1.17288,0.08230,0.07930,0.08204,0.91734,0.48236,0.91734,0.48236,25.4,21.6560944,1.782296569,1.717328286,1.776665985,19.86600164,1,8.9,0.179872047,No bead in tech rep 1,,3.5,0.635624451,750,2596.077862,31.54408095,,1.456591404,,50,1,14.4,16/05/2016,1,0.474175333,0.024280679
31,31-06,QL457,hakarb,hakarb,-18.71986,138.52217,,,Proteaceae,new,1,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00458,0.35002,0.06742,0.07772,0.08226,0.11804,0.06002,0.11804,0.06002,,0,0,0,0,0,1,0.0,0.989590884,No bead in tech rep 1,,,,,,,,,,,,,,,0.491528295,NA
26,26-47,QL458,hakarb,hakarb,-18.71986,138.52217,,,Proteaceae,mid,1,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00318,0.42346,0.08612,0.09630,0.07190,0.16596,0.08998,0.16596,0.08998,,0,0,0,0,0,1,0.0,0.553710017,No bead in tech rep 1,,,,,,,,,,,,,,,0.457821162,NA
29,29-26,QL459,hakarb,hakarb,-18.71986,138.52217,,,Proteaceae,old,1,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00306,0.65186,0.09224,0.07150,0.06874,0.41632,0.2193,0.41632,0.2193,,0,0,0,0,0,1,0.0,0.840376304,No bead in tech rep 1,,,,,,,,,,,,,,,0.473241737,NA
22,22-16,QL460,hakarb,hakarb,-18.71986,138.52217,,,Proteaceae,new,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00550,0.32706,0.05592,0.06718,0.07658,0.12188,0.07018,0.12188,0.07018,,0,0,0,0,0,1,0.0,0.034904675,No bead in tech rep 1,,,,,,,,,,,,,,,0.424187726,NA
29,29-41,QL461,hakarb,hakarb,-18.71986,138.52217,,,Proteaceae,mid,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00272,0.43924,0.08912,0.08130,0.07104,0.19506,0.10764,0.19506,0.10764,,0,0,0,0,0,1,0.0,0.86507262,No bead in tech rep 1,,,,,,,,,,,,,,,0.448169794,NA
22,22-47,QL462,hakarb,hakarb,-18.71986,138.52217,,,Proteaceae,old,3,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00132,0.44730,0.07282,0.09104,0.07904,0.20308,0.11238,0.20308,0.11238,,0,0,0,0,0,1,0.0,0.133090998,No bead in tech rep 1,,,,,,,,,,,,,,,0.446622021,NA
25,25-44,QL463,hakarb,hakarb,-18.71986,138.52217,,,Proteaceae,new,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00736,0.35210,0.07022,0.06588,0.07468,0.13396,0.0864,0.13396,0.0864,,0,0,0,0,0,1,0.0,0.44021756,No bead in tech rep 1,,,,,,,,,,,,,,,0.355031353,NA
30,30-36,QL464,hakarb,hakarb,-18.71986,138.52217,,,Proteaceae,mid,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00284,0.38454,0.08414,0.07052,0.09032,0.13672,0.08402,0.13672,0.08402,,0,0,0,0,0,1,0.0,0.962403744,No bead in tech rep 1,,,,,,,,,,,,,,,0.385459333,NA
29,29-40,QL465,hakarb,hakarb,-18.71986,138.52217,,,Proteaceae,old,2,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.00348,0.63996,0.07372,0.08228,0.08866,0.39182,0.22498,0.39182,0.22498,,0,0,0,0,0,1,0.0,0.864324014,No bead in tech rep 1,,,,,,,,,,,,,,,0.425807769,NA
19,19-35,RH001,eucdum,eucdum,-32.96407,146.16016,,,Myrtaceae,new,1,Round_Hill,NSW_Round_Hill,150405,0.00636,0.74440,0.11246,0.09100,0.09934,0.43524,0.2133,0.43524,0.20998,12.865,17.28237507,1.9435759,1.572696131,1.716831139,7.521980924,1,9.7,0.635309055,,,,,,,,,,,,,,,,0.517553534,0.027915519
11,11-21,RH002,eucdum,eucdum,-32.96407,146.16016,,,Myrtaceae,mid,1,Round_Hill,NSW_Round_Hill,150405,0.00546,0.53430,0.07648,0.05638,0.06726,0.32872,0.20998,0.32872,0.15822,9.798,18.33801235,1.402491185,1.033897136,1.233414711,6.028071421,1,7.0,0.621269845,,,4.1,3.195295058,750,3063.353926,40.05431388,,2.184223301,,50,1,12.2,17/05/2016,7,0.518678511,0.026247201
7,DP032,RH003,eucdum,eucdum,-32.96407,146.16016,,,Myrtaceae,old,1,Round_Hill,NSW_Round_Hill,150405,0.00404,0.66908,0.07880,0.08202,0.05346,0.45076,0.15822,0.45076,0.24446,11.021,16.47187182,1.2979835,1.351022927,0.880586268,7.424860943,1,6.5,0.129333844,,,3.6,1.055362006,750,2705.22226,34.33023172,,2.084173073,,50,1,13.9,16/05/2016,3,0.457671488,0.032924522
,,RH004,eucdum,eucdum,-32.96407,146.16016,,,Myrtaceae,sen,1,Round_Hill,NSW_Round_Hill,150405,0.00350,0.24052,0.07576,0.06126,0.03706,0.06294,0.05438,0.06294,0.05438,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.136002542,NA
11,11-06,RH005,eucdum,eucdum,-32.96407,146.16016,,,Myrtaceae,new,2,Round_Hill,NSW_Round_Hill,150405,0.00448,0.55574,0.06876,0.05624,0.07592,0.35034,0.05438,0.35034,0.14752,12.385,22.28560118,1.532357937,1.25334221,1.691922842,7.807537518,1,7.7,0.574593132,,,2.7,4.573616785,750,2060.238647,29.96274937,,1.344489167,,50,1,18.2,17/05/2016,7,0.578923332,0.018894562
8,DP068,RH006,eucdum,eucdum,-32.96407,146.16016,,,Myrtaceae,mid,2,Round_Hill,NSW_Round_Hill,150405,0.00412,0.54878,0.08160,0.06992,0.08866,0.30448,0.14752,0.30448,0.13966,12.097,22.04344182,1.798744852,1.541277452,1.954371551,6.711787164,1,9.0,0.233747258,,,5.4,3.700643019,750,4015.449746,49.20894296,,2.23236205,,50,1,9.3,16/05/2016,1,0.541316343,0.020808169
12,12-11,RH007,eucdum,eucdum,-32.96407,146.16016,,,Myrtaceae,old,2,Round_Hill,NSW_Round_Hill,150405,0.00464,0.54030,0.11130,0.08108,0.09156,0.25172,0.13966,0.25172,0.12598,10.05,18.60077735,2.070266519,1.508151027,1.703087174,4.682187674,1,10.4,0.76001359,,,5.4,8.017194839,750,4077.528974,36.63548045,,1.969567173,,50,1,9.2,20/05/2016,9,0.49952328,0.026906226
,,RH008,eucdum,eucdum,-32.96407,146.16016,,,Myrtaceae,sen,2,Round_Hill,NSW_Round_Hill,150405,0.00130,0.10590,0.05116,,,0.05344,0.04726,0.05344,0.04726,,0,0,0,0,0,1,0.0,,Not enough leaf material for RH008.2 or RH008.3 samples,,,,,,,,,,,,,,,0.115643713,NA
13,13-10,RH009,eucdum,eucdum,-32.96407,146.16016,,,Myrtaceae,new,3,Round_Hill,NSW_Round_Hill,150405,0.00546,0.54826,0.10920,0.08490,0.08732,0.26138,0.04726,0.26138,0.12242,9.374,17.09772736,1.867071827,1.451597052,1.492973553,4.469003976,1,9.3,0.888516876,,,,,750,0,,,,,50,1,#DIV/0!,,,0.531639758,0.027393128
17,17-47,RH009,eucdum,eucdum,-32.96407,146.16016,,,Myrtaceae,new,3,Round_Hill,NSW_Round_Hill,150405,0.00546,0.54826,0.10920,0.08490,0.08732,0.26138,0.04726,0.26138,0.12242,9.374,17.09772736,1.867071827,1.451597052,1.492973553,4.469003976,2,7.3,0.888516876,,,,,,,,,,,,,,,,0.531639758,0.027393128
8,DP083,RH010,eucdum,eucdum,-32.96407,146.16016,,,Myrtaceae,mid,3,Round_Hill,NSW_Round_Hill,150405,0.00320,0.50846,0.08002,0.07006,0.05144,0.30374,0.12242,0.30374,0.15676,8.383,16.4870393,1.319292884,1.155081973,0.848093301,5.007773316,1,6.6,0.293345977,,,3.2,2.284458761,750,2362.938101,29.52934392,,1.791064083,,50,1,15.9,23/05/2016,10,0.483900705,0.031303334
10,10-23,RH011,eucdum,eucdum,-32.96407,146.16016,,,Myrtaceae,old,3,Round_Hill,NSW_Round_Hill,150405,0.00374,0.47310,0.08986,0.09180,0.10832,0.17938,0.15676,0.17938,0.0931,7.657,16.18473896,1.454360643,1.485759036,1.753130924,2.903218474,1,7.3,0.482198788,,,3.7,7.916921135,750,2737.969287,30.46927762,,1.882593084,,50,1,13.7,17/05/2016,4,0.480990077,0.032067859
,,RH012,eucdum,eucdum,-32.96407,146.16016,,,Myrtaceae,sen,3,Round_Hill,NSW_Round_Hill,150405,0.00434,0.32068,0.06822,0.05218,0.06644,0.12950,0.0931,0.1295,0.1014,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.216988417,NA
