batch_number,extraction_number,sample_number,Extraction_repeated,Tech_rep_lost,species_field,species_confirmed,Latitude,Longitude,Elevation_GPS_notebook,Elevation_map,family,leaf_age,biological_rep,GoPro file,site,site_revised,date,whole_leaf_FW,tech_rep_1_FW,tech_rep_2_FW,tech_rep_3_FW,tech_rep_4_FW_fixed,tech_rep_4_DW_fixed,whole_leaf_area(cm2),whole_leaf_area_per_whole_leaf_FW(cm2/g),tech_rep_1_leaf_area,tech_rep_2_leaf_area,tech_rep_3_leaf_area,tech_rep_4_leaf_area,technical_rep_used_for_ovalbumin_calculation,ovalbumin_added(5uL_of_0.5mg/mL_per_cm2),random_number,notes 1,notes 2,I don't know why these numbers are here,Solvent Wash Date,Solvent Wash Page Ref,Phenol Extraction Date,Phenol Extraction Page Ref,Resuspension and Alkylation Date,Resuspension and Alkylation Page Ref,Lavapep Date,Lavapep Page Ref,Lavapep File Name,Extraction Notes,"Protein Extract Concentration (protein assay, ug/uL)",Protein Assay %CV,Protein Extract Volume (uL),"Extract Protein Amount (ug, protein assay)","Protein per FW (mg/g, protein assay)","Protein per DW (mg/g, protein assay)","Protein per Leaf Area (mg/cm2, protein assay)",%Ovalbumin of Total Protein,"Digest Protein Amount (ug)
",Amount Protease in Digest (ug),uL Protein Extract per Digest,Date of ASPEX,ASPEX Batch,tech_rep_4_FW_ERROR,tech_rep_4_DW_ERROR,LMA (g/m2),SLA (cm2/g),LWC (%),leaf_FW_check
11,11-44,QL241,0,,euc? (ironbark),eucatr,-18.23223,145.53238,,,Myrtaceae,new,3,393,Blencoe_Falls_QLD,QLD_Blencoe_Falls,150816,0.59266,0.06456,0.07632,0.08190,0.36464,0.18826,13.121,22.13916917,1.429304762,1.689661391,1.813197955,8.072826646,1,7.1,0.707633591,,,,15/12/2015,"Katy 1, p.111",5/01/2016,"Katy 1, p.114",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,2.8,4.413046168,750,2072.620637,32.1037893,,1.450090067,,50,1,18.1,17/05/2016,6,0.36464,0.18826,233.2020843,42.88126339,48.37099605,0.00524
7,DP031,KG081,0,,euchae,euchae,-33.6933,151.14541,,,Myrtaceae,old,3,55,Kuringai_MT_top,NSW_Kuringai_top,140611,1.71930,0.07226,0.06970,0.09004,1.47854,0.76312,25.147,14.6263014,1.056896539,1.019453208,1.316952178,21.62557167,2,5.1,0.127372773,,,6.282,14/09/2015,"Siobhan 1, p.92",15/09/2015,"Siobhan 1, p.93",13/10/2015,"Siobhan 1, p.103",16/11/2015,"Katy 1, p.106",,,2.6,2.267523788,750,1948.987554,27.96251871,,1.91179697,,50,1,19.2,16/05/2016,3,1.47854,0.76312,352.8785326,28.33836313,48.38692223,0.00876
8,DP083,RH010,0,,eucdum,eucdum,-32.96407,146.16016,,,Myrtaceae,mid,3,313,Round_Hill,NSW_Round_Hill,150405,0.50846,0.08002,0.07006,0.05144,0.30374,0.15676,8.383,16.4870393,1.319292884,1.155081973,0.848093301,5.007773316,1,6.6,0.293345977,,,,29/09/2015,"Siobhan 1, p.96",30/09/2015,"Siobhan 1, p.97",13/10/2015,"Siobhan 1, p.103",16/11/2015,"Katy 1, p.106",,,3.2,2.284458761,750,2362.938101,29.52934392,,1.791064083,,50,1,15.9,23/05/2016,10,0.30374,0.12242,313.0333386,31.94547918,48.39007045,0.00320
10,10-12,KG083,0,,euchae,euchae,-33.6933,151.14541,,,Myrtaceae,new,3,55,Kuringai_MT_top,NSW_Kuringai_top,140611,1.76550,0.06242,0.08614,0.08334,1.51770,0.78324,28.114,15.92410082,0.993982373,1.371702045,1.327114562,24.16800782,2,6.9,0.453399868,,,,7/12/2015,"Katy 1, p.109",8/12/2015,"Katy 1, p.110",13/01/2016,"Katy 1, p.117",19/01/2016,"Katy 1, p.119",,,3.9,4.669557301,750,2900.451136,33.67136216,,2.114490641,,50,1,12.9,17/05/2016,4,1.51770,0.78324,324.0813252,30.85645245,48.39296304,0.01590
19,19-09,T296,0,,acamel,acamel,-42.10667,148.33655,,,Fabaceae,old,3,249,Tasmania_FY,TAS_Freycinet,150311,0.36144,0.06448,0.06218,0.06336,0.16974,0.08758,9.076,25.11066844,1.619135901,1.561381363,1.591011952,4.262284861,1,8.1,0.529697351,,,,,,,,,,,,,,5.2,2.357561272,750,3881.897678,,,,,50,1,9.7,,,0.16974,0.11174,205.4766466,48.66733113,48.40344056,0.00168
,,KG029,0,,acalon,acalon,-33.6933,151.14541,,,Fabaceae,sen,1,45,Kuringai_MT_top,NSW_Kuringai_top,140603,0.45708,0.05884,0.06158,0.57240,0.27688,0.14282,,0,0,0,0,0,2,0.0,,from a different plant,from a different plant,,,,,,,,,,,,,,,,,,,,,,,,,0.27688,0.14282,#DIV/0!,0,48.41808726,-0.51262
26,26-46,T030,0,,oriaci,oriaci,-42.89581,147.23627,1249,1264,Proteaceae,mid,2,none,Tasmania_MW,TAS_Mt_Wellington,150302,0.42072,0.05932,0.06728,0.08164,0.21152,0.10906,4.854,11.53736452,0.684396463,0.776233885,0.941910439,2.440383343,1,3.4,0.492498285,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21152,0.05976,446.8970021,22.37652066,48.43986384,0.00096
9,9-40,T151,0,,eucreg,eucnit,-42.77492,146.39731,,,Myrtaceae,old,2,238,Tasmania_FR,TAS_Frodshams_Pass,150306,0.81024,0.08264,0.08710,0.09050,0.54674,0.28176,13.062,16.12114929,1.332251777,1.404152103,1.458964011,8.814077162,1,6.7,0.403765327,,Looks like E nitida with E regnans bark.,,2/11/2015,"Katy 1, p.98",5/11/2015,"Katy 1, p.100",6/11/2015,"Katy 1, p.101",17/11/2015,"Katy 1, p.107",,,2.3,3.486449066,750,1760.15619,21.29908265,,1.321188847,,50,1,21.3,23/05/2016,10,0.54674,0.60624,319.6704485,31.28221594,48.46544976,0.00326
16,16-33,T391,0,,acalon,acalon,-42.84732,147.43592,,,Fabaceae,old,2,297,Tasmania_MC,TAS_Mt_Canopus,150312,0.64796,0.06504,0.06392,0.07046,0.44210,0.22782,15.421,23.7993086,1.547907031,1.521251806,1.676899284,10.52167433,1,7.7,0.127790559,,Top of sky pic is East instead of North.,,,,,,,,,,,,3.7,3.87426655,750,2741.155609,,,,,50,1,13.7,,,0.44210,0.63496,216.524474,46.18415561,48.46867225,0.00644
26,26-43,QL090,0,,grepte,grepte,-18.43758,146.13636,,,Proteaceae,new,3,365,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.41390,0.07160,0.06742,0.08720,0.18338,0.09448,9.129,22.05605219,1.579213337,1.487019038,1.923287751,4.04463885,1,7.9,0.483057156,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18338,0.09448,233.5931674,42.80947132,48.47856909,0.00430
13,13-23,T154,0,,eucreg,eucnit,-42.77492,146.39731,,,Myrtaceae,mid,3,237,Tasmania_FR,TAS_Frodshams_Pass,150306,0.74888,0.07050,0.05180,0.05428,0.56976,0.29342,11.361,15.17065484,1.069531167,0.785839921,0.823463145,8.643632304,1,5.3,0.942991874,,Looks like E nitida with E regnans bark.,,,,,,,,,,,,3.0,2.689371997,750,2240.375317,,,,,50,1,16.7,31/05/2016,14,0.56976,0.25944,339.463769,29.45822474,48.50112328,0.00254
,,QL069,0,,grehil,grehil,-17.96665,145.96806,,,Proteaceae,sen,3,346,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.77280,0.06222,0.08784,0.10386,0.51052,0.26290,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51052,0.2629,#DIV/0!,0,48.50348664,0.00836
,,T148,0,,eucreg,eucnit,-42.77492,146.39731,,,Myrtaceae,sen,1,239,Tasmania_FR,TAS_Frodshams_Pass,150306,0.59496,0.07048,0.06504,0.07266,0.38464,0.19802,,0,0,0,0,0,1,0.0,,,Looks like E nitida with E regnans bark.,,,,,,,,,,,,,,,,,,,,,,,,,0.38464,0.3136,#DIV/0!,0,48.51809484,0.00214
28,28-12,T238,0,,banmar,banmar,-42.38724,147.05174,,,Proteaceae,mid,3,294,Tasmania_BO,TAS_Bothwell,150309,0.51650,0.07174,0.06448,0.04656,0.33300,0.17140,12.982,25.13455954,1.803153301,1.620676399,1.170265092,8.369808325,1,9.0,0.619946474,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33300,0.1519,204.7836621,48.83202057,48.52852853,0.00072
7,DP008,QL453,0,,corter,corter,-18.71986,138.52217,,,Myrtaceae,old,2,446,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,1.33424,0.06634,0.08430,0.06350,1.11266,0.57234,25.572,19.16596714,1.27147026,1.61569103,1.217038914,21.325205,1,6.4,0.033510965,No bead in tech rep 1,No bead in tech rep 1,,14/09/2015,"Siobhan 1, p.92",15/09/2015,"Siobhan 1, p.93",13/10/2015,"Siobhan 1, p.103",16/11/2015,"Katy 1, p.106",,,2.1,5.470098929,750,1542.698147,23.25441886,,1.21331831,,50,1,24.3,16/05/2016,3,1.11266,0.57234,268.3866345,37.25967956,48.56110582,0.00744
31,31-19,QL099,0,,grepar,grepar,-18.43758,146.13636,,,Proteaceae,mid,2,361,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.73732,0.06744,0.06968,0.09118,0.50146,0.25788,18.013,24.43036945,1.647584115,1.702308143,2.227561086,12.25085306,1,8.2,0.975927745,Double check QL099.tif file to make sure scan is correct for this sample,Double check QL099.tif file to make sure scan is correct for this sample,,,,,,,,,,,,,,,,,,,,,,,,,0.50146,0.25788,210.499627,47.50602242,48.57416344,0.00756
27,27-40,QL092,0,,grepte,grepte,-18.43758,146.13636,,,Proteaceae,old,3,365,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.39132,0.08622,0.08004,0.07952,0.14134,0.07268,10.067,25.72574875,2.218074057,2.05908893,2.04571154,3.636077328,1,11.1,0.578097775,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14134,0.07268,199.885738,50.02858184,48.57789727,0.00420
24,24-34,QL203,0,,gre?,grepte,-18.21239,145.54145,,,Proteaceae,mid,2,398,Blencoe_Falls_QLD,QLD_Blencoe_Falls,150815,0.31724,0.08674,0.08290,0.05766,0.08858,0.04554,8.387,26.43739755,2.293179864,2.191660257,1.524380343,2.341824675,1,11.5,0.199896832,,,,9/08/2016,"Katy 1, p. 190",,,,,,,,,,,,,,,,,,,,,,0.08858,0.04554,194.4637465,51.42346674,48.58884624,0.00136
,,YG119,0,,eucspa,eucspa,-32.78244,150.92318,,,Myrtaceae,sen,1,112,Yengo_N,NSW_Yengo_N,140607,0.50596,0.08434,0.08138,0.08382,0.25292,0.12998,,0,0,0,0,0,2,0.0,,stringy bark,"stringy bark. Previously labelled rep 1, probably mistakenly",,,,,,,,,,,,,,,,,,,,,,,,,0.25292,0.17006,#DIV/0!,0,48.60825557,0.00350
12,12-09,QL407,0,,eucpru,eucpru,-19.04745,138.8575,,,Myrtaceae,mid,1,none?,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,1.71752,0.09694,0.06148,,1.55004,0.79644,31.345,18.25015138,1.769169675,1.122019307,0,28.28846465,1,8.8,0.742618776,,,,4/01/2016,"Katy 1, p.113",6/01/2016,"Katy 1, p.115",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,"Lavapep repeated 14/03/2016, Katy 1, p.145",2.2,6.034060998,750,1649.498073,17.01565992,,0.932357194,,50,1,22.7,20/05/2016,9,1.55004,0.79644,281.5423212,35.51863875,48.61810018,0.00906
17,17-25,T350,0,,acadec,acadec,-42.84638,147.43151,,,Fabaceae,mid,3,300,Tasmania_MC,TAS_Mt_Canopus,150312,0.41078,0.09792,0.07182,0.07238,0.16788,0.08622,15.762,38.37090413,3.757278933,2.755798335,2.777286041,6.441707386,1,18.8,0.277430501,Leaves scanned folded over so leaf area needs to be doubled,Leaves scanned folded over so leaf area needs to be doubled,,,,,,,,,,,,6.0,2.842336827,750,4508.518816,,,,,50,1,8.3,,,0.16788,0.13846,133.8465019,74.71244938,48.64188706,0.00078
7,DP009,T166,0,,eucreg,eucnit,-43.03746,146.27668,,,Myrtaceae,mid,3,225,Tasmania_RK,TAS_Red_Knoll,150307,0.23224,0.05562,0.04958,0.05096,0.07290,0.03744,3.412,14.69169824,0.817152256,0.728414399,0.748688942,1.071024802,1,4.1,0.03543583,,Looks like E nitida with E regnans bark.,,14/09/2015,"Siobhan 1, p.92",15/09/2015,"Siobhan 1, p.93",13/10/2015,"Siobhan 1, p.103",16/11/2015,"Katy 1, p.106",,,2.0,3.895615138,750,1497.089171,26.91638207,,1.832081059,,50,1,25.0,16/05/2016,1,0.07290,0.06082,349.5717366,28.60643168,48.64197531,0.00318
9,9-31,KG050,0,,euchae,euchae,-33.6933,151.14541,,,Myrtaceae,mid,2,51,Kuringai_MT_top,NSW_Kuringai_top,140604,1.04520,0.07959,0.08750,0.08850,0.77904,0.39974,15.279,14.61825488,1.163466906,1.279097302,1.293715557,11.38820528,2,6.4,0.385460384,,,,2/11/2015,"Katy 1, p.98",5/11/2015,"Katy 1, p.100",6/11/2015,"Katy 1, p.101",17/11/2015,"Katy 1, p.107",,,2.5,8.471829638,750,1889.018977,21.58878831,,1.47683759,,50,1,19.9,23/05/2016,10,0.77904,0.39974,351.0122887,28.48903107,48.68812898,0.01057
18,18-08,RH019,0,,acaane,acaane,-32.96394,146.16149,,,Fabaceae,new,3,310,Round_Hill,NSW_Round_Hill,150405,0.51558,0.09068,0.08832,0.08186,0.25240,0.12950,7.206,13.97649249,1.267388339,1.234403817,1.144115676,3.527666705,1,6.3,0.389184352,,,,,,,,,,,,,,4.6,3.116619597,750,3430.909448,,,,,50,1,10.9,,,0.25240,0.29052,367.0981723,27.24066954,48.69255151,0.00232
11,11-25,QL452,0,,corter,corter,-18.71986,138.52217,,,Myrtaceae,mid,2,446,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,1.39824,0.06456,0.07506,0.07806,1.16362,0.59702,24.792,17.73086165,1.144704428,1.330878476,1.384071061,20.63198524,1,5.7,0.633936966,No bead in tech rep 1,No bead in tech rep 1,,15/12/2015,"Katy 1, p.111",5/01/2016,"Katy 1, p.114",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,1.9,4.545426337,750,1420.964218,22.00997859,,1.241337224,,50,1,26.4,17/05/2016,6,1.16362,0.59702,289.3662404,34.55828153,48.69287224,0.01694
13,13-04,QL310,0,,euc? (stringy bark),eucmed,-18.29734,145.48915,,,Myrtaceae,new,3,415,Princess_Hill_QLD,QLD_Princess_Hill,150819,0.56586,0.06132,0.06234,0.05786,0.38408,0.19702,12.047,21.2897183,1.305485526,1.327201039,1.231823101,8.176955007,1,6.5,0.875712907,,,,,,,,,,,,,,2.3,6.60321302,750,1710.119161,,,,,50,1,21.9,31/05/2016,13,0.38408,0.19702,240.9454373,41.5031723,48.70339513,0.00026
12,12-47,QL235,0,,euc? (ironbark),eucatr,-18.23223,145.53238,,,Myrtaceae,new,1,391,Blencoe_Falls_QLD,QLD_Blencoe_Falls,150816,0.73874,0.08608,0.08988,0.07082,0.48698,0.24980,16.632,22.51401034,1.93800601,2.02355925,1.594442212,10.96387276,1,9.7,0.860574298,Marked for Licor but wrong side of leaf was scanned,Marked for Licor but wrong side of leaf was scanned,,4/01/2016,"Katy 1, p.113",6/01/2016,"Katy 1, p.115",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,4.1,5.921138637,750,3092.754148,35.92883536,,1.595843424,,50,1,12.1,20/05/2016,8,0.48698,0.2498,227.8392002,43.89060351,48.7042589,0.00498
8,DP091,QL312,0,,euc? (stringy bark),eucmed,-18.29734,145.48915,,,Myrtaceae,old,3,415,Princess_Hill_QLD,QLD_Princess_Hill,150819,0.47140,0.07040,0.09326,0.06798,0.23412,0.12008,10.529,22.3355961,1.572425965,2.083017692,1.518373823,5.229209758,1,7.9,0.317091919,,,,29/09/2015,"Siobhan 1, p.96",30/09/2015,"Siobhan 1, p.97",13/10/2015,"Siobhan 1, p.103",16/11/2015,"Katy 1, p.106",,,1.4,5.99583059,750,1071.163223,15.2153867,,0.681216952,,50,1,35.0,23/05/2016,11,0.23412,0.12008,229.6331674,43.54771617,48.71006322,0.00564
11,11-27,T018,0,,euccoc,euccoc,-42.89145,147.22834,1202,1185,Myrtaceae,mid,2,194,Tasmania_MW,TAS_Mt_Wellington,150302,0.49782,0.08340,0.08166,0.06310,0.26542,0.13606,7.242,14.54742678,1.213255394,1.187942871,0.91794263,3.861178016,1,6.1,0.63825448,,,,15/12/2015,"Katy 1, p.111",5/01/2016,"Katy 1, p.114",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,3.8,6.850614411,750,2856.243185,34.24752021,,2.354197806,,50,1,13.1,17/05/2016,6,0.26542,0.07578,352.3795055,28.3784949,48.73784945,0.00424
27,27-15,QL157,0,,grebai,grebai,-17.91588,146.06968,,,Proteaceae,new,1,375,Mission_Beach_QLD,QLD_Mission_Beach,150811,1.41570,0.08932,0.07354,0.07916,1.16670,0.59802,42.096,29.73511337,2.655940326,2.186720237,2.353831574,34.69195677,1,13.3,0.534479686,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16670,0.59802,172.3800142,58.01136546,48.74260735,0.00698
17,17-13,KG004,0,,acauli,acauli,-33.6933,151.14541,,,Fabaceae,mid,1,95,Kuringai_MT_top,NSW_Kuringai_top,140529,,0.06004,0.05916,0.06404,0.28578,0.14646,,#DIV/0!,#DIV/0!,1.398,#DIV/0!,#DIV/0!,2,7.0,0.232024745,,,,,,,,,,,,,,1.9,5.896429529,750,1404.853098,,,,,50,1,26.7,,,0.28578,0.14646,#DIV/0!,#DIV/0!,48.75078732,-0.46902
19,19-22,QL124,0,,acafla,acafla,-18.43758,146.13636,,,Fabaceae,old,2,351,S_Cardwell_QLD,QLD_Cardwell_S,150809,2.62150,0.08672,0.06752,0.07448,2.38322,1.22054,78.711,30.02517643,2.6037833,2.027299912,2.23627514,71.55660096,1,13.0,0.576979883,,,,,,,,,,,,,,4.3,9.206216486,750,3241.968741,,,,,50,1,11.6,,,2.38322,1.22054,170.5698683,58.62700195,48.78609612,0.00956
27,27-43,QL084,0,,grepte,grepte,-18.43758,146.13636,,,Proteaceae,old,1,363,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.50664,0.08984,0.07872,0.08304,0.24706,0.12646,13.956,27.54618664,2.474749408,2.168435812,2.287435339,6.805560872,1,12.4,0.584330035,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24706,0.12646,185.8186304,53.81591706,48.81405327,0.00798
26,26-11,T107,0,,lompol,lompol,-42.88596,147.22224,1047,1100,Proteaceae,new,2,200,Tasmania_MW,TAS_Mt_Wellington,150304,0.49980,0.08038,0.07122,0.08194,0.26456,0.13540,8.976,17.95918367,1.443559184,1.279053061,1.47157551,4.751281633,1,7.2,0.410497322,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26456,0.23016,284.9757402,35.0907063,48.8206834,0.00170
11,11-05,YG071,0,,eucspa,eucspa,-32.78244,150.92318,,,Myrtaceae,mid,1,118,Yengo_N,NSW_Yengo_N,140525,0.69834,0.08932,0.09616,0.11260,0.39180,0.20050,14.673,21.01125526,1.87672532,2.020442306,2.365867343,8.232209812,2,10.1,0.569671789,,,,15/12/2015,"Katy 1, p.111",5/01/2016,"Katy 1, p.114",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,5.0,2.113670995,750,3755.55533,39.0552759,,1.858778803,,50,1,10.0,17/05/2016,7,0.39180,0.2547,243.5555028,41.05840305,48.8259316,0.00846
24,24-38,T121,0,,oridiv,oridiv,-42.88596,147.22224,1047,1100,Proteaceae,old,2,204,Tasmania_MW,TAS_Mt_Wellington,150304,0.39528,0.06822,0.06324,0.05888,0.20174,0.10314,5.209,13.1780004,0.899003188,0.833376746,0.775920664,2.658529802,1,4.5,0.208439083,,,,9/08/2016,"Katy 1, p. 190",,,,,,,,,,,,,,,,,,,,,,0.20174,0.1257,387.9587881,25.7759337,48.87478933,0.00320
28,28-24,T282,0,,banmar,banmar,-42.1161,148.33585,,,Proteaceae,new,3,246,Tasmania_FY,TAS_Freycinet,150311,0.40462,0.06774,0.06068,0.06970,0.20306,0.10372,8.211,20.29311453,1.374655578,1.23138619,1.414430083,4.120719836,1,6.9,0.658868613,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20306,0.18348,251.7035958,39.72926953,48.92150103,0.00344
22,22-21,T111,0,,lompol,lompol,-42.88596,147.22224,1047,1100,Proteaceae,new,3,201,Tasmania_MW,TAS_Mt_Wellington,150304,0.46082,0.05674,0.06640,0.05660,0.27900,0.14248,9.209,19.98394167,1.13388885,1.326933727,1.131091098,5.575519726,1,5.7,0.025040073,,,,,,,,,,,,,,2.9,6.473497114,750,2202.868154,,,,,50,1,17.0,,,0.27900,0.18066,255.5456836,39.13194642,48.93189964,0.00208
,,QL081,0,,acaman,acaman,-17.96665,145.96806,,,Fabaceae,sen,3,347,Mt_Makay_QLD,QLD_Mt_Mackay,150808,2.16654,0.06824,0.05718,0.05408,1.97582,1.00866,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97582,1.00866,#DIV/0!,0,48.94980312,0.01122
,,T176,0,,teltru,teltru,-42.8358,146.37903,,,Proteaceae,sen,2,232,Tasmania_FR,TAS_Frodshams_Pass,150307,0.42514,0.06978,0.06140,0.06544,0.22564,0.11516,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22564,0.14096,#DIV/0!,0,48.96294983,0.00288
12,12-16,QL133,0,,eucpla,eucpla,-18.43758,146.13636,,,Myrtaceae,new,2,354,S_Cardwell_QLD,QLD_Cardwell_S,150809,4.62776,0.07244,0.07602,0.08356,4.38544,2.23812,103.313,22.32462358,1.617195732,1.697117884,1.865445546,97.90329722,1,8.1,0.772149077,,,,4/01/2016,"Katy 1, p.113",6/01/2016,"Katy 1, p.115",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,3.2,2.611095698,750,2428.048167,33.51805863,,1.501394123,,50,1,15.4,17/05/2016,5,4.38544,2.23812,228.605171,43.74354244,48.9647561,0.01030
29,29-38,T231,0,,banmar,banmar,-42.38724,147.05174,,,Proteaceae,old,1,292,Tasmania_BO,TAS_Bothwell,150309,0.76360,0.10174,0.09438,0.93480,0.46658,0.23786,13.321,17.44499738,1.774854034,1.646458853,16.30758355,8.139486878,1,8.9,0.80591848,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46658,0.20762,292.2297235,34.21965391,49.02053238,-0.83390
18,18-10,YG092,0,,acafal,acafal,-32.7817,150.9291,,,Fabaceae,old,1,104,Yengo_N,NSW_Yengo_N,140525,0.74560,0.07070,0.06468,0.07374,0.53014,0.26998,22.96,30.79399142,2.177135193,1.991755365,2.270748927,16.32512661,3,11.4,0.417307866,,,,,,,,,,,,,,7.1,1.194813255,750,5301.895865,,,,,50,1,7.1,,,0.53014,0.07618,165.3769716,60.46791099,49.07382955,0.00634
27,27-21,T182,0,,agaodo,agaodo,-43.03746,146.27668,,,Proteaceae,mid,1,222,Tasmania_RK,TAS_Red_Knoll,150307,0.35446,0.08098,0.07352,0.07946,0.11986,0.06104,3.914,11.04214862,0.894193195,0.811818767,0.877409129,1.323511934,1,4.5,0.545918607,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11986,0.02992,461.1972015,21.68269878,49.07391957,0.00064
19,19-11,QL379,0,,aca?,acashi,-18.21837,142.27066,,,Fabaceae,mid,3,427,Croydon_QLD,QLD_Croydon,150822,0.25072,0.06860,0.05292,0.06114,0.06720,0.03422,7.335,29.25574346,2.006944001,1.548213944,1.788696155,1.96598596,1,10.0,0.547863171,,,,,,,,,,,,,,4.0,6.945410275,750,3024.119487,,,,,50,1,12.4,,,0.06720,0.03422,174.060246,57.45137231,49.07738095,0.00086
13,13-47,QL156,1,1,euc?,eucfib,-18.37945,146.07626,,,Myrtaceae,old,3,368,N_Cardwell_QLD,QLD_Cardwell_N,150810,1.03244,0.07688,0.08282,0.05960,0.80600,0.41032,31.612,30.61872845,2.353967843,2.53584309,1.824876216,24.67869513,2,12.7,0.401388453,,,,,,,,,,,,,,2.7,5.457752571,750,2000.123323,,,,,50,1,18.7,31/05/2016,12,0.80600,0.41032,166.2648685,60.1449969,49.09181141,0.00714
28,28-25,KG099,0,,greser,greser,-33.67856,151.14825,,,Proteaceae,new,1,84,Kuringai_MT_bottom,NSW_Kuringai_bottom,140612,,0.07578,0.04480,0.06454,0.07144,0.03636,,#DIV/0!,#DIV/0!,1.341,#DIV/0!,#DIV/0!,2,6.7,0.666156554,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07144,0.03636,#DIV/0!,#DIV/0!,49.10414334,-0.25656
27,27-23,T283,0,,banmar,banmar,-42.1161,148.33585,,,Proteaceae,mid,3,246,Tasmania_FY,TAS_Freycinet,150311,0.32316,0.05332,0.03718,0.05724,0.17384,0.08842,7.626,23.5982176,1.258256962,0.87738173,1.350761975,4.102314148,1,6.3,0.549037931,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17384,0.10372,215.5368819,46.39577186,49.1371376,0.00158
31,31-34,QL457,0,,hakarb,hakarb,-18.71986,138.52217,,,Proteaceae,new,1,443,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.35002,0.06742,0.07772,0.08226,0.11804,0.06002,5.856,16.73047254,1.127968459,1.300292326,1.376248672,1.974864979,1,5.6,0.989590884,No bead in tech rep 1,No bead in tech rep 1,,,,,,,,,,,,,,,,,,,,,,,,,0.11804,0.06002,303.9195116,32.9034485,49.15282955,0.00458
11,11-36,QL231,0,,"euc? (silver, smooth)",eucter,-18.22401,145.52532,,,Myrtaceae,old,2,396,Blencoe_Falls_QLD,QLD_Blencoe_Falls,150816,0.77014,0.08652,0.07956,0.07148,0.52676,0.26772,17.482,22.69976887,1.963984003,1.805993612,1.622579479,11.95733025,1,9.8,0.690749075,,,,15/12/2015,"Katy 1, p.111",5/01/2016,"Katy 1, p.114",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,3.9,4.160004934,750,2959.750169,34.20885539,,1.507013379,,50,1,12.7,17/05/2016,6,0.52676,0.26772,223.8961326,44.66356735,49.17609538,0.00582
19,19-13,T351,0,,acadec,acadec,-42.84638,147.43151,,,Fabaceae,old,3,300,Tasmania_MC,TAS_Mt_Canopus,150312,0.41482,0.08042,0.08176,0.08130,0.17028,0.08650,19.17,46.2128152,3.716434598,3.778359771,3.757101876,7.869118172,1,18.6,0.551182574,Leaves scanned folded over so leaf area needs to be doubled,Leaves scanned folded over so leaf area needs to be doubled,,,,,,,,,,,,7.8,1.950023092,750,5813.252948,,,,,50,1,6.5,,,0.17028,0.08622,109.9233715,90.97246441,49.20131548,0.00106
7,DP001,T162,0,,eucreg,eucnit,-43.03746,146.27668,,,Myrtaceae,mid,2,226,Tasmania_RK,TAS_Red_Knoll,150307,0.35806,0.05328,0.07074,0.06684,0.16510,0.08386,5.647,15.77109982,0.840284198,1.115647601,1.054140312,2.60380858,1,4.2,0.001509402,,Looks like E nitida with E regnans bark.,,14/09/2015,"Siobhan 1, p.92",15/09/2015,"Siobhan 1, p.93",13/10/2015,"Siobhan 1, p.103",16/11/2015,"Katy 1, p.106",,,2.5,0.868931165,750,1863.280624,34.97148319,,2.21744099,,50,1,20.1,16/05/2016,1,0.16510,0.10562,322.0666859,31.0494703,49.20654149,0.00210
